name^|^mt_id^|^offer_id^|^contactlist_id^|^campcode^|^cellcode^|^target_id^|^target_start^|^target_end^|^extract_date
Dataupsell^|^65^|^29^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^40^|^20170526^|^20170211^|^20170212
Dataupsell^|^66^|^30^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^41^|^20161221^|^20170318^|^20161219
Dataupsell^|^67^|^31^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^42^|^20171027^|^20170722^|^20161221
Dataupsell^|^68^|^32^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^43^|^20170706^|^20170827^|^20170521
Dataupsell^|^69^|^33^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^44^|^20170715^|^20161218^|^20170603
Dataupsell^|^70^|^34^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^45^|^20170327^|^20170603^|^20161121
Dataupsell^|^71^|^35^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^46^|^20170710^|^20170813^|^20170103
Dataupsell^|^72^|^36^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^47^|^20170612^|^20170526^|^20170924
Dataupsell^|^73^|^37^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^48^|^20170214^|^20170531^|^20170816
Dataupsell^|^74^|^38^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^49^|^20161203^|^20170510^|^20161123
Dataupsell^|^75^|^39^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^50^|^20170515^|^20161215^|^20170811
Dataupsell^|^76^|^40^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^51^|^20170319^|^20170620^|^20170213
Dataupsell^|^77^|^41^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^52^|^20171105^|^20170324^|^20170420
Dataupsell^|^78^|^42^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^53^|^20170427^|^20161202^|^20170920
Dataupsell^|^79^|^43^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^54^|^20170213^|^20170831^|^20161218
Dataupsell^|^80^|^44^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^55^|^20170118^|^20170907^|^20170804
Dataupsell^|^81^|^45^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^56^|^20171005^|^20170122^|^20170506
Dataupsell^|^82^|^46^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^57^|^20161202^|^20170720^|^20170306
Dataupsell^|^83^|^47^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^58^|^20170131^|^20170218^|^20171021
Dataupsell^|^84^|^48^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^59^|^20170506^|^20170714^|^20171104
Dataupsell^|^85^|^49^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^60^|^20170814^|^20170915^|^20161217
Dataupsell^|^86^|^50^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^61^|^20170307^|^20170627^|^20170812
Dataupsell^|^87^|^51^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^62^|^20170109^|^20170131^|^20170519
Dataupsell^|^88^|^52^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^63^|^20170818^|^20170826^|^20170415
Dataupsell^|^89^|^53^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^64^|^20170101^|^20170204^|^20170102
Dataupsell^|^90^|^54^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^65^|^20161204^|^20170613^|^20170519
Dataupsell^|^91^|^55^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^66^|^20161210^|^20170925^|^20170411
Dataupsell^|^92^|^56^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^67^|^20170411^|^20171017^|^20170920
Dataupsell^|^93^|^57^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^68^|^20170610^|^20170103^|^20170129
Dataupsell^|^94^|^58^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^69^|^20170406^|^20161212^|^20170416
Dataupsell^|^95^|^59^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^70^|^20170815^|^20170425^|^20170524
Dataupsell^|^96^|^60^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^71^|^20161202^|^20170511^|^20170106
Dataupsell^|^97^|^61^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^72^|^20170311^|^20170911^|^20170429
Dataupsell^|^98^|^62^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^73^|^20170806^|^20161124^|^20170711
Dataupsell^|^99^|^63^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^74^|^20170603^|^20170403^|^20170205
Dataupsell^|^100^|^64^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^75^|^20170616^|^20170209^|^20170404
Dataupsell^|^101^|^65^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^76^|^20161122^|^20170514^|^20170603
Dataupsell^|^102^|^66^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^77^|^20170613^|^20170115^|^20171004
Dataupsell^|^103^|^67^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^78^|^20170204^|^20170601^|^20170205
Dataupsell^|^104^|^68^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^79^|^20170805^|^20171003^|^20161225
Dataupsell^|^105^|^69^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^80^|^20161128^|^20171117^|^20170622
Dataupsell^|^106^|^70^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^81^|^20170520^|^20170111^|^20170113
Dataupsell^|^107^|^71^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^82^|^20170227^|^20170226^|^20161207
Dataupsell^|^108^|^72^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^83^|^20170114^|^20170323^|^20170408
Dataupsell^|^109^|^73^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^84^|^20170803^|^20171102^|^20161211
Dataupsell^|^110^|^74^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^85^|^20170630^|^20170615^|^20171027
Dataupsell^|^111^|^75^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^86^|^20170418^|^20171004^|^20161214
Dataupsell^|^112^|^76^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^87^|^20171023^|^20170126^|^20170511
Dataupsell^|^113^|^77^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^88^|^20161227^|^20170709^|^20170801
Dataupsell^|^114^|^78^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^89^|^20170831^|^20170128^|^20170423
Dataupsell^|^115^|^79^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^90^|^20170527^|^20170102^|^20170702
Dataupsell^|^116^|^80^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^91^|^20170630^|^20170228^|^20170728
Dataupsell^|^117^|^81^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^92^|^20161231^|^20170524^|^20170207
Dataupsell^|^118^|^82^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^93^|^20170916^|^20170601^|^20170705
Dataupsell^|^119^|^83^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^94^|^20170214^|^20170203^|^20170725
Dataupsell^|^120^|^84^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^95^|^20170120^|^20170725^|^20170706
Dataupsell^|^121^|^85^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^96^|^20170412^|^20170520^|^20170615
Dataupsell^|^122^|^86^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^97^|^20170527^|^20170716^|^20170728
Dataupsell^|^123^|^87^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^98^|^20171025^|^20170718^|^20170523
Dataupsell^|^124^|^88^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^99^|^20170829^|^20170407^|^20170506
Dataupsell^|^125^|^89^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^100^|^20170628^|^20170528^|^20170528
Dataupsell^|^126^|^90^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^101^|^20170717^|^20170715^|^20170818
Dataupsell^|^127^|^91^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^102^|^20170731^|^20170718^|^20161203
Dataupsell^|^128^|^92^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^103^|^20170317^|^20170326^|^20161218
Dataupsell^|^129^|^93^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^104^|^20170331^|^20170531^|^20170924
Dataupsell^|^130^|^94^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^105^|^20170821^|^20171016^|^20161215
Dataupsell^|^131^|^95^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^106^|^20170217^|^20170131^|^20171107
Dataupsell^|^132^|^96^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^107^|^20170506^|^20170402^|^20170205
Dataupsell^|^133^|^97^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^108^|^20170206^|^20170527^|^20170823
Dataupsell^|^134^|^98^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^109^|^20161121^|^20171008^|^20170217
Dataupsell^|^135^|^99^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^110^|^20170620^|^20161121^|^20170915
Dataupsell^|^136^|^100^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^111^|^20161228^|^20170303^|^20170925
Dataupsell^|^137^|^101^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^112^|^20170416^|^20170328^|^20171018
Dataupsell^|^138^|^102^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^113^|^20170529^|^20170703^|^20170517
Dataupsell^|^139^|^103^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^114^|^20170131^|^20170617^|^20170729
Dataupsell^|^140^|^104^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^115^|^20161205^|^20170131^|^20170502
Dataupsell^|^141^|^105^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^116^|^20171015^|^20170105^|^20170521
Dataupsell^|^142^|^106^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^117^|^20170514^|^20170304^|^20170427
Dataupsell^|^143^|^107^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^118^|^20170429^|^20170806^|^20170827
Dataupsell^|^144^|^108^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^119^|^20161231^|^20171027^|^20170912
Dataupsell^|^145^|^109^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^120^|^20170426^|^20171111^|^20170826
Dataupsell^|^146^|^110^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^121^|^20170723^|^20171031^|^20170528
Dataupsell^|^147^|^111^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^122^|^20161215^|^20161217^|^20170105
Dataupsell^|^148^|^112^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^123^|^20161120^|^20170120^|^20170807
Dataupsell^|^149^|^113^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^124^|^20170623^|^20161121^|^20170506
Dataupsell^|^150^|^114^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^125^|^20170320^|^20170807^|^20170125
Dataupsell^|^151^|^115^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^126^|^20170104^|^20170427^|^20171026
Dataupsell^|^152^|^116^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^127^|^20161226^|^20161124^|^20170322
Dataupsell^|^153^|^117^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^128^|^20170912^|^20170228^|^20170730
Dataupsell^|^154^|^118^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^129^|^20170109^|^20170218^|^20170825
Dataupsell^|^155^|^119^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^130^|^20170210^|^20170321^|^20170314
Dataupsell^|^156^|^120^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^131^|^20161126^|^20171013^|^20171116
Dataupsell^|^157^|^121^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^132^|^20161226^|^20170102^|^20170220
Dataupsell^|^158^|^122^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^133^|^20161225^|^20170203^|^20170517
Dataupsell^|^159^|^123^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^134^|^20170312^|^20161206^|^20170127
Dataupsell^|^160^|^124^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^135^|^20170202^|^20170207^|^20170206
Dataupsell^|^161^|^125^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^136^|^20170129^|^20170226^|^20170823
Dataupsell^|^162^|^126^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^137^|^20170916^|^20170113^|^20161220
Dataupsell^|^163^|^127^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^138^|^20170904^|^20170111^|^20170731
Dataupsell^|^164^|^128^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^139^|^20170223^|^20170912^|^20170807
Dataupsell^|^165^|^129^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^140^|^20170822^|^20170817^|^20170824
Dataupsell^|^166^|^130^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^141^|^20170615^|^20161129^|^20170418
Dataupsell^|^167^|^131^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^142^|^20170219^|^20170112^|^20170407
Dataupsell^|^168^|^132^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^143^|^20170117^|^20170527^|^20170813
Dataupsell^|^169^|^133^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^144^|^20170518^|^20170812^|^20170415
Dataupsell^|^170^|^134^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^145^|^20170828^|^20170917^|^20170715
Dataupsell^|^171^|^135^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^146^|^20170401^|^20170617^|^20170824
Dataupsell^|^172^|^136^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^147^|^20170302^|^20170725^|^20170911
Dataupsell^|^173^|^137^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^148^|^20170316^|^20170525^|^20170915
Dataupsell^|^174^|^138^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^149^|^20170902^|^20170904^|^20170723
Dataupsell^|^175^|^139^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^150^|^20171111^|^20170624^|^20170129
Dataupsell^|^176^|^140^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^151^|^20171001^|^20170826^|^20170315
Dataupsell^|^177^|^141^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^152^|^20170430^|^20161215^|^20170809
Dataupsell^|^178^|^142^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^153^|^20170607^|^20170413^|^20170111
Dataupsell^|^179^|^143^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^154^|^20170615^|^20170223^|^20170302
Dataupsell^|^180^|^144^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^155^|^20170913^|^20170329^|^20170418
Dataupsell^|^181^|^145^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^156^|^20170312^|^20170903^|^20161128
Dataupsell^|^182^|^146^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^157^|^20170213^|^20170103^|^20170417
Dataupsell^|^183^|^147^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^158^|^20171030^|^20171107^|^20161125
Dataupsell^|^184^|^148^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^159^|^20170629^|^20170914^|^20161224
Dataupsell^|^185^|^149^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^160^|^20170129^|^20170121^|^20171114
Dataupsell^|^186^|^150^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^161^|^20170711^|^20170801^|^20170618
Dataupsell^|^187^|^151^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^162^|^20170619^|^20170510^|^20161121
Dataupsell^|^188^|^152^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^163^|^20170317^|^20171103^|^20170928
Dataupsell^|^189^|^153^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^164^|^20170319^|^20170608^|^20161227
Dataupsell^|^190^|^154^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^165^|^20170611^|^20170709^|^20170610
Dataupsell^|^191^|^155^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^166^|^20170607^|^20170903^|^20161215
Dataupsell^|^192^|^156^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^167^|^20170204^|^20170827^|^20170628
Dataupsell^|^193^|^157^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^168^|^20170129^|^20161211^|^20170304
Dataupsell^|^194^|^158^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^169^|^20170817^|^20170421^|^20170513
Dataupsell^|^195^|^159^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^170^|^20170303^|^20161215^|^20170812
Dataupsell^|^196^|^160^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^171^|^20170204^|^20170524^|^20170924
Dataupsell^|^197^|^161^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^172^|^20171019^|^20170106^|^20170909
Dataupsell^|^198^|^162^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^173^|^20170927^|^20170507^|^20170830
Dataupsell^|^199^|^163^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^174^|^20170311^|^20171001^|^20170706
Dataupsell^|^200^|^164^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^175^|^20170624^|^20170422^|^20170429
Dataupsell^|^201^|^165^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^176^|^20170412^|^20170220^|^20161120
Dataupsell^|^202^|^166^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^177^|^20161206^|^20170304^|^20170617
Dataupsell^|^203^|^167^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^178^|^20170213^|^20170109^|^20171006
Dataupsell^|^204^|^168^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^179^|^20170210^|^20171101^|^20161127
Dataupsell^|^205^|^169^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^180^|^20170325^|^20170823^|^20170620
Dataupsell^|^206^|^170^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^181^|^20170715^|^20170208^|^20170226
Dataupsell^|^207^|^171^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^182^|^20170508^|^20171116^|^20170601
Dataupsell^|^208^|^172^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^183^|^20170808^|^20170707^|^20170116
Dataupsell^|^209^|^173^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^184^|^20170808^|^20170201^|^20170311
Dataupsell^|^210^|^174^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^185^|^20170429^|^20170715^|^20170107
Dataupsell^|^211^|^175^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^186^|^20170503^|^20170822^|^20170610
Dataupsell^|^212^|^176^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^187^|^20170729^|^20170409^|^20171016
Dataupsell^|^213^|^177^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^188^|^20170601^|^20170722^|^20171116
Dataupsell^|^214^|^178^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^189^|^20170603^|^20170623^|^20170703
Dataupsell^|^215^|^179^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^190^|^20170411^|^20171104^|^20170823
Dataupsell^|^216^|^180^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^191^|^20171027^|^20161127^|^20170403
Dataupsell^|^217^|^181^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^192^|^20171102^|^20171013^|^20170601
Dataupsell^|^218^|^182^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^193^|^20170117^|^20171013^|^20171117
Dataupsell^|^219^|^183^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^194^|^20170702^|^20170723^|^20170213
Dataupsell^|^220^|^184^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^195^|^20171007^|^20170116^|^20170528
Dataupsell^|^221^|^185^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^196^|^20171014^|^20171031^|^20170716
Dataupsell^|^222^|^186^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^197^|^20170920^|^20170828^|^20170227
Dataupsell^|^223^|^187^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^198^|^20170213^|^20170609^|^20170903
Dataupsell^|^224^|^188^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^199^|^20171113^|^20170102^|^20170731
Dataupsell^|^225^|^189^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^200^|^20170412^|^20171024^|^20161201
Dataupsell^|^226^|^190^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^201^|^20170418^|^20170118^|^20170714
Dataupsell^|^227^|^191^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^202^|^20170508^|^20170618^|^20170906
Dataupsell^|^228^|^192^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^203^|^20170125^|^20170630^|^20170320
Dataupsell^|^229^|^193^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^204^|^20170628^|^20170515^|^20170104
Dataupsell^|^230^|^194^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^205^|^20170728^|^20170408^|^20161208
Dataupsell^|^231^|^195^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^206^|^20170717^|^20170423^|^20170323
Dataupsell^|^232^|^196^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^207^|^20170912^|^20161212^|^20171107
Dataupsell^|^233^|^197^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^208^|^20170809^|^20170115^|^20170312
Dataupsell^|^234^|^198^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^209^|^20170613^|^20170706^|^20171104
Dataupsell^|^235^|^199^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^210^|^20170910^|^20170515^|^20170211
Dataupsell^|^236^|^200^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^211^|^20170311^|^20170712^|^20170610
Dataupsell^|^237^|^201^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^212^|^20170820^|^20170111^|^20170718
Dataupsell^|^238^|^202^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^213^|^20171004^|^20170820^|^20170318
Dataupsell^|^239^|^203^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^214^|^20161226^|^20170224^|^20170927
Dataupsell^|^240^|^204^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^215^|^20161218^|^20171118^|^20170118
Dataupsell^|^241^|^205^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^216^|^20170827^|^20170318^|^20170213
Dataupsell^|^242^|^206^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^217^|^20170415^|^20171112^|^20170122
Dataupsell^|^243^|^207^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^218^|^20170815^|^20170726^|^20170111
Dataupsell^|^244^|^208^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^219^|^20161126^|^20171018^|^20170301
Dataupsell^|^245^|^209^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^220^|^20161217^|^20170621^|^20170705
Dataupsell^|^246^|^210^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^221^|^20170615^|^20170113^|^20170902
Dataupsell^|^247^|^211^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^222^|^20170722^|^20170923^|^20171004
Dataupsell^|^248^|^212^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^223^|^20170522^|^20161215^|^20170529
Dataupsell^|^249^|^213^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^224^|^20170327^|^20171009^|^20161227
Dataupsell^|^250^|^214^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^225^|^20170207^|^20170418^|^20170625
