contactlist_id^|^contact_channel^|^last_contact_date^|^last_contact_state^|^number_of_contacts_last_month^|^customer_id^|^subscr_num^|^cust_num^|^aggr_level_cd
968272^|^SMS^|^20170423^|^Ordered^|^2^|^45189155^|^GSM^|^123123187^|^subscriber
968273^|^SMS^|^20170227^|^Ordered^|^1^|^45189156^|^GSM^|^123123188^|^subscriber
968274^|^SMS^|^20170221^|^Ordered^|^2^|^45189157^|^GSM^|^123123189^|^subscriber
968275^|^SMS^|^20170708^|^Ordered^|^2^|^45189158^|^GSM^|^123123190^|^subscriber
968276^|^SMS^|^20170623^|^Ordered^|^1^|^45189159^|^GSM^|^123123191^|^household
968277^|^SMS^|^20170426^|^Ordered^|^2^|^45189160^|^GSM^|^123123192^|^household
968278^|^SMS^|^20170427^|^Ordered^|^2^|^45189161^|^GSM^|^123123193^|^customer
968279^|^SMS^|^20170614^|^Ordered^|^2^|^45189162^|^GSM^|^123123194^|^subscriber
968280^|^SMS^|^20170517^|^Ordered^|^2^|^45189163^|^GSM^|^123123195^|^customer
968281^|^SMS^|^20170622^|^Ordered^|^1^|^45189164^|^GSM^|^123123196^|^subscriber
968282^|^SMS^|^20170429^|^Ordered^|^2^|^45189165^|^GSM^|^123123197^|^subscriber
968283^|^SMS^|^20170208^|^Ordered^|^1^|^45189166^|^GSM^|^123123198^|^household
968284^|^SMS^|^20170208^|^Ordered^|^1^|^45189167^|^GSM^|^123123199^|^household
968285^|^SMS^|^20170624^|^Ordered^|^2^|^45189168^|^GSM^|^123123200^|^customer
968286^|^SMS^|^20170809^|^Ordered^|^2^|^45189169^|^GSM^|^123123201^|^subscriber
968287^|^SMS^|^20170111^|^Ordered^|^2^|^45189170^|^GSM^|^123123202^|^household
968288^|^SMS^|^20170412^|^Ordered^|^2^|^45189171^|^GSM^|^123123203^|^customer
968289^|^SMS^|^20170102^|^Ordered^|^2^|^45189172^|^GSM^|^123123204^|^subscriber
968290^|^SMS^|^20170726^|^Ordered^|^1^|^45189173^|^GSM^|^123123205^|^household
968291^|^SMS^|^20170117^|^Ordered^|^2^|^45189174^|^GSM^|^123123206^|^customer
968292^|^SMS^|^20170318^|^Ordered^|^1^|^45189175^|^GSM^|^123123207^|^household
968293^|^SMS^|^20170804^|^Ordered^|^2^|^45189176^|^GSM^|^123123208^|^household
968294^|^SMS^|^20170403^|^Ordered^|^2^|^45189177^|^GSM^|^123123209^|^subscriber
968295^|^SMS^|^20170117^|^Ordered^|^1^|^45189178^|^GSM^|^123123210^|^subscriber
968296^|^SMS^|^20170522^|^Ordered^|^2^|^45189179^|^GSM^|^123123211^|^household
968297^|^SMS^|^20170511^|^Ordered^|^2^|^45189180^|^GSM^|^123123212^|^household
968298^|^SMS^|^20170520^|^Ordered^|^2^|^45189181^|^GSM^|^123123213^|^household
968299^|^SMS^|^20170118^|^Ordered^|^1^|^45189182^|^GSM^|^123123214^|^household
968300^|^SMS^|^20170805^|^Ordered^|^2^|^45189183^|^GSM^|^123123215^|^subscriber
968301^|^SMS^|^20170107^|^Ordered^|^2^|^45189184^|^GSM^|^123123216^|^customer
968302^|^SMS^|^20170423^|^Ordered^|^1^|^45189185^|^GSM^|^123123217^|^customer
968303^|^SMS^|^20170505^|^Ordered^|^2^|^45189186^|^GSM^|^123123218^|^household
968304^|^SMS^|^20170518^|^Ordered^|^1^|^45189187^|^GSM^|^123123219^|^household
968305^|^SMS^|^20170603^|^Ordered^|^1^|^45189188^|^GSM^|^123123220^|^customer
968306^|^SMS^|^20170802^|^Ordered^|^2^|^45189189^|^GSM^|^123123221^|^customer
968307^|^SMS^|^20170114^|^Ordered^|^2^|^45189190^|^GSM^|^123123222^|^household
968308^|^SMS^|^20170516^|^Ordered^|^1^|^45189191^|^GSM^|^123123223^|^customer
968309^|^SMS^|^20170525^|^Ordered^|^1^|^45189192^|^GSM^|^123123224^|^subscriber
968310^|^SMS^|^20170528^|^Ordered^|^2^|^45189193^|^GSM^|^123123225^|^subscriber
968311^|^SMS^|^20170130^|^Ordered^|^1^|^45189194^|^GSM^|^123123226^|^subscriber
968312^|^SMS^|^20170106^|^Ordered^|^2^|^45189195^|^GSM^|^123123227^|^household
968313^|^SMS^|^20170815^|^Ordered^|^1^|^45189196^|^GSM^|^123123228^|^household
968314^|^SMS^|^20170726^|^Ordered^|^1^|^45189197^|^GSM^|^123123229^|^household
968315^|^SMS^|^20170114^|^Ordered^|^1^|^45189198^|^GSM^|^123123230^|^household
968316^|^SMS^|^20170325^|^Ordered^|^1^|^45189199^|^GSM^|^123123231^|^customer
968317^|^SMS^|^20170413^|^Ordered^|^2^|^45189200^|^GSM^|^123123232^|^subscriber
968318^|^SMS^|^20170401^|^Ordered^|^2^|^45189201^|^GSM^|^123123233^|^household
968319^|^SMS^|^20170315^|^Ordered^|^2^|^45189202^|^GSM^|^123123234^|^household
968320^|^SMS^|^20170508^|^Ordered^|^2^|^45189203^|^GSM^|^123123235^|^household
968321^|^SMS^|^20170529^|^Ordered^|^2^|^45189204^|^GSM^|^123123236^|^household
968322^|^SMS^|^20170825^|^Ordered^|^1^|^45189205^|^GSM^|^123123237^|^household
968323^|^SMS^|^20170513^|^Ordered^|^2^|^45189206^|^GSM^|^123123238^|^household
968324^|^SMS^|^20170204^|^Ordered^|^2^|^45189207^|^GSM^|^123123239^|^subscriber
968325^|^SMS^|^20170427^|^Ordered^|^2^|^45189208^|^GSM^|^123123240^|^subscriber
968326^|^SMS^|^20170601^|^Ordered^|^1^|^45189209^|^GSM^|^123123241^|^subscriber
968327^|^SMS^|^20170113^|^Ordered^|^1^|^45189210^|^GSM^|^123123242^|^subscriber
968328^|^SMS^|^20170319^|^Ordered^|^2^|^45189211^|^GSM^|^123123243^|^household
968329^|^SMS^|^20170326^|^Ordered^|^2^|^45189212^|^GSM^|^123123244^|^household
968330^|^SMS^|^20170318^|^Ordered^|^2^|^45189213^|^GSM^|^123123245^|^customer
968331^|^SMS^|^20170220^|^Ordered^|^1^|^45189214^|^GSM^|^123123246^|^subscriber
968332^|^SMS^|^20170525^|^Ordered^|^1^|^45189215^|^GSM^|^123123247^|^household
968333^|^SMS^|^20170506^|^Ordered^|^2^|^45189216^|^GSM^|^123123248^|^subscriber
968334^|^SMS^|^20170624^|^Ordered^|^2^|^45189217^|^GSM^|^123123249^|^customer
968335^|^SMS^|^20170410^|^Ordered^|^2^|^45189218^|^GSM^|^123123250^|^customer
968336^|^SMS^|^20170812^|^Ordered^|^2^|^45189219^|^GSM^|^123123251^|^customer
968337^|^SMS^|^20170511^|^Ordered^|^1^|^45189220^|^GSM^|^123123252^|^customer
968338^|^SMS^|^20170306^|^Ordered^|^1^|^45189221^|^GSM^|^123123253^|^household
968339^|^SMS^|^20170614^|^Ordered^|^1^|^45189222^|^GSM^|^123123254^|^customer
968340^|^SMS^|^20170101^|^Ordered^|^2^|^45189223^|^GSM^|^123123255^|^subscriber
968341^|^SMS^|^20170414^|^Ordered^|^1^|^45189224^|^GSM^|^123123256^|^subscriber
968342^|^SMS^|^20170418^|^Ordered^|^1^|^45189225^|^GSM^|^123123257^|^customer
968343^|^SMS^|^20170131^|^Ordered^|^2^|^45189226^|^GSM^|^123123258^|^household
968344^|^SMS^|^20170730^|^Ordered^|^2^|^45189227^|^GSM^|^123123259^|^household
968345^|^SMS^|^20170706^|^Ordered^|^2^|^45189228^|^GSM^|^123123260^|^subscriber
968346^|^SMS^|^20170115^|^Ordered^|^2^|^45189229^|^GSM^|^123123261^|^household
968347^|^SMS^|^20170107^|^Ordered^|^2^|^45189230^|^GSM^|^123123262^|^household
968348^|^SMS^|^20170604^|^Ordered^|^1^|^45189231^|^GSM^|^123123263^|^subscriber
968349^|^SMS^|^20170814^|^Ordered^|^2^|^45189232^|^GSM^|^123123264^|^household
968350^|^SMS^|^20170309^|^Ordered^|^2^|^45189233^|^GSM^|^123123265^|^household
968351^|^SMS^|^20170427^|^Ordered^|^1^|^45189234^|^GSM^|^123123266^|^subscriber
968352^|^SMS^|^20170120^|^Ordered^|^2^|^45189235^|^GSM^|^123123267^|^subscriber
968353^|^SMS^|^20170606^|^Ordered^|^2^|^45189236^|^GSM^|^123123268^|^customer
968354^|^SMS^|^20170507^|^Ordered^|^1^|^45189237^|^GSM^|^123123269^|^customer
968355^|^SMS^|^20170508^|^Ordered^|^1^|^45189238^|^GSM^|^123123270^|^subscriber
968356^|^SMS^|^20170124^|^Ordered^|^2^|^45189239^|^GSM^|^123123271^|^customer
968357^|^SMS^|^20170605^|^Ordered^|^1^|^45189240^|^GSM^|^123123272^|^household
968358^|^SMS^|^20170107^|^Ordered^|^1^|^45189241^|^GSM^|^123123273^|^household
968359^|^SMS^|^20170318^|^Ordered^|^1^|^45189242^|^GSM^|^123123274^|^customer
968360^|^SMS^|^20170616^|^Ordered^|^2^|^45189243^|^GSM^|^123123275^|^subscriber
968361^|^SMS^|^20170221^|^Ordered^|^2^|^45189244^|^GSM^|^123123276^|^subscriber
968362^|^SMS^|^20170401^|^Ordered^|^2^|^45189245^|^GSM^|^123123277^|^customer
968363^|^SMS^|^20170105^|^Ordered^|^1^|^45189246^|^GSM^|^123123278^|^subscriber
968364^|^SMS^|^20170616^|^Ordered^|^2^|^45189247^|^GSM^|^123123279^|^household
968365^|^SMS^|^20170714^|^Ordered^|^1^|^45189248^|^GSM^|^123123280^|^customer
968366^|^SMS^|^20170408^|^Ordered^|^1^|^45189249^|^GSM^|^123123281^|^household
968367^|^SMS^|^20170502^|^Ordered^|^1^|^45189250^|^GSM^|^123123282^|^household
968368^|^SMS^|^20170702^|^Ordered^|^2^|^45189251^|^GSM^|^123123283^|^customer
968369^|^SMS^|^20170629^|^Ordered^|^2^|^45189252^|^GSM^|^123123284^|^household
968370^|^SMS^|^20170723^|^Ordered^|^1^|^45189253^|^GSM^|^123123285^|^subscriber
968371^|^SMS^|^20170526^|^Ordered^|^2^|^45189254^|^GSM^|^123123286^|^subscriber
968372^|^SMS^|^20170222^|^Ordered^|^2^|^45189255^|^GSM^|^123123287^|^customer
968373^|^SMS^|^20170106^|^Ordered^|^1^|^45189256^|^GSM^|^123123288^|^customer
968374^|^SMS^|^20170414^|^Ordered^|^1^|^45189257^|^GSM^|^123123289^|^household
968375^|^SMS^|^20170816^|^Ordered^|^2^|^45189258^|^GSM^|^123123290^|^subscriber
968376^|^SMS^|^20170331^|^Ordered^|^1^|^45189259^|^GSM^|^123123291^|^customer
968377^|^SMS^|^20170304^|^Ordered^|^2^|^45189260^|^GSM^|^123123292^|^subscriber
968378^|^SMS^|^20170416^|^Ordered^|^1^|^45189261^|^GSM^|^123123293^|^customer
968379^|^SMS^|^20170531^|^Ordered^|^2^|^45189262^|^GSM^|^123123294^|^customer
968380^|^SMS^|^20170823^|^Ordered^|^2^|^45189263^|^GSM^|^123123295^|^subscriber
968381^|^SMS^|^20170416^|^Ordered^|^1^|^45189264^|^GSM^|^123123296^|^household
968382^|^SMS^|^20170727^|^Ordered^|^2^|^45189265^|^GSM^|^123123297^|^household
968383^|^SMS^|^20170626^|^Ordered^|^1^|^45189266^|^GSM^|^123123298^|^household
968384^|^SMS^|^20170805^|^Ordered^|^1^|^45189267^|^GSM^|^123123299^|^customer
968385^|^SMS^|^20170320^|^Ordered^|^2^|^45189268^|^GSM^|^123123300^|^subscriber
968386^|^SMS^|^20170719^|^Ordered^|^2^|^45189269^|^GSM^|^123123301^|^customer
968387^|^SMS^|^20170417^|^Ordered^|^1^|^45189270^|^GSM^|^123123302^|^customer
968388^|^SMS^|^20170517^|^Ordered^|^2^|^45189271^|^GSM^|^123123303^|^subscriber
968389^|^SMS^|^20170512^|^Ordered^|^2^|^45189272^|^GSM^|^123123304^|^customer
968390^|^SMS^|^20170822^|^Ordered^|^1^|^45189273^|^GSM^|^123123305^|^customer
968391^|^SMS^|^20170802^|^Ordered^|^2^|^45189274^|^GSM^|^123123306^|^subscriber
968392^|^SMS^|^20170102^|^Ordered^|^1^|^45189275^|^GSM^|^123123307^|^subscriber
968393^|^SMS^|^20170105^|^Ordered^|^1^|^45189276^|^GSM^|^123123308^|^customer
968394^|^SMS^|^20170429^|^Ordered^|^1^|^45189277^|^GSM^|^123123309^|^subscriber
968395^|^SMS^|^20170808^|^Ordered^|^2^|^45189278^|^GSM^|^123123310^|^customer
968396^|^SMS^|^20170105^|^Ordered^|^2^|^45189279^|^GSM^|^123123311^|^subscriber
968397^|^SMS^|^20170809^|^Ordered^|^2^|^45189280^|^GSM^|^123123312^|^household
968398^|^SMS^|^20170215^|^Ordered^|^1^|^45189281^|^GSM^|^123123313^|^household
968399^|^SMS^|^20170505^|^Ordered^|^1^|^45189282^|^GSM^|^123123314^|^subscriber
968400^|^SMS^|^20170215^|^Ordered^|^2^|^45189283^|^GSM^|^123123315^|^household
968401^|^SMS^|^20170510^|^Ordered^|^2^|^45189284^|^GSM^|^123123316^|^household
968402^|^SMS^|^20170824^|^Ordered^|^1^|^45189285^|^GSM^|^123123317^|^customer
968403^|^SMS^|^20170802^|^Ordered^|^1^|^45189286^|^GSM^|^123123318^|^household
968404^|^SMS^|^20170427^|^Ordered^|^2^|^45189287^|^GSM^|^123123319^|^customer
968405^|^SMS^|^20170820^|^Ordered^|^2^|^45189288^|^GSM^|^123123320^|^subscriber
968406^|^SMS^|^20170713^|^Ordered^|^1^|^45189289^|^GSM^|^123123321^|^household
968407^|^SMS^|^20170316^|^Ordered^|^2^|^45189290^|^GSM^|^123123322^|^household
968408^|^SMS^|^20170220^|^Ordered^|^1^|^45189291^|^GSM^|^123123323^|^subscriber
968409^|^SMS^|^20170419^|^Ordered^|^2^|^45189292^|^GSM^|^123123324^|^subscriber
968410^|^SMS^|^20170824^|^Ordered^|^1^|^45189293^|^GSM^|^123123325^|^household
968411^|^SMS^|^20170721^|^Ordered^|^1^|^45189294^|^GSM^|^123123326^|^subscriber
968412^|^SMS^|^20170608^|^Ordered^|^1^|^45189295^|^GSM^|^123123327^|^subscriber
968413^|^SMS^|^20170629^|^Ordered^|^1^|^45189296^|^GSM^|^123123328^|^subscriber
968414^|^SMS^|^20170121^|^Ordered^|^1^|^45189297^|^GSM^|^123123329^|^household
968415^|^SMS^|^20170302^|^Ordered^|^1^|^45189298^|^GSM^|^123123330^|^subscriber
968416^|^SMS^|^20170410^|^Ordered^|^1^|^45189299^|^GSM^|^123123331^|^customer
968417^|^SMS^|^20170310^|^Ordered^|^2^|^45189300^|^GSM^|^123123332^|^subscriber
968418^|^SMS^|^20170606^|^Ordered^|^2^|^45189301^|^GSM^|^123123333^|^household
968419^|^SMS^|^20170515^|^Ordered^|^1^|^45189302^|^GSM^|^123123334^|^customer
968420^|^SMS^|^20170328^|^Ordered^|^1^|^45189303^|^GSM^|^123123335^|^customer
968421^|^SMS^|^20170720^|^Ordered^|^1^|^45189304^|^GSM^|^123123336^|^household
968422^|^SMS^|^20170606^|^Ordered^|^2^|^45189305^|^GSM^|^123123337^|^customer
968423^|^SMS^|^20170501^|^Ordered^|^1^|^45189306^|^GSM^|^123123338^|^subscriber
968424^|^SMS^|^20170529^|^Ordered^|^2^|^45189307^|^GSM^|^123123339^|^customer
968425^|^SMS^|^20170502^|^Ordered^|^2^|^45189308^|^GSM^|^123123340^|^subscriber
968426^|^SMS^|^20170612^|^Ordered^|^2^|^45189309^|^GSM^|^123123341^|^subscriber
968427^|^SMS^|^20170224^|^Ordered^|^2^|^45189310^|^GSM^|^123123342^|^household
968428^|^SMS^|^20170221^|^Ordered^|^2^|^45189311^|^GSM^|^123123343^|^household
968429^|^SMS^|^20170110^|^Ordered^|^2^|^45189312^|^GSM^|^123123344^|^customer
968430^|^SMS^|^20170129^|^Ordered^|^1^|^45189313^|^GSM^|^123123345^|^household
968431^|^SMS^|^20170811^|^Ordered^|^2^|^45189314^|^GSM^|^123123346^|^subscriber
968432^|^SMS^|^20170621^|^Ordered^|^2^|^45189315^|^GSM^|^123123347^|^household
968433^|^SMS^|^20170413^|^Ordered^|^2^|^45189316^|^GSM^|^123123348^|^subscriber
968434^|^SMS^|^20170308^|^Ordered^|^1^|^45189317^|^GSM^|^123123349^|^household
968435^|^SMS^|^20170804^|^Ordered^|^2^|^45189318^|^GSM^|^123123350^|^household
968436^|^SMS^|^20170721^|^Ordered^|^2^|^45189319^|^GSM^|^123123351^|^customer
968437^|^SMS^|^20170519^|^Ordered^|^2^|^45189320^|^GSM^|^123123352^|^customer
968438^|^SMS^|^20170627^|^Ordered^|^1^|^45189321^|^GSM^|^123123353^|^subscriber
968439^|^SMS^|^20170316^|^Ordered^|^1^|^45189322^|^GSM^|^123123354^|^subscriber
968440^|^SMS^|^20170714^|^Ordered^|^2^|^45189323^|^GSM^|^123123355^|^subscriber
968441^|^SMS^|^20170318^|^Ordered^|^1^|^45189324^|^GSM^|^123123356^|^household
968442^|^SMS^|^20170325^|^Ordered^|^1^|^45189325^|^GSM^|^123123357^|^subscriber
968443^|^SMS^|^20170203^|^Ordered^|^1^|^45189326^|^GSM^|^123123358^|^household
968444^|^SMS^|^20170702^|^Ordered^|^1^|^45189327^|^GSM^|^123123359^|^subscriber
968445^|^SMS^|^20170623^|^Ordered^|^2^|^45189328^|^GSM^|^123123360^|^subscriber
968446^|^SMS^|^20170405^|^Ordered^|^1^|^45189329^|^GSM^|^123123361^|^customer
968447^|^SMS^|^20170206^|^Ordered^|^1^|^45189330^|^GSM^|^123123362^|^customer
968448^|^SMS^|^20170113^|^Ordered^|^1^|^45189331^|^GSM^|^123123363^|^customer
968449^|^SMS^|^20170621^|^Ordered^|^1^|^45189332^|^GSM^|^123123364^|^subscriber
968450^|^SMS^|^20170814^|^Ordered^|^2^|^45189333^|^GSM^|^123123365^|^customer
968451^|^SMS^|^20170227^|^Ordered^|^1^|^45189334^|^GSM^|^123123366^|^customer
968452^|^SMS^|^20170119^|^Ordered^|^2^|^45189335^|^GSM^|^123123367^|^subscriber
968453^|^SMS^|^20170308^|^Ordered^|^1^|^45189336^|^GSM^|^123123368^|^customer
968454^|^SMS^|^20170415^|^Ordered^|^1^|^45189337^|^GSM^|^123123369^|^household
968455^|^SMS^|^20170806^|^Ordered^|^1^|^45189338^|^GSM^|^123123370^|^household
968456^|^SMS^|^20170710^|^Ordered^|^2^|^45189339^|^GSM^|^123123371^|^subscriber
968457^|^SMS^|^20170627^|^Ordered^|^1^|^45189340^|^GSM^|^123123372^|^household
968458^|^SMS^|^20170221^|^Ordered^|^1^|^45189341^|^GSM^|^123123373^|^household
968459^|^SMS^|^20170215^|^Ordered^|^2^|^45189342^|^GSM^|^123123374^|^household
968460^|^SMS^|^20170318^|^Ordered^|^2^|^45189343^|^GSM^|^123123375^|^customer
968461^|^SMS^|^20170401^|^Ordered^|^2^|^45189344^|^GSM^|^123123376^|^subscriber
968462^|^SMS^|^20170218^|^Ordered^|^2^|^45189345^|^GSM^|^123123377^|^subscriber
968463^|^SMS^|^20170402^|^Ordered^|^1^|^45189346^|^GSM^|^123123378^|^subscriber
968464^|^SMS^|^20170501^|^Ordered^|^2^|^45189347^|^GSM^|^123123379^|^household
968465^|^SMS^|^20170125^|^Ordered^|^1^|^45189348^|^GSM^|^123123380^|^subscriber
968466^|^SMS^|^20170705^|^Ordered^|^2^|^45189349^|^GSM^|^123123381^|^customer
968467^|^SMS^|^20170301^|^Ordered^|^2^|^45189350^|^GSM^|^123123382^|^subscriber
968468^|^SMS^|^20170109^|^Ordered^|^1^|^45189351^|^GSM^|^123123383^|^subscriber
968469^|^SMS^|^20170704^|^Ordered^|^1^|^45189352^|^GSM^|^123123384^|^subscriber
968470^|^SMS^|^20170113^|^Ordered^|^1^|^45189353^|^GSM^|^123123385^|^customer
968471^|^SMS^|^20170613^|^Ordered^|^1^|^45189354^|^GSM^|^123123386^|^subscriber
968472^|^SMS^|^20170509^|^Ordered^|^2^|^45189355^|^GSM^|^123123387^|^subscriber
968473^|^SMS^|^20170814^|^Ordered^|^2^|^45189356^|^GSM^|^123123388^|^household
968474^|^SMS^|^20170819^|^Ordered^|^1^|^45189357^|^GSM^|^123123389^|^household
968475^|^SMS^|^20170521^|^Ordered^|^1^|^45189358^|^GSM^|^123123390^|^subscriber
968476^|^SMS^|^20170227^|^Ordered^|^1^|^45189359^|^GSM^|^123123391^|^customer
968477^|^SMS^|^20170730^|^Ordered^|^2^|^45189360^|^GSM^|^123123392^|^subscriber
968478^|^SMS^|^20170608^|^Ordered^|^2^|^45189361^|^GSM^|^123123393^|^customer
968479^|^SMS^|^20170706^|^Ordered^|^2^|^45189362^|^GSM^|^123123394^|^household
968480^|^SMS^|^20170106^|^Ordered^|^1^|^45189363^|^GSM^|^123123395^|^household
968481^|^SMS^|^20170304^|^Ordered^|^2^|^45189364^|^GSM^|^123123396^|^subscriber
968482^|^SMS^|^20170205^|^Ordered^|^1^|^45189365^|^GSM^|^123123397^|^subscriber
968483^|^SMS^|^20170226^|^Ordered^|^2^|^45189366^|^GSM^|^123123398^|^customer
968484^|^SMS^|^20170416^|^Ordered^|^1^|^45189367^|^GSM^|^123123399^|^customer
968485^|^SMS^|^20170831^|^Ordered^|^2^|^45189368^|^GSM^|^123123400^|^household
968486^|^SMS^|^20170219^|^Ordered^|^1^|^45189369^|^GSM^|^123123401^|^subscriber
968487^|^SMS^|^20170205^|^Ordered^|^1^|^45189370^|^GSM^|^123123402^|^customer
