product_id^|^mtl_id^|^portfolio^|^tariff_option^|^sim_only_to^|^mt_description^|^mt_desc_for_channel_remarks^|^report_description^|^is_active^|^sub_stufen_wert^|^rate_eu_tariff^|^rate_eu_mtid^|^national_minutes^|^landline_minutes^|^vodafone_minutes^|^d1_minutes^|^eplus_minutes^|^o2_minutes^|^vodafone_sms^|^other_network_sms^|^national_sms^|^vodafone_mms^|^internet_volume^|^minimum_requirement^|^maximum_requirement^|^creation_date^|^mt_id_group^|^to_only^|^sim_only_discount^|^soc_discount
61^|^113^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^62^|^62^|^46.2101^|^46.2101^|^62^|^62^|^62^|^62^|^62^|^62^|^62^|^62^|^62^|^62^|^62^|^62^|^62^|^20180902^|^62^|^1^|^62^|^0
62^|^114^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^63^|^63^|^46.2101^|^46.2101^|^63^|^63^|^63^|^63^|^63^|^63^|^63^|^63^|^63^|^63^|^63^|^63^|^63^|^20180412^|^63^|^1^|^63^|^0
63^|^115^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^64^|^64^|^46.2101^|^46.2101^|^64^|^64^|^64^|^64^|^64^|^64^|^64^|^64^|^64^|^64^|^64^|^64^|^64^|^20180126^|^64^|^1^|^64^|^0
64^|^116^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^65^|^65^|^46.2101^|^46.2101^|^65^|^65^|^65^|^65^|^65^|^65^|^65^|^65^|^65^|^65^|^65^|^65^|^65^|^20180821^|^65^|^1^|^65^|^0
65^|^117^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^66^|^66^|^46.2101^|^46.2101^|^66^|^66^|^66^|^66^|^66^|^66^|^66^|^66^|^66^|^66^|^66^|^66^|^66^|^20181008^|^66^|^1^|^66^|^0
66^|^118^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^67^|^67^|^46.2101^|^46.2101^|^67^|^67^|^67^|^67^|^67^|^67^|^67^|^67^|^67^|^67^|^67^|^67^|^67^|^20181105^|^67^|^1^|^67^|^0
67^|^119^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^68^|^68^|^46.2101^|^46.2101^|^68^|^68^|^68^|^68^|^68^|^68^|^68^|^68^|^68^|^68^|^68^|^68^|^68^|^20180929^|^68^|^1^|^68^|^0
68^|^120^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^69^|^69^|^46.2101^|^46.2101^|^69^|^69^|^69^|^69^|^69^|^69^|^69^|^69^|^69^|^69^|^69^|^69^|^69^|^20181206^|^69^|^1^|^69^|^0
69^|^121^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^70^|^70^|^46.2101^|^46.2101^|^70^|^70^|^70^|^70^|^70^|^70^|^70^|^70^|^70^|^70^|^70^|^70^|^70^|^20180306^|^70^|^1^|^70^|^0
70^|^122^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^71^|^71^|^46.2101^|^46.2101^|^71^|^71^|^71^|^71^|^71^|^71^|^71^|^71^|^71^|^71^|^71^|^71^|^71^|^20180922^|^71^|^1^|^71^|^0
71^|^123^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^72^|^72^|^46.2101^|^46.2101^|^72^|^72^|^72^|^72^|^72^|^72^|^72^|^72^|^72^|^72^|^72^|^72^|^72^|^20180212^|^72^|^1^|^72^|^0
72^|^124^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^73^|^73^|^46.2101^|^46.2101^|^73^|^73^|^73^|^73^|^73^|^73^|^73^|^73^|^73^|^73^|^73^|^73^|^73^|^20180915^|^73^|^1^|^73^|^0
73^|^125^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^74^|^74^|^46.2101^|^46.2101^|^74^|^74^|^74^|^74^|^74^|^74^|^74^|^74^|^74^|^74^|^74^|^74^|^74^|^20181027^|^74^|^1^|^74^|^0
74^|^126^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^75^|^75^|^46.2101^|^46.2101^|^75^|^75^|^75^|^75^|^75^|^75^|^75^|^75^|^75^|^75^|^75^|^75^|^75^|^20180201^|^75^|^1^|^75^|^0
75^|^127^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^76^|^76^|^46.2101^|^46.2101^|^76^|^76^|^76^|^76^|^76^|^76^|^76^|^76^|^76^|^76^|^76^|^76^|^76^|^20180327^|^76^|^1^|^76^|^0
76^|^128^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^77^|^77^|^46.2101^|^46.2101^|^77^|^77^|^77^|^77^|^77^|^77^|^77^|^77^|^77^|^77^|^77^|^77^|^77^|^20180113^|^77^|^1^|^77^|^0
77^|^129^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^78^|^78^|^46.2101^|^46.2101^|^78^|^78^|^78^|^78^|^78^|^78^|^78^|^78^|^78^|^78^|^78^|^78^|^78^|^20181024^|^78^|^1^|^78^|^0
78^|^130^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^79^|^79^|^46.2101^|^46.2101^|^79^|^79^|^79^|^79^|^79^|^79^|^79^|^79^|^79^|^79^|^79^|^79^|^79^|^20180923^|^79^|^1^|^79^|^0
79^|^131^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^80^|^80^|^46.2101^|^46.2101^|^80^|^80^|^80^|^80^|^80^|^80^|^80^|^80^|^80^|^80^|^80^|^80^|^80^|^20180621^|^80^|^1^|^80^|^0
80^|^132^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^81^|^81^|^46.2101^|^46.2101^|^81^|^81^|^81^|^81^|^81^|^81^|^81^|^81^|^81^|^81^|^81^|^81^|^81^|^20180329^|^81^|^1^|^81^|^0
81^|^133^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^82^|^82^|^46.2101^|^46.2101^|^82^|^82^|^82^|^82^|^82^|^82^|^82^|^82^|^82^|^82^|^82^|^82^|^82^|^20180909^|^82^|^1^|^82^|^0
82^|^134^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^83^|^83^|^46.2101^|^46.2101^|^83^|^83^|^83^|^83^|^83^|^83^|^83^|^83^|^83^|^83^|^83^|^83^|^83^|^20181102^|^83^|^1^|^83^|^0
83^|^135^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^84^|^84^|^46.2101^|^46.2101^|^84^|^84^|^84^|^84^|^84^|^84^|^84^|^84^|^84^|^84^|^84^|^84^|^84^|^20181102^|^84^|^1^|^84^|^0
84^|^136^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^85^|^85^|^46.2101^|^46.2101^|^85^|^85^|^85^|^85^|^85^|^85^|^85^|^85^|^85^|^85^|^85^|^85^|^85^|^20181120^|^85^|^1^|^85^|^0
85^|^137^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^86^|^86^|^46.2101^|^46.2101^|^86^|^86^|^86^|^86^|^86^|^86^|^86^|^86^|^86^|^86^|^86^|^86^|^86^|^20181206^|^86^|^1^|^86^|^0
86^|^138^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^87^|^87^|^46.2101^|^46.2101^|^87^|^87^|^87^|^87^|^87^|^87^|^87^|^87^|^87^|^87^|^87^|^87^|^87^|^20180329^|^87^|^1^|^87^|^0
87^|^139^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^88^|^88^|^46.2101^|^46.2101^|^88^|^88^|^88^|^88^|^88^|^88^|^88^|^88^|^88^|^88^|^88^|^88^|^88^|^20181126^|^88^|^1^|^88^|^0
88^|^140^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^89^|^89^|^46.2101^|^46.2101^|^89^|^89^|^89^|^89^|^89^|^89^|^89^|^89^|^89^|^89^|^89^|^89^|^89^|^20180307^|^89^|^1^|^89^|^0
89^|^141^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^90^|^90^|^46.2101^|^46.2101^|^90^|^90^|^90^|^90^|^90^|^90^|^90^|^90^|^90^|^90^|^90^|^90^|^90^|^20180723^|^90^|^1^|^90^|^0
90^|^142^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^91^|^91^|^46.2101^|^46.2101^|^91^|^91^|^91^|^91^|^91^|^91^|^91^|^91^|^91^|^91^|^91^|^91^|^91^|^20181002^|^91^|^1^|^91^|^0
91^|^143^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^92^|^92^|^46.2101^|^46.2101^|^92^|^92^|^92^|^92^|^92^|^92^|^92^|^92^|^92^|^92^|^92^|^92^|^92^|^20180923^|^92^|^1^|^92^|^0
92^|^144^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^93^|^93^|^46.2101^|^46.2101^|^93^|^93^|^93^|^93^|^93^|^93^|^93^|^93^|^93^|^93^|^93^|^93^|^93^|^20181002^|^93^|^1^|^93^|^0
93^|^145^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^94^|^94^|^46.2101^|^46.2101^|^94^|^94^|^94^|^94^|^94^|^94^|^94^|^94^|^94^|^94^|^94^|^94^|^94^|^20180204^|^94^|^1^|^94^|^0
94^|^146^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^95^|^95^|^46.2101^|^46.2101^|^95^|^95^|^95^|^95^|^95^|^95^|^95^|^95^|^95^|^95^|^95^|^95^|^95^|^20181106^|^95^|^1^|^95^|^0
95^|^147^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^96^|^96^|^46.2101^|^46.2101^|^96^|^96^|^96^|^96^|^96^|^96^|^96^|^96^|^96^|^96^|^96^|^96^|^96^|^20180307^|^96^|^1^|^96^|^0
96^|^148^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^97^|^97^|^46.2101^|^46.2101^|^97^|^97^|^97^|^97^|^97^|^97^|^97^|^97^|^97^|^97^|^97^|^97^|^97^|^20180130^|^97^|^1^|^97^|^0
97^|^149^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^98^|^98^|^46.2101^|^46.2101^|^98^|^98^|^98^|^98^|^98^|^98^|^98^|^98^|^98^|^98^|^98^|^98^|^98^|^20180428^|^98^|^1^|^98^|^0
98^|^150^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^99^|^99^|^46.2101^|^46.2101^|^99^|^99^|^99^|^99^|^99^|^99^|^99^|^99^|^99^|^99^|^99^|^99^|^99^|^20180126^|^99^|^1^|^99^|^0
99^|^151^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^100^|^100^|^46.2101^|^46.2101^|^100^|^100^|^100^|^100^|^100^|^100^|^100^|^100^|^100^|^100^|^100^|^100^|^100^|^20180808^|^100^|^1^|^100^|^0
100^|^152^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^101^|^101^|^46.2101^|^46.2101^|^101^|^101^|^101^|^101^|^101^|^101^|^101^|^101^|^101^|^101^|^101^|^101^|^101^|^20180126^|^101^|^1^|^101^|^0
101^|^153^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^102^|^102^|^46.2101^|^46.2101^|^102^|^102^|^102^|^102^|^102^|^102^|^102^|^102^|^102^|^102^|^102^|^102^|^102^|^20180521^|^102^|^1^|^102^|^0
102^|^154^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^103^|^103^|^46.2101^|^46.2101^|^103^|^103^|^103^|^103^|^103^|^103^|^103^|^103^|^103^|^103^|^103^|^103^|^103^|^20180611^|^103^|^1^|^103^|^0
103^|^155^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^104^|^104^|^46.2101^|^46.2101^|^104^|^104^|^104^|^104^|^104^|^104^|^104^|^104^|^104^|^104^|^104^|^104^|^104^|^20180407^|^104^|^1^|^104^|^0
104^|^156^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^105^|^105^|^46.2101^|^46.2101^|^105^|^105^|^105^|^105^|^105^|^105^|^105^|^105^|^105^|^105^|^105^|^105^|^105^|^20181020^|^105^|^1^|^105^|^0
105^|^157^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^106^|^106^|^46.2101^|^46.2101^|^106^|^106^|^106^|^106^|^106^|^106^|^106^|^106^|^106^|^106^|^106^|^106^|^106^|^20180303^|^106^|^1^|^106^|^0
106^|^158^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^107^|^107^|^46.2101^|^46.2101^|^107^|^107^|^107^|^107^|^107^|^107^|^107^|^107^|^107^|^107^|^107^|^107^|^107^|^20180720^|^107^|^1^|^107^|^0
107^|^159^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^108^|^108^|^46.2101^|^46.2101^|^108^|^108^|^108^|^108^|^108^|^108^|^108^|^108^|^108^|^108^|^108^|^108^|^108^|^20180323^|^108^|^1^|^108^|^0
108^|^160^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^109^|^109^|^46.2101^|^46.2101^|^109^|^109^|^109^|^109^|^109^|^109^|^109^|^109^|^109^|^109^|^109^|^109^|^109^|^20180113^|^109^|^1^|^109^|^0
109^|^161^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^110^|^110^|^46.2101^|^46.2101^|^110^|^110^|^110^|^110^|^110^|^110^|^110^|^110^|^110^|^110^|^110^|^110^|^110^|^20180509^|^110^|^1^|^110^|^0
110^|^162^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^111^|^111^|^46.2101^|^46.2101^|^111^|^111^|^111^|^111^|^111^|^111^|^111^|^111^|^111^|^111^|^111^|^111^|^111^|^20180704^|^111^|^1^|^111^|^0
111^|^163^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^112^|^112^|^46.2101^|^46.2101^|^112^|^112^|^112^|^112^|^112^|^112^|^112^|^112^|^112^|^112^|^112^|^112^|^112^|^20180513^|^112^|^1^|^112^|^0
112^|^164^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^113^|^113^|^46.2101^|^46.2101^|^113^|^113^|^113^|^113^|^113^|^113^|^113^|^113^|^113^|^113^|^113^|^113^|^113^|^20180110^|^113^|^1^|^113^|^0
113^|^165^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^114^|^114^|^46.2101^|^46.2101^|^114^|^114^|^114^|^114^|^114^|^114^|^114^|^114^|^114^|^114^|^114^|^114^|^114^|^20180226^|^114^|^1^|^114^|^0
114^|^166^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^115^|^115^|^46.2101^|^46.2101^|^115^|^115^|^115^|^115^|^115^|^115^|^115^|^115^|^115^|^115^|^115^|^115^|^115^|^20180422^|^115^|^1^|^115^|^0
115^|^167^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^116^|^116^|^46.2101^|^46.2101^|^116^|^116^|^116^|^116^|^116^|^116^|^116^|^116^|^116^|^116^|^116^|^116^|^116^|^20181217^|^116^|^1^|^116^|^0
116^|^168^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^117^|^117^|^46.2101^|^46.2101^|^117^|^117^|^117^|^117^|^117^|^117^|^117^|^117^|^117^|^117^|^117^|^117^|^117^|^20181030^|^117^|^1^|^117^|^0
117^|^169^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^118^|^118^|^46.2101^|^46.2101^|^118^|^118^|^118^|^118^|^118^|^118^|^118^|^118^|^118^|^118^|^118^|^118^|^118^|^20181212^|^118^|^1^|^118^|^0
118^|^170^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^119^|^119^|^46.2101^|^46.2101^|^119^|^119^|^119^|^119^|^119^|^119^|^119^|^119^|^119^|^119^|^119^|^119^|^119^|^20180806^|^119^|^1^|^119^|^0
119^|^171^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^120^|^120^|^46.2101^|^46.2101^|^120^|^120^|^120^|^120^|^120^|^120^|^120^|^120^|^120^|^120^|^120^|^120^|^120^|^20180817^|^120^|^1^|^120^|^0
120^|^172^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^121^|^121^|^46.2101^|^46.2101^|^121^|^121^|^121^|^121^|^121^|^121^|^121^|^121^|^121^|^121^|^121^|^121^|^121^|^20181029^|^121^|^1^|^121^|^0
121^|^173^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^122^|^122^|^46.2101^|^46.2101^|^122^|^122^|^122^|^122^|^122^|^122^|^122^|^122^|^122^|^122^|^122^|^122^|^122^|^20180125^|^122^|^1^|^122^|^0
122^|^174^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^123^|^123^|^46.2101^|^46.2101^|^123^|^123^|^123^|^123^|^123^|^123^|^123^|^123^|^123^|^123^|^123^|^123^|^123^|^20180909^|^123^|^1^|^123^|^0
123^|^175^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^124^|^124^|^46.2101^|^46.2101^|^124^|^124^|^124^|^124^|^124^|^124^|^124^|^124^|^124^|^124^|^124^|^124^|^124^|^20180103^|^124^|^1^|^124^|^0
124^|^176^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^125^|^125^|^46.2101^|^46.2101^|^125^|^125^|^125^|^125^|^125^|^125^|^125^|^125^|^125^|^125^|^125^|^125^|^125^|^20180204^|^125^|^1^|^125^|^0
125^|^177^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^126^|^126^|^46.2101^|^46.2101^|^126^|^126^|^126^|^126^|^126^|^126^|^126^|^126^|^126^|^126^|^126^|^126^|^126^|^20181207^|^126^|^1^|^126^|^0
126^|^178^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^127^|^127^|^46.2101^|^46.2101^|^127^|^127^|^127^|^127^|^127^|^127^|^127^|^127^|^127^|^127^|^127^|^127^|^127^|^20181008^|^127^|^1^|^127^|^0
127^|^179^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^128^|^128^|^46.2101^|^46.2101^|^128^|^128^|^128^|^128^|^128^|^128^|^128^|^128^|^128^|^128^|^128^|^128^|^128^|^20181018^|^128^|^1^|^128^|^0
128^|^180^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^129^|^129^|^46.2101^|^46.2101^|^129^|^129^|^129^|^129^|^129^|^129^|^129^|^129^|^129^|^129^|^129^|^129^|^129^|^20180622^|^129^|^1^|^129^|^0
129^|^181^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^130^|^130^|^46.2101^|^46.2101^|^130^|^130^|^130^|^130^|^130^|^130^|^130^|^130^|^130^|^130^|^130^|^130^|^130^|^20181014^|^130^|^1^|^130^|^0
130^|^182^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^131^|^131^|^46.2101^|^46.2101^|^131^|^131^|^131^|^131^|^131^|^131^|^131^|^131^|^131^|^131^|^131^|^131^|^131^|^20181023^|^131^|^1^|^131^|^0
131^|^183^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^132^|^132^|^46.2101^|^46.2101^|^132^|^132^|^132^|^132^|^132^|^132^|^132^|^132^|^132^|^132^|^132^|^132^|^132^|^20180429^|^132^|^1^|^132^|^0
