name^|^value^|^customer_id^|^subscr_id^|^household_id^|^building_id
IsEligibleForCable^|^1^|^46189191^|^147^|^147^|^147
IsEligibleForCable^|^1^|^46189192^|^148^|^148^|^148
IsEligibleForCable^|^1^|^46189193^|^149^|^149^|^149
IsEligibleForCable^|^1^|^46189194^|^150^|^150^|^150
IsEligibleForCable^|^1^|^46189195^|^151^|^151^|^151
IsEligibleForCable^|^1^|^46189196^|^152^|^152^|^152
IsEligibleForCable^|^1^|^46189197^|^153^|^153^|^153
IsEligibleForCable^|^1^|^46189198^|^154^|^154^|^154
IsEligibleForCable^|^1^|^46189199^|^155^|^155^|^155
IsEligibleForCable^|^1^|^46189200^|^156^|^156^|^156
IsEligibleForCable^|^1^|^46189201^|^157^|^157^|^157
IsEligibleForCable^|^1^|^46189202^|^158^|^158^|^158
IsEligibleForCable^|^1^|^46189203^|^159^|^159^|^159
IsEligibleForCable^|^1^|^46189204^|^160^|^160^|^160
IsEligibleForCable^|^1^|^46189205^|^161^|^161^|^161
IsEligibleForCable^|^1^|^46189206^|^162^|^162^|^162
IsEligibleForCable^|^1^|^46189207^|^163^|^163^|^163
IsEligibleForCable^|^1^|^46189208^|^164^|^164^|^164
IsEligibleForCable^|^1^|^46189209^|^165^|^165^|^165
IsEligibleForCable^|^1^|^46189210^|^166^|^166^|^166
IsEligibleForCable^|^1^|^46189211^|^167^|^167^|^167
IsEligibleForCable^|^1^|^46189212^|^168^|^168^|^168
IsEligibleForCable^|^1^|^46189213^|^169^|^169^|^169
IsEligibleForCable^|^1^|^46189214^|^170^|^170^|^170
IsEligibleForCable^|^1^|^46189215^|^171^|^171^|^171
IsEligibleForCable^|^1^|^46189216^|^172^|^172^|^172
IsEligibleForCable^|^1^|^46189217^|^173^|^173^|^173
IsEligibleForCable^|^1^|^46189218^|^174^|^174^|^174
IsEligibleForCable^|^1^|^46189219^|^175^|^175^|^175
IsEligibleForCable^|^1^|^46189220^|^176^|^176^|^176
IsEligibleForCable^|^1^|^46189221^|^177^|^177^|^177
IsEligibleForCable^|^1^|^46189222^|^178^|^178^|^178
IsEligibleForCable^|^1^|^46189223^|^179^|^179^|^179
IsEligibleForCable^|^1^|^46189224^|^180^|^180^|^180
IsEligibleForCable^|^1^|^46189225^|^181^|^181^|^181
IsEligibleForCable^|^1^|^46189226^|^182^|^182^|^182
IsEligibleForCable^|^1^|^46189227^|^183^|^183^|^183
IsEligibleForCable^|^1^|^46189228^|^184^|^184^|^184
IsEligibleForCable^|^1^|^46189229^|^185^|^185^|^185
IsEligibleForCable^|^1^|^46189230^|^186^|^186^|^186
IsEligibleForCable^|^1^|^46189231^|^187^|^187^|^187
IsEligibleForCable^|^1^|^46189232^|^188^|^188^|^188
IsEligibleForCable^|^1^|^46189233^|^189^|^189^|^189
IsEligibleForCable^|^1^|^46189234^|^190^|^190^|^190
IsEligibleForCable^|^1^|^46189235^|^191^|^191^|^191
IsEligibleForCable^|^1^|^46189236^|^192^|^192^|^192
IsEligibleForCable^|^1^|^46189237^|^193^|^193^|^193
IsEligibleForCable^|^1^|^46189238^|^194^|^194^|^194
IsEligibleForCable^|^1^|^46189239^|^195^|^195^|^195
IsEligibleForCable^|^1^|^46189240^|^196^|^196^|^196
IsEligibleForCable^|^1^|^46189241^|^197^|^197^|^197
IsEligibleForCable^|^1^|^46189242^|^198^|^198^|^198
IsEligibleForCable^|^1^|^46189243^|^199^|^199^|^199
IsEligibleForCable^|^1^|^46189244^|^200^|^200^|^200
IsEligibleForCable^|^1^|^46189245^|^201^|^201^|^201
IsEligibleForCable^|^1^|^46189246^|^202^|^202^|^202
IsEligibleForCable^|^1^|^46189247^|^203^|^203^|^203
IsEligibleForCable^|^1^|^46189248^|^204^|^204^|^204
IsEligibleForCable^|^1^|^46189249^|^205^|^205^|^205
IsEligibleForCable^|^1^|^46189250^|^206^|^206^|^206
IsEligibleForCable^|^1^|^46189251^|^207^|^207^|^207
IsEligibleForCable^|^1^|^46189252^|^208^|^208^|^208
IsEligibleForCable^|^1^|^46189253^|^209^|^209^|^209
IsEligibleForCable^|^1^|^46189254^|^210^|^210^|^210
IsEligibleForCable^|^1^|^46189255^|^211^|^211^|^211
IsEligibleForCable^|^1^|^46189256^|^212^|^212^|^212
IsEligibleForCable^|^1^|^46189257^|^213^|^213^|^213
IsEligibleForCable^|^1^|^46189258^|^214^|^214^|^214
IsEligibleForCable^|^1^|^46189259^|^215^|^215^|^215
IsEligibleForCable^|^1^|^46189260^|^216^|^216^|^216
IsEligibleForCable^|^1^|^46189261^|^217^|^217^|^217
IsEligibleForCable^|^1^|^46189262^|^218^|^218^|^218
IsEligibleForCable^|^1^|^46189263^|^219^|^219^|^219
IsEligibleForCable^|^1^|^46189264^|^220^|^220^|^220
IsEligibleForCable^|^1^|^46189265^|^221^|^221^|^221
IsEligibleForCable^|^1^|^46189266^|^222^|^222^|^222
IsEligibleForCable^|^1^|^46189267^|^223^|^223^|^223
IsEligibleForCable^|^1^|^46189268^|^224^|^224^|^224
IsEligibleForCable^|^1^|^46189269^|^225^|^225^|^225
IsEligibleForCable^|^1^|^46189270^|^226^|^226^|^226
IsEligibleForCable^|^1^|^46189271^|^227^|^227^|^227
IsEligibleForCable^|^1^|^46189272^|^228^|^228^|^228
IsEligibleForCable^|^1^|^46189273^|^229^|^229^|^229
IsEligibleForCable^|^1^|^46189274^|^230^|^230^|^230
IsEligibleForCable^|^1^|^46189275^|^231^|^231^|^231
IsEligibleForCable^|^1^|^46189276^|^232^|^232^|^232
IsEligibleForCable^|^1^|^46189277^|^233^|^233^|^233
IsEligibleForCable^|^1^|^46189278^|^234^|^234^|^234
IsEligibleForCable^|^1^|^46189279^|^235^|^235^|^235
IsEligibleForCable^|^1^|^46189280^|^236^|^236^|^236
IsEligibleForCable^|^1^|^46189281^|^237^|^237^|^237
IsEligibleForCable^|^1^|^46189282^|^238^|^238^|^238
IsEligibleForCable^|^1^|^46189283^|^239^|^239^|^239
IsEligibleForCable^|^1^|^46189284^|^240^|^240^|^240
IsEligibleForCable^|^1^|^46189285^|^241^|^241^|^241
IsEligibleForCable^|^1^|^46189286^|^242^|^242^|^242
IsEligibleForCable^|^1^|^46189287^|^243^|^243^|^243
IsEligibleForCable^|^1^|^46189288^|^244^|^244^|^244
IsEligibleForCable^|^1^|^46189289^|^245^|^245^|^245
IsEligibleForCable^|^1^|^46189290^|^246^|^246^|^246
IsEligibleForCable^|^1^|^46189291^|^247^|^247^|^247
IsEligibleForCable^|^1^|^46189292^|^248^|^248^|^248
IsEligibleForCable^|^1^|^46189293^|^249^|^249^|^249
IsEligibleForCable^|^1^|^46189294^|^250^|^250^|^250
IsEligibleForCable^|^1^|^46189295^|^251^|^251^|^251
IsEligibleForCable^|^1^|^46189296^|^252^|^252^|^252
IsEligibleForCable^|^1^|^46189297^|^253^|^253^|^253
IsEligibleForCable^|^1^|^46189298^|^254^|^254^|^254
IsEligibleForCable^|^1^|^46189299^|^255^|^255^|^255
IsEligibleForCable^|^1^|^46189300^|^256^|^256^|^256
IsEligibleForCable^|^1^|^46189301^|^257^|^257^|^257
IsEligibleForCable^|^1^|^46189302^|^258^|^258^|^258
IsEligibleForCable^|^1^|^46189303^|^259^|^259^|^259
IsEligibleForCable^|^1^|^46189304^|^260^|^260^|^260
IsEligibleForCable^|^1^|^46189305^|^261^|^261^|^261
IsEligibleForCable^|^1^|^46189306^|^262^|^262^|^262
IsEligibleForCable^|^1^|^46189307^|^263^|^263^|^263
IsEligibleForCable^|^1^|^46189308^|^264^|^264^|^264
IsEligibleForCable^|^1^|^46189309^|^265^|^265^|^265
IsEligibleForCable^|^1^|^46189310^|^266^|^266^|^266
IsEligibleForCable^|^1^|^46189311^|^267^|^267^|^267
IsEligibleForCable^|^1^|^46189312^|^268^|^268^|^268
IsEligibleForCable^|^1^|^46189313^|^269^|^269^|^269
IsEligibleForCable^|^1^|^46189314^|^270^|^270^|^270
IsEligibleForCable^|^1^|^46189315^|^271^|^271^|^271
IsEligibleForCable^|^1^|^46189316^|^272^|^272^|^272
IsEligibleForCable^|^1^|^46189317^|^273^|^273^|^273
IsEligibleForCable^|^1^|^46189318^|^274^|^274^|^274
IsEligibleForCable^|^1^|^46189319^|^275^|^275^|^275
IsEligibleForCable^|^1^|^46189320^|^276^|^276^|^276
IsEligibleForCable^|^1^|^46189321^|^277^|^277^|^277
IsEligibleForCable^|^1^|^46189322^|^278^|^278^|^278
IsEligibleForCable^|^1^|^46189323^|^279^|^279^|^279
IsEligibleForCable^|^1^|^46189324^|^280^|^280^|^280
IsEligibleForCable^|^1^|^46189325^|^281^|^281^|^281
IsEligibleForCable^|^1^|^46189326^|^282^|^282^|^282
IsEligibleForCable^|^1^|^46189327^|^283^|^283^|^283
IsEligibleForCable^|^1^|^46189328^|^284^|^284^|^284
IsEligibleForCable^|^1^|^46189329^|^285^|^285^|^285
IsEligibleForCable^|^1^|^46189330^|^286^|^286^|^286
IsEligibleForCable^|^1^|^46189331^|^287^|^287^|^287
IsEligibleForCable^|^1^|^46189332^|^288^|^288^|^288
IsEligibleForCable^|^1^|^46189333^|^289^|^289^|^289
IsEligibleForCable^|^1^|^46189334^|^290^|^290^|^290
IsEligibleForCable^|^1^|^46189335^|^291^|^291^|^291
IsEligibleForCable^|^1^|^46189336^|^292^|^292^|^292
IsEligibleForCable^|^1^|^46189337^|^293^|^293^|^293
IsEligibleForCable^|^1^|^46189338^|^294^|^294^|^294
IsEligibleForCable^|^1^|^46189339^|^295^|^295^|^295
IsEligibleForCable^|^1^|^46189340^|^296^|^296^|^296
IsEligibleForCable^|^1^|^46189341^|^297^|^297^|^297
IsEligibleForCable^|^1^|^46189342^|^298^|^298^|^298
IsEligibleForCable^|^1^|^46189343^|^299^|^299^|^299
IsEligibleForCable^|^1^|^46189344^|^300^|^300^|^300
IsEligibleForCable^|^1^|^46189345^|^301^|^301^|^301
IsEligibleForCable^|^1^|^46189346^|^302^|^302^|^302
IsEligibleForCable^|^1^|^46189347^|^303^|^303^|^303
IsEligibleForCable^|^1^|^46189348^|^304^|^304^|^304
IsEligibleForCable^|^1^|^46189349^|^305^|^305^|^305
IsEligibleForCable^|^1^|^46189350^|^306^|^306^|^306
IsEligibleForCable^|^1^|^46189351^|^307^|^307^|^307
IsEligibleForCable^|^1^|^46189352^|^308^|^308^|^308
IsEligibleForCable^|^1^|^46189353^|^309^|^309^|^309
IsEligibleForCable^|^1^|^46189354^|^310^|^310^|^310
IsEligibleForCable^|^1^|^46189355^|^311^|^311^|^311
IsEligibleForCable^|^1^|^46189356^|^312^|^312^|^312
IsEligibleForCable^|^1^|^46189357^|^313^|^313^|^313
IsEligibleForCable^|^1^|^46189358^|^314^|^314^|^314
IsEligibleForCable^|^1^|^46189359^|^315^|^315^|^315
IsEligibleForCable^|^1^|^46189360^|^316^|^316^|^316
IsEligibleForCable^|^1^|^46189361^|^317^|^317^|^317
IsEligibleForCable^|^1^|^46189362^|^318^|^318^|^318
IsEligibleForCable^|^1^|^46189363^|^319^|^319^|^319
IsEligibleForCable^|^1^|^46189364^|^320^|^320^|^320
IsEligibleForCable^|^1^|^46189365^|^321^|^321^|^321
IsEligibleForCable^|^1^|^46189366^|^322^|^322^|^322
IsEligibleForCable^|^1^|^46189367^|^323^|^323^|^323
IsEligibleForCable^|^1^|^46189368^|^324^|^324^|^324
IsEligibleForCable^|^1^|^46189369^|^325^|^325^|^325
IsEligibleForCable^|^1^|^46189370^|^326^|^326^|^326
IsEligibleForCable^|^1^|^46189371^|^327^|^327^|^327
IsEligibleForCable^|^1^|^46189372^|^328^|^328^|^328
IsEligibleForCable^|^1^|^46189373^|^329^|^329^|^329
IsEligibleForCable^|^1^|^46189374^|^330^|^330^|^330
IsEligibleForCable^|^1^|^46189375^|^331^|^331^|^331
IsEligibleForCable^|^1^|^46189376^|^332^|^332^|^332
IsEligibleForCable^|^1^|^46189377^|^333^|^333^|^333
IsEligibleForCable^|^1^|^46189378^|^334^|^334^|^334
IsEligibleForCable^|^1^|^46189379^|^335^|^335^|^335
IsEligibleForCable^|^1^|^46189380^|^336^|^336^|^336
IsEligibleForCable^|^1^|^46189381^|^337^|^337^|^337
IsEligibleForCable^|^1^|^46189382^|^338^|^338^|^338
IsEligibleForCable^|^1^|^46189383^|^339^|^339^|^339
IsEligibleForCable^|^1^|^46189384^|^340^|^340^|^340
IsEligibleForCable^|^1^|^46189385^|^341^|^341^|^341
IsEligibleForCable^|^1^|^46189386^|^342^|^342^|^342
IsEligibleForCable^|^1^|^46189387^|^343^|^343^|^343
IsEligibleForCable^|^1^|^46189388^|^344^|^344^|^344
IsEligibleForCable^|^1^|^46189389^|^345^|^345^|^345
IsEligibleForCable^|^1^|^46189390^|^346^|^346^|^346
IsEligibleForCable^|^1^|^46189391^|^347^|^347^|^347
IsEligibleForCable^|^1^|^46189392^|^348^|^348^|^348
IsEligibleForCable^|^1^|^46189393^|^349^|^349^|^349
IsEligibleForCable^|^1^|^46189394^|^350^|^350^|^350
IsEligibleForCable^|^1^|^46189395^|^351^|^351^|^351
IsEligibleForCable^|^1^|^46189396^|^352^|^352^|^352
IsEligibleForCable^|^1^|^46189397^|^353^|^353^|^353
IsEligibleForCable^|^1^|^46189398^|^354^|^354^|^354
IsEligibleForCable^|^1^|^46189399^|^355^|^355^|^355
IsEligibleForCable^|^1^|^46189400^|^356^|^356^|^356
IsEligibleForCable^|^1^|^46189401^|^357^|^357^|^357
IsEligibleForCable^|^1^|^46189402^|^358^|^358^|^358
IsEligibleForCable^|^1^|^46189403^|^359^|^359^|^359
IsEligibleForCable^|^1^|^46189404^|^360^|^360^|^360
IsEligibleForCable^|^1^|^46189405^|^361^|^361^|^361
IsEligibleForCable^|^1^|^46189406^|^362^|^362^|^362
IsEligibleForCable^|^1^|^46189407^|^363^|^363^|^363
IsEligibleForCable^|^1^|^46189408^|^364^|^364^|^364
IsEligibleForCable^|^1^|^46189409^|^365^|^365^|^365
IsEligibleForCable^|^1^|^46189410^|^366^|^366^|^366
IsEligibleForCable^|^1^|^46189411^|^367^|^367^|^367
IsEligibleForCable^|^1^|^46189412^|^368^|^368^|^368
IsEligibleForCable^|^1^|^46189413^|^369^|^369^|^369
IsEligibleForCable^|^1^|^46189414^|^370^|^370^|^370
IsEligibleForCable^|^1^|^46189415^|^371^|^371^|^371
IsEligibleForCable^|^1^|^46189416^|^372^|^372^|^372
IsEligibleForCable^|^1^|^46189417^|^373^|^373^|^373
IsEligibleForCable^|^1^|^46189418^|^374^|^374^|^374
IsEligibleForCable^|^1^|^46189419^|^375^|^375^|^375
IsEligibleForCable^|^1^|^46189420^|^376^|^376^|^376
IsEligibleForCable^|^1^|^46189421^|^377^|^377^|^377
IsEligibleForCable^|^1^|^46189422^|^378^|^378^|^378
IsEligibleForCable^|^1^|^46189423^|^379^|^379^|^379
IsEligibleForCable^|^1^|^46189424^|^380^|^380^|^380
IsEligibleForCable^|^1^|^46189425^|^381^|^381^|^381
IsEligibleForCable^|^1^|^46189426^|^382^|^382^|^382
IsEligibleForCable^|^1^|^46189427^|^383^|^383^|^383
IsEligibleForCable^|^1^|^46189428^|^384^|^384^|^384
IsEligibleForCable^|^1^|^46189429^|^385^|^385^|^385
IsEligibleForCable^|^1^|^46189430^|^386^|^386^|^386
IsEligibleForCable^|^1^|^46189431^|^387^|^387^|^387
IsEligibleForCable^|^1^|^46189432^|^388^|^388^|^388
IsEligibleForCable^|^1^|^46189433^|^389^|^389^|^389
IsEligibleForCable^|^1^|^46189434^|^390^|^390^|^390
IsEligibleForCable^|^1^|^46189435^|^391^|^391^|^391
IsEligibleForCable^|^1^|^46189436^|^392^|^392^|^392
IsEligibleForCable^|^1^|^46189437^|^393^|^393^|^393
IsEligibleForCable^|^1^|^46189438^|^394^|^394^|^394
IsEligibleForCable^|^1^|^46189439^|^395^|^395^|^395
IsEligibleForCable^|^1^|^46189440^|^396^|^396^|^396
IsEligibleForCable^|^1^|^46189441^|^397^|^397^|^397
IsEligibleForCable^|^1^|^46189442^|^398^|^398^|^398
IsEligibleForCable^|^1^|^46189443^|^399^|^399^|^399
IsEligibleForCable^|^1^|^46189444^|^400^|^400^|^400
IsEligibleForCable^|^1^|^46189445^|^401^|^401^|^401
IsEligibleForCable^|^1^|^46189446^|^402^|^402^|^402
IsEligibleForCable^|^1^|^46189447^|^403^|^403^|^403
IsEligibleForCable^|^1^|^46189448^|^404^|^404^|^404
IsEligibleForCable^|^1^|^46189449^|^405^|^405^|^405
IsEligibleForCable^|^1^|^46189450^|^406^|^406^|^406
IsEligibleForCable^|^1^|^46189451^|^407^|^407^|^407
IsEligibleForCable^|^1^|^46189452^|^408^|^408^|^408
IsEligibleForCable^|^1^|^46189453^|^409^|^409^|^409
IsEligibleForCable^|^1^|^46189454^|^410^|^410^|^410
IsEligibleForCable^|^1^|^46189455^|^411^|^411^|^411
IsEligibleForCable^|^1^|^46189456^|^412^|^412^|^412
IsEligibleForCable^|^1^|^46189457^|^413^|^413^|^413
IsEligibleForCable^|^1^|^46189458^|^414^|^414^|^414
IsEligibleForCable^|^1^|^46189459^|^415^|^415^|^415
IsEligibleForCable^|^1^|^46189460^|^416^|^416^|^416
IsEligibleForCable^|^1^|^46189461^|^417^|^417^|^417
IsEligibleForCable^|^1^|^46189462^|^418^|^418^|^418
IsEligibleForCable^|^1^|^46189463^|^419^|^419^|^419
IsEligibleForCable^|^1^|^46189464^|^420^|^420^|^420
IsEligibleForCable^|^1^|^46189465^|^421^|^421^|^421
IsEligibleForCable^|^1^|^46189466^|^422^|^422^|^422
IsEligibleForCable^|^1^|^46189467^|^423^|^423^|^423
IsEligibleForCable^|^1^|^46189468^|^424^|^424^|^424
IsEligibleForCable^|^1^|^46189469^|^425^|^425^|^425
IsEligibleForCable^|^1^|^46189470^|^426^|^426^|^426
IsEligibleForCable^|^1^|^46189471^|^427^|^427^|^427
IsEligibleForCable^|^1^|^46189472^|^428^|^428^|^428
IsEligibleForCable^|^1^|^46189473^|^429^|^429^|^429
IsEligibleForCable^|^1^|^46189474^|^430^|^430^|^430
IsEligibleForCable^|^1^|^46189475^|^431^|^431^|^431
IsEligibleForCable^|^1^|^46189476^|^432^|^432^|^432
IsEligibleForCable^|^1^|^46189477^|^433^|^433^|^433
IsEligibleForCable^|^1^|^46189478^|^434^|^434^|^434
IsEligibleForCable^|^1^|^46189479^|^435^|^435^|^435
IsEligibleForCable^|^1^|^46189480^|^436^|^436^|^436
IsEligibleForCable^|^1^|^46189481^|^437^|^437^|^437
IsEligibleForCable^|^1^|^46189482^|^438^|^438^|^438
IsEligibleForCable^|^1^|^46189483^|^439^|^439^|^439
IsEligibleForCable^|^1^|^46189484^|^440^|^440^|^440
IsEligibleForCable^|^1^|^46189485^|^441^|^441^|^441
IsEligibleForCable^|^1^|^46189486^|^442^|^442^|^442
IsEligibleForCable^|^1^|^46189487^|^443^|^443^|^443
IsEligibleForCable^|^1^|^46189488^|^444^|^444^|^444
IsEligibleForCable^|^1^|^46189489^|^445^|^445^|^445
IsEligibleForCable^|^1^|^46189490^|^446^|^446^|^446
IsEligibleForCable^|^1^|^46189491^|^447^|^447^|^447
IsEligibleForCable^|^1^|^46189492^|^448^|^448^|^448
IsEligibleForCable^|^1^|^46189493^|^449^|^449^|^449
IsEligibleForCable^|^1^|^46189494^|^450^|^450^|^450
IsEligibleForCable^|^1^|^46189495^|^451^|^451^|^451
IsEligibleForCable^|^1^|^46189496^|^452^|^452^|^452
IsEligibleForCable^|^1^|^46189497^|^453^|^453^|^453
IsEligibleForCable^|^1^|^46189498^|^454^|^454^|^454
IsEligibleForCable^|^1^|^46189499^|^455^|^455^|^455
IsEligibleForCable^|^1^|^46189500^|^456^|^456^|^456
IsEligibleForCable^|^1^|^46189501^|^457^|^457^|^457
IsEligibleForCable^|^1^|^46189502^|^458^|^458^|^458
IsEligibleForCable^|^1^|^46189503^|^459^|^459^|^459
IsEligibleForCable^|^1^|^46189504^|^460^|^460^|^460
IsEligibleForCable^|^1^|^46189505^|^461^|^461^|^461
IsEligibleForCable^|^1^|^46189506^|^462^|^462^|^462
IsEligibleForCable^|^1^|^46189507^|^463^|^463^|^463
IsEligibleForCable^|^1^|^46189508^|^464^|^464^|^464
IsEligibleForCable^|^1^|^46189509^|^465^|^465^|^465
IsEligibleForCable^|^1^|^46189510^|^466^|^466^|^466
IsEligibleForCable^|^1^|^46189511^|^467^|^467^|^467
IsEligibleForCable^|^1^|^46189512^|^468^|^468^|^468
IsEligibleForCable^|^1^|^46189513^|^469^|^469^|^469
IsEligibleForCable^|^1^|^46189514^|^470^|^470^|^470
IsEligibleForCable^|^1^|^46189515^|^471^|^471^|^471
IsEligibleForCable^|^1^|^46189516^|^472^|^472^|^472
IsEligibleForCable^|^1^|^46189517^|^473^|^473^|^473
IsEligibleForCable^|^1^|^46189518^|^474^|^474^|^474
IsEligibleForCable^|^1^|^46189519^|^475^|^475^|^475
IsEligibleForCable^|^1^|^46189520^|^476^|^476^|^476
IsEligibleForCable^|^1^|^46189521^|^477^|^477^|^477
IsEligibleForCable^|^1^|^46189522^|^478^|^478^|^478
IsEligibleForCable^|^1^|^46189523^|^479^|^479^|^479
IsEligibleForCable^|^1^|^46189524^|^480^|^480^|^480
IsEligibleForCable^|^1^|^46189525^|^481^|^481^|^481
