product_id^|^mtl_id^|^portfolio^|^tariff_option^|^sim_only_to^|^mt_description^|^mt_desc_for_channel_remarks^|^report_description^|^is_active^|^sub_stufen_wert^|^rate_eu_tariff^|^rate_eu_mtid^|^national_minutes^|^landline_minutes^|^vodafone_minutes^|^d1_minutes^|^eplus_minutes^|^o2_minutes^|^vodafone_sms^|^other_network_sms^|^national_sms^|^vodafone_mms^|^internet_volume^|^minimum_requirement^|^maximum_requirement^|^creation_date^|^mt_id_group^|^to_only^|^sim_only_discount^|^soc_discount
56^|^108^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^57^|^57^|^46.2101^|^46.2101^|^57^|^57^|^57^|^57^|^57^|^57^|^57^|^57^|^57^|^57^|^57^|^57^|^57^|^20180105^|^57^|^1^|^57^|^0
57^|^109^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^58^|^58^|^46.2101^|^46.2101^|^58^|^58^|^58^|^58^|^58^|^58^|^58^|^58^|^58^|^58^|^58^|^58^|^58^|^20180823^|^58^|^1^|^58^|^0
58^|^110^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^59^|^59^|^46.2101^|^46.2101^|^59^|^59^|^59^|^59^|^59^|^59^|^59^|^59^|^59^|^59^|^59^|^59^|^59^|^20180328^|^59^|^1^|^59^|^0
59^|^111^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^60^|^60^|^46.2101^|^46.2101^|^60^|^60^|^60^|^60^|^60^|^60^|^60^|^60^|^60^|^60^|^60^|^60^|^60^|^20181226^|^60^|^1^|^60^|^0
60^|^112^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^61^|^61^|^46.2101^|^46.2101^|^61^|^61^|^61^|^61^|^61^|^61^|^61^|^61^|^61^|^61^|^61^|^61^|^61^|^20181121^|^61^|^1^|^61^|^0
61^|^113^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^62^|^62^|^46.2101^|^46.2101^|^62^|^62^|^62^|^62^|^62^|^62^|^62^|^62^|^62^|^62^|^62^|^62^|^62^|^20180421^|^62^|^1^|^62^|^0
62^|^114^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^63^|^63^|^46.2101^|^46.2101^|^63^|^63^|^63^|^63^|^63^|^63^|^63^|^63^|^63^|^63^|^63^|^63^|^63^|^20181101^|^63^|^1^|^63^|^0
63^|^115^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^64^|^64^|^46.2101^|^46.2101^|^64^|^64^|^64^|^64^|^64^|^64^|^64^|^64^|^64^|^64^|^64^|^64^|^64^|^20180712^|^64^|^1^|^64^|^0
64^|^116^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^65^|^65^|^46.2101^|^46.2101^|^65^|^65^|^65^|^65^|^65^|^65^|^65^|^65^|^65^|^65^|^65^|^65^|^65^|^20180521^|^65^|^1^|^65^|^0
65^|^117^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^66^|^66^|^46.2101^|^46.2101^|^66^|^66^|^66^|^66^|^66^|^66^|^66^|^66^|^66^|^66^|^66^|^66^|^66^|^20181023^|^66^|^1^|^66^|^0
66^|^118^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^67^|^67^|^46.2101^|^46.2101^|^67^|^67^|^67^|^67^|^67^|^67^|^67^|^67^|^67^|^67^|^67^|^67^|^67^|^20180807^|^67^|^1^|^67^|^0
67^|^119^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^68^|^68^|^46.2101^|^46.2101^|^68^|^68^|^68^|^68^|^68^|^68^|^68^|^68^|^68^|^68^|^68^|^68^|^68^|^20180910^|^68^|^1^|^68^|^0
68^|^120^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^69^|^69^|^46.2101^|^46.2101^|^69^|^69^|^69^|^69^|^69^|^69^|^69^|^69^|^69^|^69^|^69^|^69^|^69^|^20180719^|^69^|^1^|^69^|^0
69^|^121^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^70^|^70^|^46.2101^|^46.2101^|^70^|^70^|^70^|^70^|^70^|^70^|^70^|^70^|^70^|^70^|^70^|^70^|^70^|^20180908^|^70^|^1^|^70^|^0
70^|^122^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^71^|^71^|^46.2101^|^46.2101^|^71^|^71^|^71^|^71^|^71^|^71^|^71^|^71^|^71^|^71^|^71^|^71^|^71^|^20180116^|^71^|^1^|^71^|^0
71^|^123^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^72^|^72^|^46.2101^|^46.2101^|^72^|^72^|^72^|^72^|^72^|^72^|^72^|^72^|^72^|^72^|^72^|^72^|^72^|^20180318^|^72^|^1^|^72^|^0
72^|^124^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^73^|^73^|^46.2101^|^46.2101^|^73^|^73^|^73^|^73^|^73^|^73^|^73^|^73^|^73^|^73^|^73^|^73^|^73^|^20180515^|^73^|^1^|^73^|^0
73^|^125^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^74^|^74^|^46.2101^|^46.2101^|^74^|^74^|^74^|^74^|^74^|^74^|^74^|^74^|^74^|^74^|^74^|^74^|^74^|^20180821^|^74^|^1^|^74^|^0
74^|^126^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^75^|^75^|^46.2101^|^46.2101^|^75^|^75^|^75^|^75^|^75^|^75^|^75^|^75^|^75^|^75^|^75^|^75^|^75^|^20180304^|^75^|^1^|^75^|^0
75^|^127^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^76^|^76^|^46.2101^|^46.2101^|^76^|^76^|^76^|^76^|^76^|^76^|^76^|^76^|^76^|^76^|^76^|^76^|^76^|^20180902^|^76^|^1^|^76^|^0
76^|^128^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^77^|^77^|^46.2101^|^46.2101^|^77^|^77^|^77^|^77^|^77^|^77^|^77^|^77^|^77^|^77^|^77^|^77^|^77^|^20180821^|^77^|^1^|^77^|^0
77^|^129^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^78^|^78^|^46.2101^|^46.2101^|^78^|^78^|^78^|^78^|^78^|^78^|^78^|^78^|^78^|^78^|^78^|^78^|^78^|^20180406^|^78^|^1^|^78^|^0
78^|^130^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^79^|^79^|^46.2101^|^46.2101^|^79^|^79^|^79^|^79^|^79^|^79^|^79^|^79^|^79^|^79^|^79^|^79^|^79^|^20180228^|^79^|^1^|^79^|^0
79^|^131^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^80^|^80^|^46.2101^|^46.2101^|^80^|^80^|^80^|^80^|^80^|^80^|^80^|^80^|^80^|^80^|^80^|^80^|^80^|^20181214^|^80^|^1^|^80^|^0
80^|^132^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^81^|^81^|^46.2101^|^46.2101^|^81^|^81^|^81^|^81^|^81^|^81^|^81^|^81^|^81^|^81^|^81^|^81^|^81^|^20180601^|^81^|^1^|^81^|^0
81^|^133^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^82^|^82^|^46.2101^|^46.2101^|^82^|^82^|^82^|^82^|^82^|^82^|^82^|^82^|^82^|^82^|^82^|^82^|^82^|^20180306^|^82^|^1^|^82^|^0
82^|^134^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^83^|^83^|^46.2101^|^46.2101^|^83^|^83^|^83^|^83^|^83^|^83^|^83^|^83^|^83^|^83^|^83^|^83^|^83^|^20180828^|^83^|^1^|^83^|^0
83^|^135^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^84^|^84^|^46.2101^|^46.2101^|^84^|^84^|^84^|^84^|^84^|^84^|^84^|^84^|^84^|^84^|^84^|^84^|^84^|^20181018^|^84^|^1^|^84^|^0
84^|^136^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^85^|^85^|^46.2101^|^46.2101^|^85^|^85^|^85^|^85^|^85^|^85^|^85^|^85^|^85^|^85^|^85^|^85^|^85^|^20180531^|^85^|^1^|^85^|^0
85^|^137^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^86^|^86^|^46.2101^|^46.2101^|^86^|^86^|^86^|^86^|^86^|^86^|^86^|^86^|^86^|^86^|^86^|^86^|^86^|^20180624^|^86^|^1^|^86^|^0
86^|^138^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^87^|^87^|^46.2101^|^46.2101^|^87^|^87^|^87^|^87^|^87^|^87^|^87^|^87^|^87^|^87^|^87^|^87^|^87^|^20180513^|^87^|^1^|^87^|^0
87^|^139^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^88^|^88^|^46.2101^|^46.2101^|^88^|^88^|^88^|^88^|^88^|^88^|^88^|^88^|^88^|^88^|^88^|^88^|^88^|^20180228^|^88^|^1^|^88^|^0
88^|^140^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^89^|^89^|^46.2101^|^46.2101^|^89^|^89^|^89^|^89^|^89^|^89^|^89^|^89^|^89^|^89^|^89^|^89^|^89^|^20180306^|^89^|^1^|^89^|^0
89^|^141^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^90^|^90^|^46.2101^|^46.2101^|^90^|^90^|^90^|^90^|^90^|^90^|^90^|^90^|^90^|^90^|^90^|^90^|^90^|^20180721^|^90^|^1^|^90^|^0
90^|^142^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^91^|^91^|^46.2101^|^46.2101^|^91^|^91^|^91^|^91^|^91^|^91^|^91^|^91^|^91^|^91^|^91^|^91^|^91^|^20180910^|^91^|^1^|^91^|^0
91^|^143^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^92^|^92^|^46.2101^|^46.2101^|^92^|^92^|^92^|^92^|^92^|^92^|^92^|^92^|^92^|^92^|^92^|^92^|^92^|^20180519^|^92^|^1^|^92^|^0
92^|^144^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^93^|^93^|^46.2101^|^46.2101^|^93^|^93^|^93^|^93^|^93^|^93^|^93^|^93^|^93^|^93^|^93^|^93^|^93^|^20180607^|^93^|^1^|^93^|^0
93^|^145^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^94^|^94^|^46.2101^|^46.2101^|^94^|^94^|^94^|^94^|^94^|^94^|^94^|^94^|^94^|^94^|^94^|^94^|^94^|^20180326^|^94^|^1^|^94^|^0
94^|^146^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^95^|^95^|^46.2101^|^46.2101^|^95^|^95^|^95^|^95^|^95^|^95^|^95^|^95^|^95^|^95^|^95^|^95^|^95^|^20181203^|^95^|^1^|^95^|^0
95^|^147^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^96^|^96^|^46.2101^|^46.2101^|^96^|^96^|^96^|^96^|^96^|^96^|^96^|^96^|^96^|^96^|^96^|^96^|^96^|^20181116^|^96^|^1^|^96^|^0
96^|^148^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^97^|^97^|^46.2101^|^46.2101^|^97^|^97^|^97^|^97^|^97^|^97^|^97^|^97^|^97^|^97^|^97^|^97^|^97^|^20180624^|^97^|^1^|^97^|^0
97^|^149^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^98^|^98^|^46.2101^|^46.2101^|^98^|^98^|^98^|^98^|^98^|^98^|^98^|^98^|^98^|^98^|^98^|^98^|^98^|^20181226^|^98^|^1^|^98^|^0
98^|^150^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^99^|^99^|^46.2101^|^46.2101^|^99^|^99^|^99^|^99^|^99^|^99^|^99^|^99^|^99^|^99^|^99^|^99^|^99^|^20180119^|^99^|^1^|^99^|^0
99^|^151^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^100^|^100^|^46.2101^|^46.2101^|^100^|^100^|^100^|^100^|^100^|^100^|^100^|^100^|^100^|^100^|^100^|^100^|^100^|^20180604^|^100^|^1^|^100^|^0
100^|^152^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^101^|^101^|^46.2101^|^46.2101^|^101^|^101^|^101^|^101^|^101^|^101^|^101^|^101^|^101^|^101^|^101^|^101^|^101^|^20181026^|^101^|^1^|^101^|^0
101^|^153^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^102^|^102^|^46.2101^|^46.2101^|^102^|^102^|^102^|^102^|^102^|^102^|^102^|^102^|^102^|^102^|^102^|^102^|^102^|^20180122^|^102^|^1^|^102^|^0
102^|^154^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^103^|^103^|^46.2101^|^46.2101^|^103^|^103^|^103^|^103^|^103^|^103^|^103^|^103^|^103^|^103^|^103^|^103^|^103^|^20180722^|^103^|^1^|^103^|^0
103^|^155^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^104^|^104^|^46.2101^|^46.2101^|^104^|^104^|^104^|^104^|^104^|^104^|^104^|^104^|^104^|^104^|^104^|^104^|^104^|^20180514^|^104^|^1^|^104^|^0
104^|^156^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^105^|^105^|^46.2101^|^46.2101^|^105^|^105^|^105^|^105^|^105^|^105^|^105^|^105^|^105^|^105^|^105^|^105^|^105^|^20180516^|^105^|^1^|^105^|^0
105^|^157^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^106^|^106^|^46.2101^|^46.2101^|^106^|^106^|^106^|^106^|^106^|^106^|^106^|^106^|^106^|^106^|^106^|^106^|^106^|^20180922^|^106^|^1^|^106^|^0
106^|^158^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^107^|^107^|^46.2101^|^46.2101^|^107^|^107^|^107^|^107^|^107^|^107^|^107^|^107^|^107^|^107^|^107^|^107^|^107^|^20181130^|^107^|^1^|^107^|^0
107^|^159^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^108^|^108^|^46.2101^|^46.2101^|^108^|^108^|^108^|^108^|^108^|^108^|^108^|^108^|^108^|^108^|^108^|^108^|^108^|^20180915^|^108^|^1^|^108^|^0
108^|^160^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^109^|^109^|^46.2101^|^46.2101^|^109^|^109^|^109^|^109^|^109^|^109^|^109^|^109^|^109^|^109^|^109^|^109^|^109^|^20181229^|^109^|^1^|^109^|^0
109^|^161^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^110^|^110^|^46.2101^|^46.2101^|^110^|^110^|^110^|^110^|^110^|^110^|^110^|^110^|^110^|^110^|^110^|^110^|^110^|^20180806^|^110^|^1^|^110^|^0
110^|^162^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^111^|^111^|^46.2101^|^46.2101^|^111^|^111^|^111^|^111^|^111^|^111^|^111^|^111^|^111^|^111^|^111^|^111^|^111^|^20180405^|^111^|^1^|^111^|^0
111^|^163^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^112^|^112^|^46.2101^|^46.2101^|^112^|^112^|^112^|^112^|^112^|^112^|^112^|^112^|^112^|^112^|^112^|^112^|^112^|^20180409^|^112^|^1^|^112^|^0
112^|^164^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^113^|^113^|^46.2101^|^46.2101^|^113^|^113^|^113^|^113^|^113^|^113^|^113^|^113^|^113^|^113^|^113^|^113^|^113^|^20181129^|^113^|^1^|^113^|^0
113^|^165^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^114^|^114^|^46.2101^|^46.2101^|^114^|^114^|^114^|^114^|^114^|^114^|^114^|^114^|^114^|^114^|^114^|^114^|^114^|^20180726^|^114^|^1^|^114^|^0
114^|^166^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^115^|^115^|^46.2101^|^46.2101^|^115^|^115^|^115^|^115^|^115^|^115^|^115^|^115^|^115^|^115^|^115^|^115^|^115^|^20180610^|^115^|^1^|^115^|^0
115^|^167^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^116^|^116^|^46.2101^|^46.2101^|^116^|^116^|^116^|^116^|^116^|^116^|^116^|^116^|^116^|^116^|^116^|^116^|^116^|^20181127^|^116^|^1^|^116^|^0
116^|^168^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^117^|^117^|^46.2101^|^46.2101^|^117^|^117^|^117^|^117^|^117^|^117^|^117^|^117^|^117^|^117^|^117^|^117^|^117^|^20180915^|^117^|^1^|^117^|^0
117^|^169^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^118^|^118^|^46.2101^|^46.2101^|^118^|^118^|^118^|^118^|^118^|^118^|^118^|^118^|^118^|^118^|^118^|^118^|^118^|^20180329^|^118^|^1^|^118^|^0
118^|^170^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^119^|^119^|^46.2101^|^46.2101^|^119^|^119^|^119^|^119^|^119^|^119^|^119^|^119^|^119^|^119^|^119^|^119^|^119^|^20180613^|^119^|^1^|^119^|^0
119^|^171^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^120^|^120^|^46.2101^|^46.2101^|^120^|^120^|^120^|^120^|^120^|^120^|^120^|^120^|^120^|^120^|^120^|^120^|^120^|^20180125^|^120^|^1^|^120^|^0
120^|^172^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^121^|^121^|^46.2101^|^46.2101^|^121^|^121^|^121^|^121^|^121^|^121^|^121^|^121^|^121^|^121^|^121^|^121^|^121^|^20180605^|^121^|^1^|^121^|^0
121^|^173^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^122^|^122^|^46.2101^|^46.2101^|^122^|^122^|^122^|^122^|^122^|^122^|^122^|^122^|^122^|^122^|^122^|^122^|^122^|^20180121^|^122^|^1^|^122^|^0
122^|^174^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^123^|^123^|^46.2101^|^46.2101^|^123^|^123^|^123^|^123^|^123^|^123^|^123^|^123^|^123^|^123^|^123^|^123^|^123^|^20180307^|^123^|^1^|^123^|^0
123^|^175^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^124^|^124^|^46.2101^|^46.2101^|^124^|^124^|^124^|^124^|^124^|^124^|^124^|^124^|^124^|^124^|^124^|^124^|^124^|^20180407^|^124^|^1^|^124^|^0
124^|^176^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^125^|^125^|^46.2101^|^46.2101^|^125^|^125^|^125^|^125^|^125^|^125^|^125^|^125^|^125^|^125^|^125^|^125^|^125^|^20180215^|^125^|^1^|^125^|^0
125^|^177^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^126^|^126^|^46.2101^|^46.2101^|^126^|^126^|^126^|^126^|^126^|^126^|^126^|^126^|^126^|^126^|^126^|^126^|^126^|^20180715^|^126^|^1^|^126^|^0
126^|^178^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^127^|^127^|^46.2101^|^46.2101^|^127^|^127^|^127^|^127^|^127^|^127^|^127^|^127^|^127^|^127^|^127^|^127^|^127^|^20180705^|^127^|^1^|^127^|^0
127^|^179^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^128^|^128^|^46.2101^|^46.2101^|^128^|^128^|^128^|^128^|^128^|^128^|^128^|^128^|^128^|^128^|^128^|^128^|^128^|^20181222^|^128^|^1^|^128^|^0
128^|^180^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^129^|^129^|^46.2101^|^46.2101^|^129^|^129^|^129^|^129^|^129^|^129^|^129^|^129^|^129^|^129^|^129^|^129^|^129^|^20181030^|^129^|^1^|^129^|^0
129^|^181^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2463^|^130^|^130^|^46.2101^|^46.2101^|^130^|^130^|^130^|^130^|^130^|^130^|^130^|^130^|^130^|^130^|^130^|^130^|^130^|^20180916^|^130^|^1^|^130^|^0
130^|^182^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^131^|^131^|^46.2101^|^46.2101^|^131^|^131^|^131^|^131^|^131^|^131^|^131^|^131^|^131^|^131^|^131^|^131^|^131^|^20181003^|^131^|^1^|^131^|^0
131^|^183^|^Enjoy^|^RED4LOS^|^^|^EnjoyMoreRedLSimOnly^|^RED4_L_00^|^2445^|^132^|^132^|^46.2101^|^46.2101^|^132^|^132^|^132^|^132^|^132^|^132^|^132^|^132^|^132^|^132^|^132^|^132^|^132^|^20181125^|^132^|^1^|^132^|^0
