run_id^|^run_status^|^segment
499^|^FIN^|^C
500^|^FIN^|^C
501^|^FIN^|^C
502^|^FIN^|^C
503^|^FIN^|^C
504^|^FIN^|^C
505^|^FIN^|^C
506^|^FIN^|^C
507^|^FIN^|^C
508^|^FIN^|^C
509^|^FIN^|^C
510^|^FIN^|^C
511^|^FIN^|^C
512^|^FIN^|^C
513^|^FIN^|^C
514^|^FIN^|^C
515^|^FIN^|^C
516^|^FIN^|^C
517^|^FIN^|^C
518^|^FIN^|^C
519^|^FIN^|^C
520^|^FIN^|^C
521^|^FIN^|^C
522^|^FIN^|^C
523^|^FIN^|^C
524^|^FIN^|^C
525^|^FIN^|^C
526^|^FIN^|^C
527^|^FIN^|^C
528^|^FIN^|^C
529^|^FIN^|^C
530^|^FIN^|^C
531^|^FIN^|^C
532^|^FIN^|^C
533^|^FIN^|^C
534^|^FIN^|^C
535^|^FIN^|^C
536^|^FIN^|^C
537^|^FIN^|^C
538^|^FIN^|^C
539^|^FIN^|^C
540^|^FIN^|^C
541^|^FIN^|^C
542^|^FIN^|^C
543^|^FIN^|^C
544^|^FIN^|^C
545^|^FIN^|^C
546^|^FIN^|^C
547^|^FIN^|^C
548^|^FIN^|^C
549^|^FIN^|^C
550^|^FIN^|^C
551^|^FIN^|^C
552^|^FIN^|^C
553^|^FIN^|^C
554^|^FIN^|^C
555^|^FIN^|^C
556^|^FIN^|^C
557^|^FIN^|^C
558^|^FIN^|^C
559^|^FIN^|^C
560^|^FIN^|^C
561^|^FIN^|^C
562^|^FIN^|^C
563^|^FIN^|^C
564^|^FIN^|^C
565^|^FIN^|^C
566^|^FIN^|^C
567^|^FIN^|^C
568^|^FIN^|^C
569^|^FIN^|^C
570^|^FIN^|^C
571^|^FIN^|^C
572^|^FIN^|^C
573^|^FIN^|^C
574^|^FIN^|^C
575^|^FIN^|^C
576^|^FIN^|^C
577^|^FIN^|^C
578^|^FIN^|^C
579^|^FIN^|^C
580^|^FIN^|^C
581^|^FIN^|^C
582^|^FIN^|^C
583^|^FIN^|^C
584^|^FIN^|^C
585^|^FIN^|^C
586^|^FIN^|^C
587^|^FIN^|^C
588^|^FIN^|^C
589^|^FIN^|^C
590^|^FIN^|^C
591^|^FIN^|^C
592^|^FIN^|^C
593^|^FIN^|^C
594^|^FIN^|^C
595^|^FIN^|^C
596^|^FIN^|^C
597^|^FIN^|^C
598^|^FIN^|^C
599^|^FIN^|^C
600^|^FIN^|^C
601^|^FIN^|^C
602^|^FIN^|^C
603^|^FIN^|^C
604^|^FIN^|^C
605^|^FIN^|^C
606^|^FIN^|^C
607^|^FIN^|^C
608^|^FIN^|^C
609^|^FIN^|^C
610^|^FIN^|^C
611^|^FIN^|^C
612^|^FIN^|^C
613^|^FIN^|^C
614^|^FIN^|^C
615^|^FIN^|^C
616^|^FIN^|^C
617^|^FIN^|^C
618^|^FIN^|^C
619^|^FIN^|^C
620^|^FIN^|^C
621^|^FIN^|^C
622^|^FIN^|^C
623^|^FIN^|^C
624^|^FIN^|^C
625^|^FIN^|^C
626^|^FIN^|^C
627^|^FIN^|^C
628^|^FIN^|^C
629^|^FIN^|^C
630^|^FIN^|^C
631^|^FIN^|^C
632^|^FIN^|^C
633^|^FIN^|^C
634^|^FIN^|^C
635^|^FIN^|^C
636^|^FIN^|^C
637^|^FIN^|^C
638^|^FIN^|^C
639^|^FIN^|^C
640^|^FIN^|^C
641^|^FIN^|^C
642^|^FIN^|^C
643^|^FIN^|^C
644^|^FIN^|^C
645^|^FIN^|^C
646^|^FIN^|^C
647^|^FIN^|^C
648^|^FIN^|^C
649^|^FIN^|^C
650^|^FIN^|^C
651^|^FIN^|^C
652^|^FIN^|^C
653^|^FIN^|^C
654^|^FIN^|^C
655^|^FIN^|^C
656^|^FIN^|^C
657^|^FIN^|^C
658^|^FIN^|^C
659^|^FIN^|^C
660^|^FIN^|^C
661^|^FIN^|^C
662^|^FIN^|^C
663^|^FIN^|^C
664^|^FIN^|^C
665^|^FIN^|^C
666^|^FIN^|^C
667^|^FIN^|^C
668^|^FIN^|^C
669^|^FIN^|^C
670^|^FIN^|^C
671^|^FIN^|^C
672^|^FIN^|^C
673^|^FIN^|^C
674^|^FIN^|^C
675^|^FIN^|^C
676^|^FIN^|^C
677^|^FIN^|^C
678^|^FIN^|^C
679^|^FIN^|^C
680^|^FIN^|^C
681^|^FIN^|^C
682^|^FIN^|^C
683^|^FIN^|^C
684^|^FIN^|^C
685^|^FIN^|^C
686^|^FIN^|^C
687^|^FIN^|^C
688^|^FIN^|^C
689^|^FIN^|^C
690^|^FIN^|^C
691^|^FIN^|^C
692^|^FIN^|^C
693^|^FIN^|^C
694^|^FIN^|^C
695^|^FIN^|^C
696^|^FIN^|^C
697^|^FIN^|^C
698^|^FIN^|^C
699^|^FIN^|^C
700^|^FIN^|^C
701^|^FIN^|^C
702^|^FIN^|^C
703^|^FIN^|^C
704^|^FIN^|^C
705^|^FIN^|^C
706^|^FIN^|^C
707^|^FIN^|^C
708^|^FIN^|^C
709^|^FIN^|^C
710^|^FIN^|^C
711^|^FIN^|^C
712^|^FIN^|^C
713^|^FIN^|^C
714^|^FIN^|^C
715^|^FIN^|^C
716^|^FIN^|^C
717^|^FIN^|^C
718^|^FIN^|^C
719^|^FIN^|^C
720^|^FIN^|^C
721^|^FIN^|^C
722^|^FIN^|^C
723^|^FIN^|^C
724^|^FIN^|^C
725^|^FIN^|^C
726^|^FIN^|^C
727^|^FIN^|^C
728^|^FIN^|^C
729^|^FIN^|^C
730^|^FIN^|^C
731^|^FIN^|^C
732^|^FIN^|^C
733^|^FIN^|^C
734^|^FIN^|^C
735^|^FIN^|^C
736^|^FIN^|^C
737^|^FIN^|^C
738^|^FIN^|^C
739^|^FIN^|^C
740^|^FIN^|^C
741^|^FIN^|^C
742^|^FIN^|^C
743^|^FIN^|^C
744^|^FIN^|^C
745^|^FIN^|^C
746^|^FIN^|^C
747^|^FIN^|^C
748^|^FIN^|^C
749^|^FIN^|^C
750^|^FIN^|^C
751^|^FIN^|^C
752^|^FIN^|^C
753^|^FIN^|^C
754^|^FIN^|^C
755^|^FIN^|^C
756^|^FIN^|^C
757^|^FIN^|^C
758^|^FIN^|^C
759^|^FIN^|^C
760^|^FIN^|^C
761^|^FIN^|^C
762^|^FIN^|^C
763^|^FIN^|^C
764^|^FIN^|^C
765^|^FIN^|^C
766^|^FIN^|^C
767^|^FIN^|^C
768^|^FIN^|^C
769^|^FIN^|^C
770^|^FIN^|^C
771^|^FIN^|^C
772^|^FIN^|^C
773^|^FIN^|^C
774^|^FIN^|^C
775^|^FIN^|^C
776^|^FIN^|^C
777^|^FIN^|^C
778^|^FIN^|^C
779^|^FIN^|^C
780^|^FIN^|^C
781^|^FIN^|^C
782^|^FIN^|^C
783^|^FIN^|^C
784^|^FIN^|^C
785^|^FIN^|^C
786^|^FIN^|^C
787^|^FIN^|^C
788^|^FIN^|^C
789^|^FIN^|^C
790^|^FIN^|^C
791^|^FIN^|^C
792^|^FIN^|^C
793^|^FIN^|^C
794^|^FIN^|^C
795^|^FIN^|^C
796^|^FIN^|^C
797^|^FIN^|^C
798^|^FIN^|^C
799^|^FIN^|^C
800^|^FIN^|^C
801^|^FIN^|^C
802^|^FIN^|^C
803^|^FIN^|^C
804^|^FIN^|^C
805^|^FIN^|^C
806^|^FIN^|^C
807^|^FIN^|^C
808^|^FIN^|^C
809^|^FIN^|^C
810^|^FIN^|^C
811^|^FIN^|^C
812^|^FIN^|^C
813^|^FIN^|^C
814^|^FIN^|^C
815^|^FIN^|^C
816^|^FIN^|^C
817^|^FIN^|^C
818^|^FIN^|^C
819^|^FIN^|^C
820^|^FIN^|^C
821^|^FIN^|^C
822^|^FIN^|^C
823^|^FIN^|^C
824^|^FIN^|^C
825^|^FIN^|^C
826^|^FIN^|^C
827^|^FIN^|^C
828^|^FIN^|^C
829^|^FIN^|^C
830^|^FIN^|^C
831^|^FIN^|^C
832^|^FIN^|^C
833^|^FIN^|^C
834^|^FIN^|^C
835^|^FIN^|^C
836^|^FIN^|^C
837^|^FIN^|^C
838^|^FIN^|^C
839^|^FIN^|^C
840^|^FIN^|^C
841^|^FIN^|^C
842^|^FIN^|^C
843^|^FIN^|^C
844^|^FIN^|^C
845^|^FIN^|^C
846^|^FIN^|^C
847^|^FIN^|^C
848^|^FIN^|^C
849^|^FIN^|^C
850^|^FIN^|^C
851^|^FIN^|^C
852^|^FIN^|^C
853^|^FIN^|^C
854^|^FIN^|^C
855^|^FIN^|^C
856^|^FIN^|^C
857^|^FIN^|^C
858^|^FIN^|^C
859^|^FIN^|^C
860^|^FIN^|^C
861^|^FIN^|^C
862^|^FIN^|^C
863^|^FIN^|^C
864^|^FIN^|^C
865^|^FIN^|^C
866^|^FIN^|^C
867^|^FIN^|^C
868^|^FIN^|^C
869^|^FIN^|^C
870^|^FIN^|^C
871^|^FIN^|^C
872^|^FIN^|^C
873^|^FIN^|^C
874^|^FIN^|^C
875^|^FIN^|^C
876^|^FIN^|^C
877^|^FIN^|^C
878^|^FIN^|^C
879^|^FIN^|^C
880^|^FIN^|^C
881^|^FIN^|^C
882^|^FIN^|^C
883^|^FIN^|^C
884^|^FIN^|^C
885^|^FIN^|^C
886^|^FIN^|^C
887^|^FIN^|^C
888^|^FIN^|^C
889^|^FIN^|^C
890^|^FIN^|^C
891^|^FIN^|^C
892^|^FIN^|^C
893^|^FIN^|^C
894^|^FIN^|^C
895^|^FIN^|^C
896^|^FIN^|^C
897^|^FIN^|^C
898^|^FIN^|^C
899^|^FIN^|^C
900^|^FIN^|^C
901^|^FIN^|^C
902^|^FIN^|^C
903^|^FIN^|^C
904^|^FIN^|^C
905^|^FIN^|^C
906^|^FIN^|^C
907^|^FIN^|^C
908^|^FIN^|^C
909^|^FIN^|^C
910^|^FIN^|^C
911^|^FIN^|^C
912^|^FIN^|^C
913^|^FIN^|^C
914^|^FIN^|^C
915^|^FIN^|^C
916^|^FIN^|^C
917^|^FIN^|^C
918^|^FIN^|^C
919^|^FIN^|^C
920^|^FIN^|^C
921^|^FIN^|^C
922^|^FIN^|^C
923^|^FIN^|^C
924^|^FIN^|^C
925^|^FIN^|^C
926^|^FIN^|^C
927^|^FIN^|^C
928^|^FIN^|^C
929^|^FIN^|^C
930^|^FIN^|^C
931^|^FIN^|^C
932^|^FIN^|^C
933^|^FIN^|^C
934^|^FIN^|^C
935^|^FIN^|^C
936^|^FIN^|^C
937^|^FIN^|^C
938^|^FIN^|^C
939^|^FIN^|^C
940^|^FIN^|^C
941^|^FIN^|^C
942^|^FIN^|^C
943^|^FIN^|^C
944^|^FIN^|^C
945^|^FIN^|^C
946^|^FIN^|^C
947^|^FIN^|^C
948^|^FIN^|^C
949^|^FIN^|^C
950^|^FIN^|^C
951^|^FIN^|^C
952^|^FIN^|^C
953^|^FIN^|^C
954^|^FIN^|^C
955^|^FIN^|^C
956^|^FIN^|^C
957^|^FIN^|^C
958^|^FIN^|^C
959^|^FIN^|^C
960^|^FIN^|^C
961^|^FIN^|^C
962^|^FIN^|^C
963^|^FIN^|^C
964^|^FIN^|^C
965^|^FIN^|^C
966^|^FIN^|^C
967^|^FIN^|^C
968^|^FIN^|^C
969^|^FIN^|^C
970^|^FIN^|^C
971^|^FIN^|^C
972^|^FIN^|^C
973^|^FIN^|^C
974^|^FIN^|^C
975^|^FIN^|^C
976^|^FIN^|^C
977^|^FIN^|^C
978^|^FIN^|^C
979^|^FIN^|^C
980^|^FIN^|^C
981^|^FIN^|^C
982^|^FIN^|^C
983^|^FIN^|^C
984^|^FIN^|^C
985^|^FIN^|^C
986^|^FIN^|^C
987^|^FIN^|^C
988^|^FIN^|^C
989^|^FIN^|^C
990^|^FIN^|^C
991^|^FIN^|^C
992^|^FIN^|^C
993^|^FIN^|^C
994^|^FIN^|^C
995^|^FIN^|^C
996^|^FIN^|^C
997^|^FIN^|^C
998^|^FIN^|^C
999^|^FIN^|^C
1000^|^FIN^|^C
1001^|^FIN^|^C
1002^|^FIN^|^C
1003^|^FIN^|^C
1004^|^FIN^|^C
1005^|^FIN^|^C
1006^|^FIN^|^C
1007^|^FIN^|^C
1008^|^FIN^|^C
1009^|^FIN^|^C
1010^|^FIN^|^C
1011^|^FIN^|^C
1012^|^FIN^|^C
1013^|^FIN^|^C
1014^|^FIN^|^C
1015^|^FIN^|^C
1016^|^FIN^|^C
1017^|^FIN^|^C
1018^|^FIN^|^C
1019^|^FIN^|^C
1020^|^FIN^|^C
1021^|^FIN^|^C
1022^|^FIN^|^C
1023^|^FIN^|^C
1024^|^FIN^|^C
1025^|^FIN^|^C
1026^|^FIN^|^C
1027^|^FIN^|^C
1028^|^FIN^|^C
1029^|^FIN^|^C
1030^|^FIN^|^C
1031^|^FIN^|^C
1032^|^FIN^|^C
1033^|^FIN^|^C
1034^|^FIN^|^C
1035^|^FIN^|^C
1036^|^FIN^|^C
1037^|^FIN^|^C
1038^|^FIN^|^C
1039^|^FIN^|^C
1040^|^FIN^|^C
1041^|^FIN^|^C
1042^|^FIN^|^C
1043^|^FIN^|^C
1044^|^FIN^|^C
1045^|^FIN^|^C
1046^|^FIN^|^C
1047^|^FIN^|^C
1048^|^FIN^|^C
1049^|^FIN^|^C
1050^|^FIN^|^C
1051^|^FIN^|^C
1052^|^FIN^|^C
1053^|^FIN^|^C
1054^|^FIN^|^C
1055^|^FIN^|^C
1056^|^FIN^|^C
1057^|^FIN^|^C
1058^|^FIN^|^C
1059^|^FIN^|^C
1060^|^FIN^|^C
1061^|^FIN^|^C
1062^|^FIN^|^C
1063^|^FIN^|^C
1064^|^FIN^|^C
1065^|^FIN^|^C
1066^|^FIN^|^C
1067^|^FIN^|^C
1068^|^FIN^|^C
1069^|^FIN^|^C
1070^|^FIN^|^C
1071^|^FIN^|^C
1072^|^FIN^|^C
1073^|^FIN^|^C
1074^|^FIN^|^C
1075^|^FIN^|^C
1076^|^FIN^|^C
1077^|^FIN^|^C
1078^|^FIN^|^C
1079^|^FIN^|^C
1080^|^FIN^|^C
1081^|^FIN^|^C
1082^|^FIN^|^C
1083^|^FIN^|^C
1084^|^FIN^|^C
1085^|^FIN^|^C
1086^|^FIN^|^C
1087^|^FIN^|^C
1088^|^FIN^|^C
1089^|^FIN^|^C
