footprint_id^|^postal_code_num^|^city_name^|^city_suffix_name^|^district_name^|^street_name^|^house_num^|^house_num_modifier_val^|^kgs44_id^|^x_wgs84^|^y_wgs84^|^x_gk3^|^y_gk3^|^household_cnt^|^address_data_server_id^|^mktbil_cab_line_int_cd^|^mktbil_cab_line_dig_cd^|^mktbil_cab_line_anl_cd^|^mktbil_dtr_cab_line_int_cnt^|^tech_avail_cab_line_int_cd^|^tech_avail_cab_line_dig_cd^|^tech_avail_cab_line_anl_cd^|^feedback_chnl_ind^|^adsl_accs_line_bw_qty^|^adsl_bitstream_accs_bw_qty^|^vdsl_accs_line_bw_qty^|^vdsl_bitstream_accs_bw_qty^|^vdsl_vectoring_ind^|^lte_bw_qty^|^lte_indoor_outdoor_cd^|^lte_load_cnt^|^homes_passed_street_cnt^|^homes_passed_building_cnt^|^cab_line_int_apart_unit_cnt^|^cab_line_dig_apart_unit_cnt^|^cab_line_anl_apart_unit_cnt^|^dsl_apart_unit_cnt^|^lte_apart_unit_cnt^|^potential_bw_qty^|^vdsl_dtag_plan_dt^|^kabelscore_pct^|^mktbil_hybrid_fiber_coax_ind^|^vdsl_accs_line_fp_ind^|^vdsl_bitstream_accs_fp_ind^|^vdsl_vectoring_fp_ind^|^adsl_accs_line_fp_ind^|^adsl_bitstream_accs_fp_ind^|^lte_fix_fp_ind^|^potential_tech_cd^|^potential_contact_type_cd^|^branch_num^|^ip_tv_cd^|^ip_tv_potential_ind^|^g3g_cd^|^gsm_cd^|^is_deleted_ind^|^accuracy_id^|^di_gui^|^dwh_load_date
67^|^50735^|^HYT^|^0^|^NIEHL^|^AufdemHeidenberg^|^9^|^0^|^8776^|^8^|^15961383^|^3.367^|^5.703^|^58^|^58^|^0^|^0^|^0^|^58^|^0^|^0^|^16011^|^1^|^58^|^58^|^58^|^58^|^58^|^58^|^0^|^58^|^58^|^58^|^58^|^58^|^58^|^58^|^58^|^58^|^20130913^|^11.11^|^58^|^58^|^58^|^58^|^58^|^58^|^58^|^NW^|^N^|^0^|^HSDP^|^15^|^N^|^6.95689^|^0^|^5^|^109.20944^|^20130213
68^|^50735^|^HYT^|^0^|^NIEHL^|^AufdemHeidenberg^|^9^|^0^|^8777^|^8^|^15961384^|^3.367^|^5.703^|^59^|^59^|^0^|^0^|^0^|^59^|^0^|^0^|^16012^|^1^|^59^|^59^|^59^|^59^|^59^|^59^|^0^|^59^|^59^|^59^|^59^|^59^|^59^|^59^|^59^|^59^|^20131106^|^11.11^|^59^|^59^|^59^|^59^|^59^|^59^|^59^|^NW^|^N^|^0^|^HSDP^|^16^|^N^|^6.95689^|^1^|^5^|^109.20944^|^20130216
69^|^50735^|^HYT^|^0^|^NIEHL^|^AufdemHeidenberg^|^9^|^0^|^8778^|^8^|^15961385^|^3.367^|^5.703^|^60^|^60^|^0^|^0^|^0^|^60^|^0^|^0^|^16013^|^1^|^60^|^60^|^60^|^60^|^60^|^60^|^0^|^60^|^60^|^60^|^60^|^60^|^60^|^60^|^60^|^60^|^20130516^|^11.11^|^60^|^60^|^60^|^60^|^60^|^60^|^60^|^NW^|^N^|^0^|^HSDP^|^17^|^N^|^6.95689^|^0^|^5^|^109.20944^|^20130904
70^|^50735^|^HYT^|^0^|^NIEHL^|^AufdemHeidenberg^|^9^|^0^|^8779^|^8^|^15961386^|^3.367^|^5.703^|^61^|^61^|^0^|^0^|^0^|^61^|^0^|^0^|^16014^|^1^|^61^|^61^|^61^|^61^|^61^|^61^|^0^|^61^|^61^|^61^|^61^|^61^|^61^|^61^|^61^|^61^|^20131023^|^11.11^|^61^|^61^|^61^|^61^|^61^|^61^|^61^|^W^|^N^|^0^|^HSDP^|^18^|^N^|^6.95689^|^1^|^5^|^109.20944^|^20130506
71^|^50735^|^HYT^|^0^|^NIEHL^|^AufdemHeidenberg^|^9^|^0^|^8780^|^8^|^15961387^|^3.367^|^5.703^|^62^|^62^|^0^|^0^|^0^|^62^|^0^|^0^|^16015^|^1^|^62^|^62^|^62^|^62^|^62^|^62^|^0^|^62^|^62^|^62^|^62^|^62^|^62^|^62^|^62^|^62^|^20130628^|^11.11^|^62^|^62^|^62^|^62^|^62^|^62^|^62^|^NW^|^N^|^0^|^HSDP^|^19^|^N^|^6.95689^|^0^|^5^|^109.20944^|^20131225
72^|^50735^|^HYT^|^0^|^NIEHL^|^AufdemHeidenberg^|^9^|^0^|^8781^|^8^|^15961388^|^3.367^|^5.703^|^63^|^63^|^0^|^0^|^0^|^63^|^0^|^0^|^16016^|^1^|^63^|^63^|^63^|^63^|^63^|^63^|^0^|^63^|^63^|^63^|^63^|^63^|^63^|^63^|^63^|^63^|^20130404^|^11.11^|^63^|^63^|^63^|^63^|^63^|^63^|^63^|^NW^|^N^|^0^|^HSDP^|^20^|^N^|^6.95689^|^0^|^5^|^109.20944^|^20130112
73^|^50735^|^HYT^|^0^|^NIEHL^|^AufdemHeidenberg^|^9^|^0^|^8782^|^8^|^15961389^|^3.367^|^5.703^|^64^|^64^|^0^|^0^|^0^|^64^|^0^|^0^|^16017^|^1^|^64^|^64^|^64^|^64^|^64^|^64^|^0^|^64^|^64^|^64^|^64^|^64^|^64^|^64^|^64^|^64^|^20131217^|^11.11^|^64^|^64^|^64^|^64^|^64^|^64^|^64^|^NW^|^N^|^0^|^HSDP^|^21^|^N^|^6.95689^|^1^|^5^|^109.20944^|^20131203
74^|^50735^|^HYT^|^0^|^NIEHL^|^AufdemHeidenberg^|^9^|^0^|^8783^|^8^|^15961390^|^3.367^|^5.703^|^65^|^65^|^0^|^0^|^0^|^65^|^0^|^0^|^16018^|^1^|^65^|^65^|^65^|^65^|^65^|^65^|^0^|^65^|^65^|^65^|^65^|^65^|^65^|^65^|^65^|^65^|^20130123^|^11.11^|^65^|^65^|^65^|^65^|^65^|^65^|^65^|^NW^|^N^|^0^|^HSDP^|^22^|^N^|^6.95689^|^1^|^5^|^109.20944^|^20130902
75^|^50735^|^HYT^|^0^|^NIEHL^|^AufdemHeidenberg^|^9^|^0^|^8784^|^8^|^15961391^|^3.367^|^5.703^|^66^|^66^|^0^|^0^|^0^|^66^|^0^|^0^|^16019^|^1^|^66^|^66^|^66^|^66^|^66^|^66^|^0^|^66^|^66^|^66^|^66^|^66^|^66^|^66^|^66^|^66^|^20130117^|^11.11^|^66^|^66^|^66^|^66^|^66^|^66^|^66^|^NW^|^N^|^0^|^HSDP^|^23^|^N^|^6.95689^|^1^|^5^|^109.20944^|^20130908
76^|^50735^|^HYT^|^0^|^NIEHL^|^AufdemHeidenberg^|^9^|^0^|^8785^|^8^|^15961392^|^3.367^|^5.703^|^67^|^67^|^0^|^0^|^0^|^67^|^0^|^0^|^16020^|^1^|^67^|^67^|^67^|^67^|^67^|^67^|^0^|^67^|^67^|^67^|^67^|^67^|^67^|^67^|^67^|^67^|^20130624^|^11.11^|^67^|^67^|^67^|^67^|^67^|^67^|^67^|^W^|^N^|^0^|^HSDP^|^24^|^N^|^6.95689^|^1^|^5^|^109.20944^|^20131214
77^|^50735^|^HYT^|^0^|^NIEHL^|^AufdemHeidenberg^|^9^|^0^|^8786^|^8^|^15961393^|^3.367^|^5.703^|^68^|^68^|^0^|^0^|^0^|^68^|^0^|^0^|^16021^|^1^|^68^|^68^|^68^|^68^|^68^|^68^|^0^|^68^|^68^|^68^|^68^|^68^|^68^|^68^|^68^|^68^|^20130201^|^11.11^|^68^|^68^|^68^|^68^|^68^|^68^|^68^|^NW^|^N^|^0^|^HSDP^|^25^|^N^|^6.95689^|^0^|^5^|^109.20944^|^20130228
78^|^50735^|^HYT^|^0^|^NIEHL^|^AufdemHeidenberg^|^9^|^0^|^8787^|^8^|^15961394^|^3.367^|^5.703^|^69^|^69^|^0^|^0^|^0^|^69^|^0^|^0^|^16022^|^1^|^69^|^69^|^69^|^69^|^69^|^69^|^0^|^69^|^69^|^69^|^69^|^69^|^69^|^69^|^69^|^69^|^20131005^|^11.11^|^69^|^69^|^69^|^69^|^69^|^69^|^69^|^NW^|^N^|^0^|^HSDP^|^26^|^N^|^6.95689^|^1^|^5^|^109.20944^|^20130420
79^|^50735^|^HYT^|^0^|^NIEHL^|^AufdemHeidenberg^|^9^|^0^|^8788^|^8^|^15961395^|^3.367^|^5.703^|^70^|^70^|^0^|^0^|^0^|^70^|^0^|^0^|^16023^|^1^|^70^|^70^|^70^|^70^|^70^|^70^|^0^|^70^|^70^|^70^|^70^|^70^|^70^|^70^|^70^|^70^|^20130729^|^11.11^|^70^|^70^|^70^|^70^|^70^|^70^|^70^|^NW^|^N^|^0^|^HSDP^|^27^|^N^|^6.95689^|^0^|^5^|^109.20944^|^20130223
80^|^50735^|^HYT^|^0^|^NIEHL^|^AufdemHeidenberg^|^9^|^0^|^8789^|^8^|^15961396^|^3.367^|^5.703^|^71^|^71^|^0^|^0^|^0^|^71^|^0^|^0^|^16024^|^1^|^71^|^71^|^71^|^71^|^71^|^71^|^0^|^71^|^71^|^71^|^71^|^71^|^71^|^71^|^71^|^71^|^20130122^|^11.11^|^71^|^71^|^71^|^71^|^71^|^71^|^71^|^W^|^N^|^0^|^HSDP^|^28^|^N^|^6.95689^|^0^|^5^|^109.20944^|^20131216
81^|^50735^|^HYT^|^0^|^NIEHL^|^AufdemHeidenberg^|^9^|^0^|^8790^|^8^|^15961397^|^3.367^|^5.703^|^72^|^72^|^0^|^0^|^0^|^72^|^0^|^0^|^16025^|^1^|^72^|^72^|^72^|^72^|^72^|^72^|^0^|^72^|^72^|^72^|^72^|^72^|^72^|^72^|^72^|^72^|^20130524^|^11.11^|^72^|^72^|^72^|^72^|^72^|^72^|^72^|^NW^|^N^|^0^|^HSDP^|^29^|^N^|^6.95689^|^0^|^5^|^109.20944^|^20130910
82^|^50735^|^HYT^|^0^|^NIEHL^|^AufdemHeidenberg^|^9^|^0^|^8791^|^8^|^15961398^|^3.367^|^5.703^|^73^|^73^|^0^|^0^|^0^|^73^|^0^|^0^|^16026^|^1^|^73^|^73^|^73^|^73^|^73^|^73^|^0^|^73^|^73^|^73^|^73^|^73^|^73^|^73^|^73^|^73^|^20130122^|^11.11^|^73^|^73^|^73^|^73^|^73^|^73^|^73^|^NW^|^N^|^0^|^HSDP^|^30^|^N^|^6.95689^|^1^|^5^|^109.20944^|^20130816
83^|^50735^|^HYT^|^0^|^NIEHL^|^AufdemHeidenberg^|^9^|^0^|^8792^|^8^|^15961399^|^3.367^|^5.703^|^74^|^74^|^0^|^0^|^0^|^74^|^0^|^0^|^16027^|^1^|^74^|^74^|^74^|^74^|^74^|^74^|^0^|^74^|^74^|^74^|^74^|^74^|^74^|^74^|^74^|^74^|^20130821^|^11.11^|^74^|^74^|^74^|^74^|^74^|^74^|^74^|^W^|^N^|^0^|^HSDP^|^31^|^N^|^6.95689^|^0^|^5^|^109.20944^|^20130830
84^|^50735^|^HYT^|^0^|^NIEHL^|^AufdemHeidenberg^|^9^|^0^|^8793^|^8^|^15961400^|^3.367^|^5.703^|^75^|^75^|^0^|^0^|^0^|^75^|^0^|^0^|^16028^|^1^|^75^|^75^|^75^|^75^|^75^|^75^|^0^|^75^|^75^|^75^|^75^|^75^|^75^|^75^|^75^|^75^|^20130222^|^11.11^|^75^|^75^|^75^|^75^|^75^|^75^|^75^|^NW^|^N^|^0^|^HSDP^|^32^|^N^|^6.95689^|^0^|^5^|^109.20944^|^20130712
85^|^50735^|^HYT^|^0^|^NIEHL^|^AufdemHeidenberg^|^9^|^0^|^8794^|^8^|^15961401^|^3.367^|^5.703^|^76^|^76^|^0^|^0^|^0^|^76^|^0^|^0^|^16029^|^1^|^76^|^76^|^76^|^76^|^76^|^76^|^0^|^76^|^76^|^76^|^76^|^76^|^76^|^76^|^76^|^76^|^20130331^|^11.11^|^76^|^76^|^76^|^76^|^76^|^76^|^76^|^W^|^N^|^0^|^HSDP^|^33^|^N^|^6.95689^|^1^|^5^|^109.20944^|^20130718
86^|^50735^|^HYT^|^0^|^NIEHL^|^AufdemHeidenberg^|^9^|^0^|^8795^|^8^|^15961402^|^3.367^|^5.703^|^77^|^77^|^0^|^0^|^0^|^77^|^0^|^0^|^16030^|^1^|^77^|^77^|^77^|^77^|^77^|^77^|^0^|^77^|^77^|^77^|^77^|^77^|^77^|^77^|^77^|^77^|^20131014^|^11.11^|^77^|^77^|^77^|^77^|^77^|^77^|^77^|^W^|^N^|^0^|^HSDP^|^34^|^N^|^6.95689^|^1^|^5^|^109.20944^|^20130916
87^|^50735^|^HYT^|^0^|^NIEHL^|^AufdemHeidenberg^|^9^|^0^|^8796^|^8^|^15961403^|^3.367^|^5.703^|^78^|^78^|^0^|^0^|^0^|^78^|^0^|^0^|^16031^|^1^|^78^|^78^|^78^|^78^|^78^|^78^|^0^|^78^|^78^|^78^|^78^|^78^|^78^|^78^|^78^|^78^|^20130506^|^11.11^|^78^|^78^|^78^|^78^|^78^|^78^|^78^|^W^|^N^|^0^|^HSDP^|^35^|^N^|^6.95689^|^1^|^5^|^109.20944^|^20131127
88^|^50735^|^HYT^|^0^|^NIEHL^|^AufdemHeidenberg^|^9^|^0^|^8797^|^8^|^15961404^|^3.367^|^5.703^|^79^|^79^|^0^|^0^|^0^|^79^|^0^|^0^|^16032^|^1^|^79^|^79^|^79^|^79^|^79^|^79^|^0^|^79^|^79^|^79^|^79^|^79^|^79^|^79^|^79^|^79^|^20130328^|^11.11^|^79^|^79^|^79^|^79^|^79^|^79^|^79^|^W^|^N^|^0^|^HSDP^|^36^|^N^|^6.95689^|^0^|^5^|^109.20944^|^20130128
89^|^50735^|^HYT^|^0^|^NIEHL^|^AufdemHeidenberg^|^9^|^0^|^8798^|^8^|^15961405^|^3.367^|^5.703^|^80^|^80^|^0^|^0^|^0^|^80^|^0^|^0^|^16033^|^1^|^80^|^80^|^80^|^80^|^80^|^80^|^0^|^80^|^80^|^80^|^80^|^80^|^80^|^80^|^80^|^80^|^20130907^|^11.11^|^80^|^80^|^80^|^80^|^80^|^80^|^80^|^W^|^N^|^0^|^HSDP^|^37^|^N^|^6.95689^|^1^|^5^|^109.20944^|^20130704
90^|^50735^|^HYT^|^0^|^NIEHL^|^AufdemHeidenberg^|^9^|^0^|^8799^|^8^|^15961406^|^3.367^|^5.703^|^81^|^81^|^0^|^0^|^0^|^81^|^0^|^0^|^16034^|^1^|^81^|^81^|^81^|^81^|^81^|^81^|^0^|^81^|^81^|^81^|^81^|^81^|^81^|^81^|^81^|^81^|^20130918^|^11.11^|^81^|^81^|^81^|^81^|^81^|^81^|^81^|^NW^|^N^|^0^|^HSDP^|^38^|^N^|^6.95689^|^1^|^5^|^109.20944^|^20130928
91^|^50735^|^HYT^|^0^|^NIEHL^|^AufdemHeidenberg^|^9^|^0^|^8800^|^8^|^15961407^|^3.367^|^5.703^|^82^|^82^|^0^|^0^|^0^|^82^|^0^|^0^|^16035^|^1^|^82^|^82^|^82^|^82^|^82^|^82^|^0^|^82^|^82^|^82^|^82^|^82^|^82^|^82^|^82^|^82^|^20130217^|^11.11^|^82^|^82^|^82^|^82^|^82^|^82^|^82^|^NW^|^N^|^0^|^HSDP^|^39^|^N^|^6.95689^|^1^|^5^|^109.20944^|^20130426
92^|^50735^|^HYT^|^0^|^NIEHL^|^AufdemHeidenberg^|^9^|^0^|^8801^|^8^|^15961408^|^3.367^|^5.703^|^83^|^83^|^0^|^0^|^0^|^83^|^0^|^0^|^16036^|^1^|^83^|^83^|^83^|^83^|^83^|^83^|^0^|^83^|^83^|^83^|^83^|^83^|^83^|^83^|^83^|^83^|^20130705^|^11.11^|^83^|^83^|^83^|^83^|^83^|^83^|^83^|^W^|^N^|^0^|^HSDP^|^40^|^N^|^6.95689^|^0^|^5^|^109.20944^|^20130221
93^|^50735^|^HYT^|^0^|^NIEHL^|^AufdemHeidenberg^|^9^|^0^|^8802^|^8^|^15961409^|^3.367^|^5.703^|^84^|^84^|^0^|^0^|^0^|^84^|^0^|^0^|^16037^|^1^|^84^|^84^|^84^|^84^|^84^|^84^|^0^|^84^|^84^|^84^|^84^|^84^|^84^|^84^|^84^|^84^|^20131203^|^11.11^|^84^|^84^|^84^|^84^|^84^|^84^|^84^|^W^|^N^|^0^|^HSDP^|^41^|^N^|^6.95689^|^0^|^5^|^109.20944^|^20131017
94^|^50735^|^HYT^|^0^|^NIEHL^|^AufdemHeidenberg^|^9^|^0^|^8803^|^8^|^15961410^|^3.367^|^5.703^|^85^|^85^|^0^|^0^|^0^|^85^|^0^|^0^|^16038^|^1^|^85^|^85^|^85^|^85^|^85^|^85^|^0^|^85^|^85^|^85^|^85^|^85^|^85^|^85^|^85^|^85^|^20130514^|^11.11^|^85^|^85^|^85^|^85^|^85^|^85^|^85^|^W^|^N^|^0^|^HSDP^|^42^|^N^|^6.95689^|^1^|^5^|^109.20944^|^20130728
95^|^50735^|^HYT^|^0^|^NIEHL^|^AufdemHeidenberg^|^9^|^0^|^8804^|^8^|^15961411^|^3.367^|^5.703^|^86^|^86^|^0^|^0^|^0^|^86^|^0^|^0^|^16039^|^1^|^86^|^86^|^86^|^86^|^86^|^86^|^0^|^86^|^86^|^86^|^86^|^86^|^86^|^86^|^86^|^86^|^20130508^|^11.11^|^86^|^86^|^86^|^86^|^86^|^86^|^86^|^NW^|^N^|^0^|^HSDP^|^43^|^N^|^6.95689^|^0^|^5^|^109.20944^|^20131011
96^|^50735^|^HYT^|^0^|^NIEHL^|^AufdemHeidenberg^|^9^|^0^|^8805^|^8^|^15961412^|^3.367^|^5.703^|^87^|^87^|^0^|^0^|^0^|^87^|^0^|^0^|^16040^|^1^|^87^|^87^|^87^|^87^|^87^|^87^|^0^|^87^|^87^|^87^|^87^|^87^|^87^|^87^|^87^|^87^|^20130627^|^11.11^|^87^|^87^|^87^|^87^|^87^|^87^|^87^|^NW^|^N^|^0^|^HSDP^|^44^|^N^|^6.95689^|^1^|^5^|^109.20944^|^20130417
97^|^50735^|^HYT^|^0^|^NIEHL^|^AufdemHeidenberg^|^9^|^0^|^8806^|^8^|^15961413^|^3.367^|^5.703^|^88^|^88^|^0^|^0^|^0^|^88^|^0^|^0^|^16041^|^1^|^88^|^88^|^88^|^88^|^88^|^88^|^0^|^88^|^88^|^88^|^88^|^88^|^88^|^88^|^88^|^88^|^20130309^|^11.11^|^88^|^88^|^88^|^88^|^88^|^88^|^88^|^W^|^N^|^0^|^HSDP^|^45^|^N^|^6.95689^|^1^|^5^|^109.20944^|^20130610
98^|^50735^|^HYT^|^0^|^NIEHL^|^AufdemHeidenberg^|^9^|^0^|^8807^|^8^|^15961414^|^3.367^|^5.703^|^89^|^89^|^0^|^0^|^0^|^89^|^0^|^0^|^16042^|^1^|^89^|^89^|^89^|^89^|^89^|^89^|^0^|^89^|^89^|^89^|^89^|^89^|^89^|^89^|^89^|^89^|^20131225^|^11.11^|^89^|^89^|^89^|^89^|^89^|^89^|^89^|^W^|^N^|^0^|^HSDP^|^46^|^N^|^6.95689^|^0^|^5^|^109.20944^|^20130611
99^|^50735^|^HYT^|^0^|^NIEHL^|^AufdemHeidenberg^|^9^|^0^|^8808^|^8^|^15961415^|^3.367^|^5.703^|^90^|^90^|^0^|^0^|^0^|^90^|^0^|^0^|^16043^|^1^|^90^|^90^|^90^|^90^|^90^|^90^|^0^|^90^|^90^|^90^|^90^|^90^|^90^|^90^|^90^|^90^|^20131008^|^11.11^|^90^|^90^|^90^|^90^|^90^|^90^|^90^|^NW^|^N^|^0^|^HSDP^|^47^|^N^|^6.95689^|^1^|^5^|^109.20944^|^20131227
100^|^50735^|^HYT^|^0^|^NIEHL^|^AufdemHeidenberg^|^9^|^0^|^8809^|^8^|^15961416^|^3.367^|^5.703^|^91^|^91^|^0^|^0^|^0^|^91^|^0^|^0^|^16044^|^1^|^91^|^91^|^91^|^91^|^91^|^91^|^0^|^91^|^91^|^91^|^91^|^91^|^91^|^91^|^91^|^91^|^20130912^|^11.11^|^91^|^91^|^91^|^91^|^91^|^91^|^91^|^W^|^N^|^0^|^HSDP^|^48^|^N^|^6.95689^|^0^|^5^|^109.20944^|^20131001
