contactlist_id^|^contact_channel^|^last_contact_date^|^last_contact_state^|^number_of_contacts_last_month^|^customer_id^|^subscr_num^|^cust_num^|^aggr_level_cd
968240^|^SMS^|^20170719^|^Ordered^|^2^|^46189123^|^GSM^|^123123155^|^subscriber
968241^|^SMS^|^20170316^|^Ordered^|^1^|^46189124^|^GSM^|^123123156^|^household
968242^|^SMS^|^20170122^|^Ordered^|^1^|^46189125^|^GSM^|^123123157^|^subscriber
968243^|^SMS^|^20170210^|^Ordered^|^2^|^46189126^|^GSM^|^123123158^|^household
968244^|^SMS^|^20170205^|^Ordered^|^2^|^46189127^|^GSM^|^123123159^|^subscriber
968245^|^SMS^|^20170519^|^Ordered^|^2^|^46189128^|^GSM^|^123123160^|^household
968246^|^SMS^|^20170523^|^Ordered^|^1^|^46189129^|^GSM^|^123123161^|^subscriber
968247^|^SMS^|^20170204^|^Ordered^|^1^|^46189130^|^GSM^|^123123162^|^subscriber
968248^|^SMS^|^20170428^|^Ordered^|^2^|^46189131^|^GSM^|^123123163^|^subscriber
968249^|^SMS^|^20170209^|^Ordered^|^2^|^46189132^|^GSM^|^123123164^|^customer
968250^|^SMS^|^20170815^|^Ordered^|^1^|^46189133^|^GSM^|^123123165^|^subscriber
968251^|^SMS^|^20170818^|^Ordered^|^2^|^46189134^|^GSM^|^123123166^|^household
968252^|^SMS^|^20170614^|^Ordered^|^1^|^46189135^|^GSM^|^123123167^|^customer
968253^|^SMS^|^20170804^|^Ordered^|^1^|^46189136^|^GSM^|^123123168^|^customer
968254^|^SMS^|^20170418^|^Ordered^|^2^|^46189137^|^GSM^|^123123169^|^subscriber
968255^|^SMS^|^20170623^|^Ordered^|^1^|^46189138^|^GSM^|^123123170^|^subscriber
968256^|^SMS^|^20170422^|^Ordered^|^2^|^46189139^|^GSM^|^123123171^|^subscriber
968257^|^SMS^|^20170302^|^Ordered^|^2^|^46189140^|^GSM^|^123123172^|^customer
968258^|^SMS^|^20170617^|^Ordered^|^1^|^46189141^|^GSM^|^123123173^|^household
968259^|^SMS^|^20170730^|^Ordered^|^1^|^46189142^|^GSM^|^123123174^|^household
968260^|^SMS^|^20170113^|^Ordered^|^1^|^46189143^|^GSM^|^123123175^|^household
968261^|^SMS^|^20170201^|^Ordered^|^2^|^46189144^|^GSM^|^123123176^|^customer
968262^|^SMS^|^20170209^|^Ordered^|^1^|^46189145^|^GSM^|^123123177^|^household
968263^|^SMS^|^20170501^|^Ordered^|^2^|^46189146^|^GSM^|^123123178^|^household
968264^|^SMS^|^20170510^|^Ordered^|^1^|^46189147^|^GSM^|^123123179^|^subscriber
968265^|^SMS^|^20170617^|^Ordered^|^2^|^46189148^|^GSM^|^123123180^|^subscriber
968266^|^SMS^|^20170617^|^Ordered^|^2^|^46189149^|^GSM^|^123123181^|^customer
968267^|^SMS^|^20170207^|^Ordered^|^1^|^46189150^|^GSM^|^123123182^|^household
968268^|^SMS^|^20170115^|^Ordered^|^2^|^46189151^|^GSM^|^123123183^|^household
968269^|^SMS^|^20170204^|^Ordered^|^1^|^46189152^|^GSM^|^123123184^|^subscriber
968270^|^SMS^|^20170125^|^Ordered^|^2^|^46189153^|^GSM^|^123123185^|^household
968271^|^SMS^|^20170818^|^Ordered^|^2^|^46189154^|^GSM^|^123123186^|^customer
968272^|^SMS^|^20170427^|^Ordered^|^1^|^46189155^|^GSM^|^123123187^|^subscriber
968273^|^SMS^|^20170501^|^Ordered^|^1^|^46189156^|^GSM^|^123123188^|^subscriber
968274^|^SMS^|^20170527^|^Ordered^|^1^|^46189157^|^GSM^|^123123189^|^household
968275^|^SMS^|^20170824^|^Ordered^|^1^|^46189158^|^GSM^|^123123190^|^customer
968276^|^SMS^|^20170717^|^Ordered^|^1^|^46189159^|^GSM^|^123123191^|^household
968277^|^SMS^|^20170522^|^Ordered^|^2^|^46189160^|^GSM^|^123123192^|^subscriber
968278^|^SMS^|^20170722^|^Ordered^|^1^|^46189161^|^GSM^|^123123193^|^customer
968279^|^SMS^|^20170328^|^Ordered^|^1^|^46189162^|^GSM^|^123123194^|^subscriber
968280^|^SMS^|^20170727^|^Ordered^|^2^|^46189163^|^GSM^|^123123195^|^subscriber
968281^|^SMS^|^20170103^|^Ordered^|^1^|^46189164^|^GSM^|^123123196^|^subscriber
968282^|^SMS^|^20170822^|^Ordered^|^1^|^46189165^|^GSM^|^123123197^|^subscriber
968283^|^SMS^|^20170424^|^Ordered^|^2^|^46189166^|^GSM^|^123123198^|^subscriber
968284^|^SMS^|^20170417^|^Ordered^|^2^|^46189167^|^GSM^|^123123199^|^customer
968285^|^SMS^|^20170126^|^Ordered^|^2^|^46189168^|^GSM^|^123123200^|^subscriber
968286^|^SMS^|^20170830^|^Ordered^|^2^|^46189169^|^GSM^|^123123201^|^customer
968287^|^SMS^|^20170819^|^Ordered^|^2^|^46189170^|^GSM^|^123123202^|^subscriber
968288^|^SMS^|^20170428^|^Ordered^|^2^|^46189171^|^GSM^|^123123203^|^customer
968289^|^SMS^|^20170326^|^Ordered^|^1^|^46189172^|^GSM^|^123123204^|^subscriber
968290^|^SMS^|^20170510^|^Ordered^|^1^|^46189173^|^GSM^|^123123205^|^household
968291^|^SMS^|^20170603^|^Ordered^|^1^|^46189174^|^GSM^|^123123206^|^subscriber
968292^|^SMS^|^20170713^|^Ordered^|^2^|^46189175^|^GSM^|^123123207^|^household
968293^|^SMS^|^20170428^|^Ordered^|^1^|^46189176^|^GSM^|^123123208^|^subscriber
968294^|^SMS^|^20170103^|^Ordered^|^1^|^46189177^|^GSM^|^123123209^|^subscriber
968295^|^SMS^|^20170803^|^Ordered^|^2^|^46189178^|^GSM^|^123123210^|^subscriber
968296^|^SMS^|^20170806^|^Ordered^|^1^|^46189179^|^GSM^|^123123211^|^subscriber
968297^|^SMS^|^20170118^|^Ordered^|^1^|^46189180^|^GSM^|^123123212^|^subscriber
968298^|^SMS^|^20170124^|^Ordered^|^2^|^46189181^|^GSM^|^123123213^|^subscriber
968299^|^SMS^|^20170517^|^Ordered^|^2^|^46189182^|^GSM^|^123123214^|^customer
968300^|^SMS^|^20170310^|^Ordered^|^2^|^46189183^|^GSM^|^123123215^|^subscriber
968301^|^SMS^|^20170622^|^Ordered^|^2^|^46189184^|^GSM^|^123123216^|^customer
968302^|^SMS^|^20170427^|^Ordered^|^2^|^46189185^|^GSM^|^123123217^|^subscriber
968303^|^SMS^|^20170727^|^Ordered^|^2^|^46189186^|^GSM^|^123123218^|^subscriber
968304^|^SMS^|^20170420^|^Ordered^|^1^|^46189187^|^GSM^|^123123219^|^household
968305^|^SMS^|^20170219^|^Ordered^|^1^|^46189188^|^GSM^|^123123220^|^customer
968306^|^SMS^|^20170829^|^Ordered^|^1^|^46189189^|^GSM^|^123123221^|^subscriber
968307^|^SMS^|^20170107^|^Ordered^|^1^|^46189190^|^GSM^|^123123222^|^customer
968308^|^SMS^|^20170508^|^Ordered^|^2^|^46189191^|^GSM^|^123123223^|^subscriber
968309^|^SMS^|^20170704^|^Ordered^|^2^|^46189192^|^GSM^|^123123224^|^household
968310^|^SMS^|^20170425^|^Ordered^|^2^|^46189193^|^GSM^|^123123225^|^household
968311^|^SMS^|^20170122^|^Ordered^|^2^|^46189194^|^GSM^|^123123226^|^customer
968312^|^SMS^|^20170508^|^Ordered^|^2^|^46189195^|^GSM^|^123123227^|^subscriber
968313^|^SMS^|^20170613^|^Ordered^|^1^|^46189196^|^GSM^|^123123228^|^customer
968314^|^SMS^|^20170421^|^Ordered^|^1^|^46189197^|^GSM^|^123123229^|^subscriber
968315^|^SMS^|^20170613^|^Ordered^|^2^|^46189198^|^GSM^|^123123230^|^household
968316^|^SMS^|^20170720^|^Ordered^|^2^|^46189199^|^GSM^|^123123231^|^customer
968317^|^SMS^|^20170731^|^Ordered^|^2^|^46189200^|^GSM^|^123123232^|^household
968318^|^SMS^|^20170210^|^Ordered^|^1^|^46189201^|^GSM^|^123123233^|^household
968319^|^SMS^|^20170320^|^Ordered^|^1^|^46189202^|^GSM^|^123123234^|^subscriber
968320^|^SMS^|^20170727^|^Ordered^|^1^|^46189203^|^GSM^|^123123235^|^subscriber
968321^|^SMS^|^20170511^|^Ordered^|^1^|^46189204^|^GSM^|^123123236^|^customer
968322^|^SMS^|^20170206^|^Ordered^|^1^|^46189205^|^GSM^|^123123237^|^customer
968323^|^SMS^|^20170114^|^Ordered^|^2^|^46189206^|^GSM^|^123123238^|^household
968324^|^SMS^|^20170810^|^Ordered^|^1^|^46189207^|^GSM^|^123123239^|^subscriber
968325^|^SMS^|^20170808^|^Ordered^|^2^|^46189208^|^GSM^|^123123240^|^customer
968326^|^SMS^|^20170619^|^Ordered^|^2^|^46189209^|^GSM^|^123123241^|^customer
968327^|^SMS^|^20170513^|^Ordered^|^1^|^46189210^|^GSM^|^123123242^|^household
968328^|^SMS^|^20170611^|^Ordered^|^2^|^46189211^|^GSM^|^123123243^|^household
968329^|^SMS^|^20170425^|^Ordered^|^2^|^46189212^|^GSM^|^123123244^|^household
968330^|^SMS^|^20170224^|^Ordered^|^1^|^46189213^|^GSM^|^123123245^|^household
968331^|^SMS^|^20170716^|^Ordered^|^1^|^46189214^|^GSM^|^123123246^|^subscriber
968332^|^SMS^|^20170627^|^Ordered^|^1^|^46189215^|^GSM^|^123123247^|^customer
968333^|^SMS^|^20170423^|^Ordered^|^2^|^46189216^|^GSM^|^123123248^|^household
968334^|^SMS^|^20170601^|^Ordered^|^2^|^46189217^|^GSM^|^123123249^|^customer
968335^|^SMS^|^20170718^|^Ordered^|^1^|^46189218^|^GSM^|^123123250^|^subscriber
968336^|^SMS^|^20170802^|^Ordered^|^2^|^46189219^|^GSM^|^123123251^|^customer
968337^|^SMS^|^20170801^|^Ordered^|^1^|^46189220^|^GSM^|^123123252^|^household
968338^|^SMS^|^20170525^|^Ordered^|^2^|^46189221^|^GSM^|^123123253^|^subscriber
968339^|^SMS^|^20170730^|^Ordered^|^1^|^46189222^|^GSM^|^123123254^|^household
968340^|^SMS^|^20170409^|^Ordered^|^2^|^46189223^|^GSM^|^123123255^|^household
968341^|^SMS^|^20170816^|^Ordered^|^2^|^46189224^|^GSM^|^123123256^|^household
968342^|^SMS^|^20170202^|^Ordered^|^2^|^46189225^|^GSM^|^123123257^|^subscriber
968343^|^SMS^|^20170126^|^Ordered^|^2^|^46189226^|^GSM^|^123123258^|^subscriber
968344^|^SMS^|^20170822^|^Ordered^|^1^|^46189227^|^GSM^|^123123259^|^subscriber
968345^|^SMS^|^20170731^|^Ordered^|^1^|^46189228^|^GSM^|^123123260^|^subscriber
968346^|^SMS^|^20170808^|^Ordered^|^1^|^46189229^|^GSM^|^123123261^|^household
968347^|^SMS^|^20170326^|^Ordered^|^1^|^46189230^|^GSM^|^123123262^|^customer
968348^|^SMS^|^20170616^|^Ordered^|^1^|^46189231^|^GSM^|^123123263^|^customer
968349^|^SMS^|^20170722^|^Ordered^|^2^|^46189232^|^GSM^|^123123264^|^customer
968350^|^SMS^|^20170328^|^Ordered^|^2^|^46189233^|^GSM^|^123123265^|^household
968351^|^SMS^|^20170419^|^Ordered^|^2^|^46189234^|^GSM^|^123123266^|^household
968352^|^SMS^|^20170621^|^Ordered^|^2^|^46189235^|^GSM^|^123123267^|^customer
968353^|^SMS^|^20170818^|^Ordered^|^1^|^46189236^|^GSM^|^123123268^|^subscriber
968354^|^SMS^|^20170402^|^Ordered^|^2^|^46189237^|^GSM^|^123123269^|^customer
968355^|^SMS^|^20170131^|^Ordered^|^2^|^46189238^|^GSM^|^123123270^|^customer
968356^|^SMS^|^20170629^|^Ordered^|^1^|^46189239^|^GSM^|^123123271^|^customer
968357^|^SMS^|^20170821^|^Ordered^|^1^|^46189240^|^GSM^|^123123272^|^subscriber
968358^|^SMS^|^20170228^|^Ordered^|^2^|^46189241^|^GSM^|^123123273^|^household
968359^|^SMS^|^20170524^|^Ordered^|^1^|^46189242^|^GSM^|^123123274^|^household
968360^|^SMS^|^20170609^|^Ordered^|^2^|^46189243^|^GSM^|^123123275^|^customer
968361^|^SMS^|^20170330^|^Ordered^|^1^|^46189244^|^GSM^|^123123276^|^household
968362^|^SMS^|^20170518^|^Ordered^|^2^|^46189245^|^GSM^|^123123277^|^household
968363^|^SMS^|^20170114^|^Ordered^|^2^|^46189246^|^GSM^|^123123278^|^subscriber
968364^|^SMS^|^20170428^|^Ordered^|^2^|^46189247^|^GSM^|^123123279^|^subscriber
968365^|^SMS^|^20170120^|^Ordered^|^1^|^46189248^|^GSM^|^123123280^|^household
968366^|^SMS^|^20170721^|^Ordered^|^2^|^46189249^|^GSM^|^123123281^|^household
968367^|^SMS^|^20170321^|^Ordered^|^1^|^46189250^|^GSM^|^123123282^|^household
968368^|^SMS^|^20170521^|^Ordered^|^1^|^46189251^|^GSM^|^123123283^|^household
968369^|^SMS^|^20170411^|^Ordered^|^2^|^46189252^|^GSM^|^123123284^|^household
968370^|^SMS^|^20170419^|^Ordered^|^1^|^46189253^|^GSM^|^123123285^|^household
968371^|^SMS^|^20170324^|^Ordered^|^1^|^46189254^|^GSM^|^123123286^|^household
968372^|^SMS^|^20170225^|^Ordered^|^1^|^46189255^|^GSM^|^123123287^|^subscriber
968373^|^SMS^|^20170123^|^Ordered^|^2^|^46189256^|^GSM^|^123123288^|^subscriber
968374^|^SMS^|^20170617^|^Ordered^|^2^|^46189257^|^GSM^|^123123289^|^household
968375^|^SMS^|^20170807^|^Ordered^|^2^|^46189258^|^GSM^|^123123290^|^subscriber
968376^|^SMS^|^20170512^|^Ordered^|^1^|^46189259^|^GSM^|^123123291^|^household
968377^|^SMS^|^20170820^|^Ordered^|^2^|^46189260^|^GSM^|^123123292^|^customer
968378^|^SMS^|^20170816^|^Ordered^|^1^|^46189261^|^GSM^|^123123293^|^subscriber
968379^|^SMS^|^20170711^|^Ordered^|^2^|^46189262^|^GSM^|^123123294^|^subscriber
968380^|^SMS^|^20170430^|^Ordered^|^1^|^46189263^|^GSM^|^123123295^|^customer
968381^|^SMS^|^20170508^|^Ordered^|^1^|^46189264^|^GSM^|^123123296^|^subscriber
968382^|^SMS^|^20170124^|^Ordered^|^2^|^46189265^|^GSM^|^123123297^|^customer
968383^|^SMS^|^20170316^|^Ordered^|^1^|^46189266^|^GSM^|^123123298^|^household
968384^|^SMS^|^20170125^|^Ordered^|^1^|^46189267^|^GSM^|^123123299^|^customer
968385^|^SMS^|^20170102^|^Ordered^|^1^|^46189268^|^GSM^|^123123300^|^customer
968386^|^SMS^|^20170217^|^Ordered^|^2^|^46189269^|^GSM^|^123123301^|^household
968387^|^SMS^|^20170202^|^Ordered^|^2^|^46189270^|^GSM^|^123123302^|^customer
968388^|^SMS^|^20170416^|^Ordered^|^1^|^46189271^|^GSM^|^123123303^|^customer
968389^|^SMS^|^20170505^|^Ordered^|^1^|^46189272^|^GSM^|^123123304^|^subscriber
968390^|^SMS^|^20170324^|^Ordered^|^2^|^46189273^|^GSM^|^123123305^|^household
968391^|^SMS^|^20170521^|^Ordered^|^1^|^46189274^|^GSM^|^123123306^|^household
968392^|^SMS^|^20170101^|^Ordered^|^2^|^46189275^|^GSM^|^123123307^|^customer
968393^|^SMS^|^20170305^|^Ordered^|^1^|^46189276^|^GSM^|^123123308^|^customer
968394^|^SMS^|^20170226^|^Ordered^|^2^|^46189277^|^GSM^|^123123309^|^subscriber
968395^|^SMS^|^20170830^|^Ordered^|^1^|^46189278^|^GSM^|^123123310^|^customer
968396^|^SMS^|^20170508^|^Ordered^|^1^|^46189279^|^GSM^|^123123311^|^subscriber
968397^|^SMS^|^20170820^|^Ordered^|^1^|^46189280^|^GSM^|^123123312^|^customer
968398^|^SMS^|^20170412^|^Ordered^|^1^|^46189281^|^GSM^|^123123313^|^subscriber
968399^|^SMS^|^20170422^|^Ordered^|^1^|^46189282^|^GSM^|^123123314^|^subscriber
968400^|^SMS^|^20170701^|^Ordered^|^1^|^46189283^|^GSM^|^123123315^|^household
968401^|^SMS^|^20170412^|^Ordered^|^2^|^46189284^|^GSM^|^123123316^|^subscriber
968402^|^SMS^|^20170809^|^Ordered^|^1^|^46189285^|^GSM^|^123123317^|^subscriber
968403^|^SMS^|^20170203^|^Ordered^|^1^|^46189286^|^GSM^|^123123318^|^subscriber
968404^|^SMS^|^20170127^|^Ordered^|^2^|^46189287^|^GSM^|^123123319^|^household
968405^|^SMS^|^20170721^|^Ordered^|^1^|^46189288^|^GSM^|^123123320^|^household
968406^|^SMS^|^20170104^|^Ordered^|^2^|^46189289^|^GSM^|^123123321^|^household
968407^|^SMS^|^20170409^|^Ordered^|^1^|^46189290^|^GSM^|^123123322^|^subscriber
968408^|^SMS^|^20170108^|^Ordered^|^2^|^46189291^|^GSM^|^123123323^|^subscriber
968409^|^SMS^|^20170418^|^Ordered^|^2^|^46189292^|^GSM^|^123123324^|^subscriber
968410^|^SMS^|^20170326^|^Ordered^|^2^|^46189293^|^GSM^|^123123325^|^household
968411^|^SMS^|^20170516^|^Ordered^|^2^|^46189294^|^GSM^|^123123326^|^subscriber
968412^|^SMS^|^20170115^|^Ordered^|^1^|^46189295^|^GSM^|^123123327^|^household
968413^|^SMS^|^20170429^|^Ordered^|^1^|^46189296^|^GSM^|^123123328^|^subscriber
968414^|^SMS^|^20170728^|^Ordered^|^2^|^46189297^|^GSM^|^123123329^|^customer
968415^|^SMS^|^20170610^|^Ordered^|^2^|^46189298^|^GSM^|^123123330^|^customer
968416^|^SMS^|^20170404^|^Ordered^|^1^|^46189299^|^GSM^|^123123331^|^customer
968417^|^SMS^|^20170810^|^Ordered^|^1^|^46189300^|^GSM^|^123123332^|^household
968418^|^SMS^|^20170828^|^Ordered^|^1^|^46189301^|^GSM^|^123123333^|^customer
968419^|^SMS^|^20170813^|^Ordered^|^2^|^46189302^|^GSM^|^123123334^|^subscriber
968420^|^SMS^|^20170811^|^Ordered^|^2^|^46189303^|^GSM^|^123123335^|^household
968421^|^SMS^|^20170719^|^Ordered^|^2^|^46189304^|^GSM^|^123123336^|^subscriber
968422^|^SMS^|^20170615^|^Ordered^|^1^|^46189305^|^GSM^|^123123337^|^subscriber
968423^|^SMS^|^20170413^|^Ordered^|^1^|^46189306^|^GSM^|^123123338^|^customer
968424^|^SMS^|^20170505^|^Ordered^|^2^|^46189307^|^GSM^|^123123339^|^subscriber
968425^|^SMS^|^20170607^|^Ordered^|^1^|^46189308^|^GSM^|^123123340^|^subscriber
968426^|^SMS^|^20170503^|^Ordered^|^1^|^46189309^|^GSM^|^123123341^|^customer
968427^|^SMS^|^20170514^|^Ordered^|^1^|^46189310^|^GSM^|^123123342^|^customer
968428^|^SMS^|^20170603^|^Ordered^|^1^|^46189311^|^GSM^|^123123343^|^subscriber
968429^|^SMS^|^20170423^|^Ordered^|^2^|^46189312^|^GSM^|^123123344^|^household
968430^|^SMS^|^20170427^|^Ordered^|^1^|^46189313^|^GSM^|^123123345^|^subscriber
968431^|^SMS^|^20170207^|^Ordered^|^1^|^46189314^|^GSM^|^123123346^|^household
968432^|^SMS^|^20170209^|^Ordered^|^2^|^46189315^|^GSM^|^123123347^|^household
968433^|^SMS^|^20170115^|^Ordered^|^1^|^46189316^|^GSM^|^123123348^|^household
968434^|^SMS^|^20170220^|^Ordered^|^2^|^46189317^|^GSM^|^123123349^|^household
968435^|^SMS^|^20170824^|^Ordered^|^1^|^46189318^|^GSM^|^123123350^|^household
968436^|^SMS^|^20170319^|^Ordered^|^1^|^46189319^|^GSM^|^123123351^|^household
968437^|^SMS^|^20170401^|^Ordered^|^1^|^46189320^|^GSM^|^123123352^|^subscriber
968438^|^SMS^|^20170705^|^Ordered^|^1^|^46189321^|^GSM^|^123123353^|^subscriber
968439^|^SMS^|^20170709^|^Ordered^|^2^|^46189322^|^GSM^|^123123354^|^household
968440^|^SMS^|^20170812^|^Ordered^|^1^|^46189323^|^GSM^|^123123355^|^subscriber
968441^|^SMS^|^20170117^|^Ordered^|^2^|^46189324^|^GSM^|^123123356^|^customer
968442^|^SMS^|^20170128^|^Ordered^|^2^|^46189325^|^GSM^|^123123357^|^customer
968443^|^SMS^|^20170817^|^Ordered^|^2^|^46189326^|^GSM^|^123123358^|^customer
968444^|^SMS^|^20170613^|^Ordered^|^1^|^46189327^|^GSM^|^123123359^|^subscriber
968445^|^SMS^|^20170726^|^Ordered^|^2^|^46189328^|^GSM^|^123123360^|^subscriber
968446^|^SMS^|^20170214^|^Ordered^|^1^|^46189329^|^GSM^|^123123361^|^customer
968447^|^SMS^|^20170218^|^Ordered^|^1^|^46189330^|^GSM^|^123123362^|^customer
968448^|^SMS^|^20170616^|^Ordered^|^1^|^46189331^|^GSM^|^123123363^|^customer
968449^|^SMS^|^20170604^|^Ordered^|^2^|^46189332^|^GSM^|^123123364^|^household
968450^|^SMS^|^20170508^|^Ordered^|^2^|^46189333^|^GSM^|^123123365^|^customer
968451^|^SMS^|^20170806^|^Ordered^|^2^|^46189334^|^GSM^|^123123366^|^household
968452^|^SMS^|^20170809^|^Ordered^|^1^|^46189335^|^GSM^|^123123367^|^customer
968453^|^SMS^|^20170825^|^Ordered^|^2^|^46189336^|^GSM^|^123123368^|^customer
968454^|^SMS^|^20170701^|^Ordered^|^1^|^46189337^|^GSM^|^123123369^|^customer
968455^|^SMS^|^20170330^|^Ordered^|^1^|^46189338^|^GSM^|^123123370^|^customer
968456^|^SMS^|^20170306^|^Ordered^|^1^|^46189339^|^GSM^|^123123371^|^customer
968457^|^SMS^|^20170810^|^Ordered^|^2^|^46189340^|^GSM^|^123123372^|^household
968458^|^SMS^|^20170220^|^Ordered^|^2^|^46189341^|^GSM^|^123123373^|^subscriber
968459^|^SMS^|^20170330^|^Ordered^|^1^|^46189342^|^GSM^|^123123374^|^subscriber
968460^|^SMS^|^20170512^|^Ordered^|^2^|^46189343^|^GSM^|^123123375^|^subscriber
968461^|^SMS^|^20170122^|^Ordered^|^1^|^46189344^|^GSM^|^123123376^|^household
968462^|^SMS^|^20170706^|^Ordered^|^1^|^46189345^|^GSM^|^123123377^|^customer
968463^|^SMS^|^20170518^|^Ordered^|^1^|^46189346^|^GSM^|^123123378^|^customer
968464^|^SMS^|^20170721^|^Ordered^|^1^|^46189347^|^GSM^|^123123379^|^household
968465^|^SMS^|^20170812^|^Ordered^|^2^|^46189348^|^GSM^|^123123380^|^customer
968466^|^SMS^|^20170316^|^Ordered^|^1^|^46189349^|^GSM^|^123123381^|^subscriber
968467^|^SMS^|^20170409^|^Ordered^|^1^|^46189350^|^GSM^|^123123382^|^customer
968468^|^SMS^|^20170327^|^Ordered^|^1^|^46189351^|^GSM^|^123123383^|^customer
968469^|^SMS^|^20170613^|^Ordered^|^2^|^46189352^|^GSM^|^123123384^|^subscriber
968470^|^SMS^|^20170201^|^Ordered^|^1^|^46189353^|^GSM^|^123123385^|^customer
968471^|^SMS^|^20170808^|^Ordered^|^1^|^46189354^|^GSM^|^123123386^|^subscriber
968472^|^SMS^|^20170731^|^Ordered^|^2^|^46189355^|^GSM^|^123123387^|^customer
968473^|^SMS^|^20170426^|^Ordered^|^2^|^46189356^|^GSM^|^123123388^|^household
968474^|^SMS^|^20170823^|^Ordered^|^2^|^46189357^|^GSM^|^123123389^|^subscriber
968475^|^SMS^|^20170103^|^Ordered^|^1^|^46189358^|^GSM^|^123123390^|^customer
968476^|^SMS^|^20170314^|^Ordered^|^1^|^46189359^|^GSM^|^123123391^|^household
968477^|^SMS^|^20170714^|^Ordered^|^2^|^46189360^|^GSM^|^123123392^|^household
968478^|^SMS^|^20170421^|^Ordered^|^1^|^46189361^|^GSM^|^123123393^|^subscriber
968479^|^SMS^|^20170105^|^Ordered^|^2^|^46189362^|^GSM^|^123123394^|^customer
968480^|^SMS^|^20170713^|^Ordered^|^1^|^46189363^|^GSM^|^123123395^|^household
968481^|^SMS^|^20170430^|^Ordered^|^1^|^46189364^|^GSM^|^123123396^|^customer
968482^|^SMS^|^20170623^|^Ordered^|^1^|^46189365^|^GSM^|^123123397^|^household
968483^|^SMS^|^20170814^|^Ordered^|^1^|^46189366^|^GSM^|^123123398^|^customer
968484^|^SMS^|^20170729^|^Ordered^|^2^|^46189367^|^GSM^|^123123399^|^customer
968485^|^SMS^|^20170119^|^Ordered^|^1^|^46189368^|^GSM^|^123123400^|^customer
968486^|^SMS^|^20170809^|^Ordered^|^1^|^46189369^|^GSM^|^123123401^|^household
968487^|^SMS^|^20170208^|^Ordered^|^1^|^46189370^|^GSM^|^123123402^|^subscriber
