prod_id^|^dwh_valid_from^|^dwh_valid_until^|^dwh_current_flag^|^technologie^|^traeger^|^produktklasse^|^produktbereich^|^produktgruppe^|^produkt^|^produktkomponenten^|^prov_rel_ind^|^description^|^dwh_in_date^|^dwh_last_user^|^dwh_status^|^map_status^|^herkunft
86^|^20181028^|^20200503^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180724^|^SYSDBA^|^AC^|^AC^|^IP
87^|^20180305^|^20200213^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20181004^|^SYSDBA^|^AC^|^AC^|^IP
88^|^20181210^|^20200827^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180828^|^SYSDBA^|^AC^|^AC^|^IP
89^|^20181005^|^20201023^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20181026^|^SYSDBA^|^AC^|^AC^|^IP
90^|^20181116^|^20200705^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20181009^|^SYSDBA^|^AC^|^AC^|^IP
91^|^20180131^|^20200608^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180508^|^SYSDBA^|^AC^|^AC^|^IP
92^|^20181128^|^20200329^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180801^|^SYSDBA^|^AC^|^AC^|^IP
93^|^20181023^|^20200828^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180710^|^SYSDBA^|^AC^|^AC^|^IP
94^|^20181017^|^20201104^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180430^|^SYSDBA^|^AC^|^AC^|^IP
95^|^20180111^|^20200902^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180905^|^SYSDBA^|^AC^|^AC^|^IP
96^|^20180330^|^20201230^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180324^|^SYSDBA^|^AC^|^AC^|^IP
97^|^20180626^|^20200303^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180505^|^SYSDBA^|^AC^|^AC^|^IP
98^|^20180714^|^20200621^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180914^|^SYSDBA^|^AC^|^AC^|^IP
99^|^20180712^|^20200916^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180129^|^SYSDBA^|^AC^|^AC^|^IP
100^|^20181101^|^20200222^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180223^|^SYSDBA^|^AC^|^AC^|^IP
101^|^20180809^|^20200425^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20181020^|^SYSDBA^|^AC^|^AC^|^IP
102^|^20181125^|^20200825^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20181023^|^SYSDBA^|^AC^|^AC^|^IP
103^|^20180816^|^20200608^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180428^|^SYSDBA^|^AC^|^AC^|^IP
104^|^20180331^|^20200721^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180202^|^SYSDBA^|^AC^|^AC^|^IP
105^|^20180904^|^20200720^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180821^|^SYSDBA^|^AC^|^AC^|^IP
106^|^20180724^|^20200129^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20181126^|^SYSDBA^|^AC^|^AC^|^IP
107^|^20180106^|^20201109^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20181127^|^SYSDBA^|^AC^|^AC^|^IP
108^|^20180114^|^20200209^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180703^|^SYSDBA^|^AC^|^AC^|^IP
109^|^20181207^|^20200703^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180919^|^SYSDBA^|^AC^|^AC^|^IP
110^|^20180916^|^20200128^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180717^|^SYSDBA^|^AC^|^AC^|^IP
111^|^20180524^|^20200512^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180409^|^SYSDBA^|^AC^|^AC^|^IP
112^|^20180528^|^20200824^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20181225^|^SYSDBA^|^AC^|^AC^|^IP
113^|^20181129^|^20200804^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180429^|^SYSDBA^|^AC^|^AC^|^IP
114^|^20181106^|^20200426^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180218^|^SYSDBA^|^AC^|^AC^|^IP
115^|^20180708^|^20200217^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180830^|^SYSDBA^|^AC^|^AC^|^IP
116^|^20180612^|^20201015^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180412^|^SYSDBA^|^AC^|^AC^|^IP
117^|^20181021^|^20201224^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180819^|^SYSDBA^|^AC^|^AC^|^IP
118^|^20180312^|^20200423^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180302^|^SYSDBA^|^AC^|^AC^|^IP
119^|^20180927^|^20200130^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20181021^|^SYSDBA^|^AC^|^AC^|^IP
120^|^20180607^|^20200117^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20181104^|^SYSDBA^|^AC^|^AC^|^IP
121^|^20180911^|^20200529^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180704^|^SYSDBA^|^AC^|^AC^|^IP
122^|^20180914^|^20200901^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180827^|^SYSDBA^|^AC^|^AC^|^IP
123^|^20181002^|^20200822^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20181011^|^SYSDBA^|^AC^|^AC^|^IP
124^|^20180225^|^20201107^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20181204^|^SYSDBA^|^AC^|^AC^|^IP
125^|^20181002^|^20200608^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180808^|^SYSDBA^|^AC^|^AC^|^IP
126^|^20180708^|^20200525^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180918^|^SYSDBA^|^AC^|^AC^|^IP
127^|^20181010^|^20201103^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180910^|^SYSDBA^|^AC^|^AC^|^IP
128^|^20180627^|^20200419^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20181210^|^SYSDBA^|^AC^|^AC^|^IP
129^|^20180802^|^20200511^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20181029^|^SYSDBA^|^AC^|^AC^|^IP
130^|^20181116^|^20200321^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180330^|^SYSDBA^|^AC^|^AC^|^IP
131^|^20180725^|^20200730^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180707^|^SYSDBA^|^AC^|^AC^|^IP
132^|^20180816^|^20200108^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20181222^|^SYSDBA^|^AC^|^AC^|^IP
133^|^20181126^|^20200306^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180227^|^SYSDBA^|^AC^|^AC^|^IP
134^|^20180514^|^20201119^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20181122^|^SYSDBA^|^AC^|^AC^|^IP
135^|^20180114^|^20200727^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180830^|^SYSDBA^|^AC^|^AC^|^IP
136^|^20180420^|^20201114^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20181022^|^SYSDBA^|^AC^|^AC^|^IP
137^|^20180701^|^20200321^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180507^|^SYSDBA^|^AC^|^AC^|^IP
138^|^20181104^|^20200129^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180913^|^SYSDBA^|^AC^|^AC^|^IP
139^|^20180820^|^20201130^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20181014^|^SYSDBA^|^AC^|^AC^|^IP
140^|^20180724^|^20201220^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180117^|^SYSDBA^|^AC^|^AC^|^IP
141^|^20180712^|^20200722^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180204^|^SYSDBA^|^AC^|^AC^|^IP
142^|^20181226^|^20200620^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180715^|^SYSDBA^|^AC^|^AC^|^IP
143^|^20180416^|^20200417^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180425^|^SYSDBA^|^AC^|^AC^|^IP
144^|^20180410^|^20200908^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180605^|^SYSDBA^|^AC^|^AC^|^IP
145^|^20180908^|^20200501^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20181215^|^SYSDBA^|^AC^|^AC^|^IP
146^|^20180129^|^20200922^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20181030^|^SYSDBA^|^AC^|^AC^|^IP
147^|^20180624^|^20201103^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180507^|^SYSDBA^|^AC^|^AC^|^IP
148^|^20181018^|^20201015^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20181022^|^SYSDBA^|^AC^|^AC^|^IP
149^|^20181217^|^20201116^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180519^|^SYSDBA^|^AC^|^AC^|^IP
150^|^20180328^|^20200216^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180204^|^SYSDBA^|^AC^|^AC^|^IP
151^|^20180214^|^20200212^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20181107^|^SYSDBA^|^AC^|^AC^|^IP
152^|^20180505^|^20200611^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180929^|^SYSDBA^|^AC^|^AC^|^IP
153^|^20180416^|^20200702^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180523^|^SYSDBA^|^AC^|^AC^|^IP
154^|^20180118^|^20200524^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180709^|^SYSDBA^|^AC^|^AC^|^IP
155^|^20180810^|^20200219^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180926^|^SYSDBA^|^AC^|^AC^|^IP
156^|^20180522^|^20201225^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180926^|^SYSDBA^|^AC^|^AC^|^IP
157^|^20181001^|^20201228^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180923^|^SYSDBA^|^AC^|^AC^|^IP
158^|^20180806^|^20200312^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180624^|^SYSDBA^|^AC^|^AC^|^IP
159^|^20181206^|^20200402^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180802^|^SYSDBA^|^AC^|^AC^|^IP
160^|^20180610^|^20201015^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180514^|^SYSDBA^|^AC^|^AC^|^IP
161^|^20180702^|^20200331^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180729^|^SYSDBA^|^AC^|^AC^|^IP
162^|^20181011^|^20200108^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180723^|^SYSDBA^|^AC^|^AC^|^IP
163^|^20180816^|^20200329^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180126^|^SYSDBA^|^AC^|^AC^|^IP
164^|^20180616^|^20201116^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180618^|^SYSDBA^|^AC^|^AC^|^IP
165^|^20180721^|^20200130^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180317^|^SYSDBA^|^AC^|^AC^|^IP
166^|^20180616^|^20200616^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20181004^|^SYSDBA^|^AC^|^AC^|^IP
167^|^20180529^|^20200711^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180425^|^SYSDBA^|^AC^|^AC^|^IP
168^|^20180403^|^20200630^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20181221^|^SYSDBA^|^AC^|^AC^|^IP
169^|^20180802^|^20201221^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20181213^|^SYSDBA^|^AC^|^AC^|^IP
170^|^20181022^|^20200712^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180126^|^SYSDBA^|^AC^|^AC^|^IP
171^|^20181013^|^20201214^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20181201^|^SYSDBA^|^AC^|^AC^|^IP
172^|^20181224^|^20200728^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180204^|^SYSDBA^|^AC^|^AC^|^IP
173^|^20180308^|^20200717^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20181223^|^SYSDBA^|^AC^|^AC^|^IP
174^|^20180502^|^20200619^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180910^|^SYSDBA^|^AC^|^AC^|^IP
175^|^20180717^|^20200330^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180801^|^SYSDBA^|^AC^|^AC^|^IP
176^|^20180903^|^20200828^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180422^|^SYSDBA^|^AC^|^AC^|^IP
