name^|^value^|^customer_id^|^subscr_id^|^household_id^|^building_id
IsEligibleForCable^|^1^|^89284624^|^110^|^423196^|^110
IsEligibleForCable^|^1^|^89284625^|^111^|^423197^|^111
IsEligibleForCable^|^1^|^89284626^|^112^|^423198^|^112
IsEligibleForCable^|^1^|^89284627^|^113^|^423199^|^113
IsEligibleForCable^|^1^|^89284628^|^114^|^423200^|^114
IsEligibleForCable^|^1^|^89284629^|^115^|^423201^|^115
IsEligibleForCable^|^1^|^89284630^|^116^|^423202^|^116
IsEligibleForCable^|^1^|^89284631^|^117^|^423203^|^117
IsEligibleForCable^|^1^|^89284632^|^118^|^423204^|^118
IsEligibleForCable^|^1^|^89284633^|^119^|^423205^|^119
IsEligibleForCable^|^1^|^89284634^|^120^|^423206^|^120
IsEligibleForCable^|^1^|^89284635^|^121^|^423207^|^121
IsEligibleForCable^|^1^|^89284636^|^122^|^423208^|^122
IsEligibleForCable^|^1^|^89284637^|^123^|^423209^|^123
IsEligibleForCable^|^1^|^89284638^|^124^|^423210^|^124
IsEligibleForCable^|^1^|^89284639^|^125^|^423211^|^125
IsEligibleForCable^|^1^|^89284640^|^126^|^423212^|^126
IsEligibleForCable^|^1^|^89284641^|^127^|^423213^|^127
IsEligibleForCable^|^1^|^89284642^|^128^|^423214^|^128
IsEligibleForCable^|^1^|^89284643^|^129^|^423215^|^129
IsEligibleForCable^|^1^|^89284644^|^130^|^423216^|^130
IsEligibleForCable^|^1^|^89284645^|^131^|^423217^|^131
IsEligibleForCable^|^1^|^89284646^|^132^|^423218^|^132
IsEligibleForCable^|^1^|^89284647^|^133^|^423219^|^133
IsEligibleForCable^|^1^|^89284648^|^134^|^423220^|^134
IsEligibleForCable^|^1^|^89284649^|^135^|^423221^|^135
IsEligibleForCable^|^1^|^89284650^|^136^|^423222^|^136
IsEligibleForCable^|^1^|^89284651^|^137^|^423223^|^137
IsEligibleForCable^|^1^|^89284652^|^138^|^423224^|^138
IsEligibleForCable^|^1^|^89284653^|^139^|^423225^|^139
IsEligibleForCable^|^1^|^89284654^|^140^|^423226^|^140
IsEligibleForCable^|^1^|^89284655^|^141^|^423227^|^141
IsEligibleForCable^|^1^|^89284656^|^142^|^423228^|^142
IsEligibleForCable^|^1^|^89284657^|^143^|^423229^|^143
IsEligibleForCable^|^1^|^89284658^|^144^|^423230^|^144
IsEligibleForCable^|^1^|^89284659^|^145^|^423231^|^145
IsEligibleForCable^|^1^|^89284660^|^146^|^423232^|^146
IsEligibleForCable^|^1^|^89284661^|^147^|^423233^|^147
IsEligibleForCable^|^1^|^89284662^|^148^|^423234^|^148
IsEligibleForCable^|^1^|^89284663^|^149^|^423235^|^149
IsEligibleForCable^|^1^|^89284664^|^150^|^423236^|^150
IsEligibleForCable^|^1^|^89284665^|^151^|^423237^|^151
IsEligibleForCable^|^1^|^89284666^|^152^|^423238^|^152
IsEligibleForCable^|^1^|^89284667^|^153^|^423239^|^153
IsEligibleForCable^|^1^|^89284668^|^154^|^423240^|^154
IsEligibleForCable^|^1^|^89284669^|^155^|^423241^|^155
IsEligibleForCable^|^1^|^89284670^|^156^|^423242^|^156
IsEligibleForCable^|^1^|^89284671^|^157^|^423243^|^157
IsEligibleForCable^|^1^|^89284672^|^158^|^423244^|^158
IsEligibleForCable^|^1^|^89284673^|^159^|^423245^|^159
IsEligibleForCable^|^1^|^89284674^|^160^|^423246^|^160
IsEligibleForCable^|^1^|^89284675^|^161^|^423247^|^161
IsEligibleForCable^|^1^|^89284676^|^162^|^423248^|^162
IsEligibleForCable^|^1^|^89284677^|^163^|^423249^|^163
IsEligibleForCable^|^1^|^89284678^|^164^|^423250^|^164
IsEligibleForCable^|^1^|^89284679^|^165^|^423251^|^165
IsEligibleForCable^|^1^|^89284680^|^166^|^423252^|^166
IsEligibleForCable^|^1^|^89284681^|^167^|^423253^|^167
IsEligibleForCable^|^1^|^89284682^|^168^|^423254^|^168
IsEligibleForCable^|^1^|^89284683^|^169^|^423255^|^169
IsEligibleForCable^|^1^|^89284684^|^170^|^423256^|^170
IsEligibleForCable^|^1^|^89284685^|^171^|^423257^|^171
IsEligibleForCable^|^1^|^89284686^|^172^|^423258^|^172
IsEligibleForCable^|^1^|^89284687^|^173^|^423259^|^173
IsEligibleForCable^|^1^|^89284688^|^174^|^423260^|^174
IsEligibleForCable^|^1^|^89284689^|^175^|^423261^|^175
IsEligibleForCable^|^1^|^89284690^|^176^|^423262^|^176
IsEligibleForCable^|^1^|^89284691^|^177^|^423263^|^177
IsEligibleForCable^|^1^|^89284692^|^178^|^423264^|^178
IsEligibleForCable^|^1^|^89284693^|^179^|^423265^|^179
IsEligibleForCable^|^1^|^89284694^|^180^|^423266^|^180
IsEligibleForCable^|^1^|^89284695^|^181^|^423267^|^181
IsEligibleForCable^|^1^|^89284696^|^182^|^423268^|^182
IsEligibleForCable^|^1^|^89284697^|^183^|^423269^|^183
IsEligibleForCable^|^1^|^89284698^|^184^|^423270^|^184
IsEligibleForCable^|^1^|^89284699^|^185^|^423271^|^185
IsEligibleForCable^|^1^|^89284700^|^186^|^423272^|^186
IsEligibleForCable^|^1^|^89284701^|^187^|^423273^|^187
IsEligibleForCable^|^1^|^89284702^|^188^|^423274^|^188
IsEligibleForCable^|^1^|^89284703^|^189^|^423275^|^189
IsEligibleForCable^|^1^|^89284704^|^190^|^423276^|^190
IsEligibleForCable^|^1^|^89284705^|^191^|^423277^|^191
IsEligibleForCable^|^1^|^89284706^|^192^|^423278^|^192
IsEligibleForCable^|^1^|^89284707^|^193^|^423279^|^193
IsEligibleForCable^|^1^|^89284708^|^194^|^423280^|^194
IsEligibleForCable^|^1^|^89284709^|^195^|^423281^|^195
IsEligibleForCable^|^1^|^89284710^|^196^|^423282^|^196
IsEligibleForCable^|^1^|^89284711^|^197^|^423283^|^197
IsEligibleForCable^|^1^|^89284712^|^198^|^423284^|^198
IsEligibleForCable^|^1^|^89284713^|^199^|^423285^|^199
IsEligibleForCable^|^1^|^89284714^|^200^|^423286^|^200
IsEligibleForCable^|^1^|^89284715^|^201^|^423287^|^201
IsEligibleForCable^|^1^|^89284716^|^202^|^423288^|^202
IsEligibleForCable^|^1^|^89284717^|^203^|^423289^|^203
IsEligibleForCable^|^1^|^89284718^|^204^|^423290^|^204
IsEligibleForCable^|^1^|^89284719^|^205^|^423291^|^205
IsEligibleForCable^|^1^|^89284720^|^206^|^423292^|^206
IsEligibleForCable^|^1^|^89284721^|^207^|^423293^|^207
IsEligibleForCable^|^1^|^89284722^|^208^|^423294^|^208
IsEligibleForCable^|^1^|^89284723^|^209^|^423295^|^209
IsEligibleForCable^|^1^|^89284724^|^210^|^423296^|^210
IsEligibleForCable^|^1^|^89284725^|^211^|^423297^|^211
IsEligibleForCable^|^1^|^89284726^|^212^|^423298^|^212
IsEligibleForCable^|^1^|^89284727^|^213^|^423299^|^213
IsEligibleForCable^|^1^|^89284728^|^214^|^423300^|^214
IsEligibleForCable^|^1^|^89284729^|^215^|^423301^|^215
IsEligibleForCable^|^1^|^89284730^|^216^|^423302^|^216
IsEligibleForCable^|^1^|^89284731^|^217^|^423303^|^217
IsEligibleForCable^|^1^|^89284732^|^218^|^423304^|^218
IsEligibleForCable^|^1^|^89284733^|^219^|^423305^|^219
IsEligibleForCable^|^1^|^89284734^|^220^|^423306^|^220
IsEligibleForCable^|^1^|^89284735^|^221^|^423307^|^221
IsEligibleForCable^|^1^|^89284736^|^222^|^423308^|^222
IsEligibleForCable^|^1^|^89284737^|^223^|^423309^|^223
IsEligibleForCable^|^1^|^89284738^|^224^|^423310^|^224
IsEligibleForCable^|^1^|^89284739^|^225^|^423311^|^225
IsEligibleForCable^|^1^|^89284740^|^226^|^423312^|^226
IsEligibleForCable^|^1^|^89284741^|^227^|^423313^|^227
IsEligibleForCable^|^1^|^89284742^|^228^|^423314^|^228
IsEligibleForCable^|^1^|^89284743^|^229^|^423315^|^229
IsEligibleForCable^|^1^|^89284744^|^230^|^423316^|^230
IsEligibleForCable^|^1^|^89284745^|^231^|^423317^|^231
IsEligibleForCable^|^1^|^89284746^|^232^|^423318^|^232
IsEligibleForCable^|^1^|^89284747^|^233^|^423319^|^233
IsEligibleForCable^|^1^|^89284748^|^234^|^423320^|^234
IsEligibleForCable^|^1^|^89284749^|^235^|^423321^|^235
IsEligibleForCable^|^1^|^89284750^|^236^|^423322^|^236
IsEligibleForCable^|^1^|^89284751^|^237^|^423323^|^237
IsEligibleForCable^|^1^|^89284752^|^238^|^423324^|^238
IsEligibleForCable^|^1^|^89284753^|^239^|^423325^|^239
IsEligibleForCable^|^1^|^89284754^|^240^|^423326^|^240
IsEligibleForCable^|^1^|^89284755^|^241^|^423327^|^241
IsEligibleForCable^|^1^|^89284756^|^242^|^423328^|^242
IsEligibleForCable^|^1^|^89284757^|^243^|^423329^|^243
IsEligibleForCable^|^1^|^89284758^|^244^|^423330^|^244
IsEligibleForCable^|^1^|^89284759^|^245^|^423331^|^245
IsEligibleForCable^|^1^|^89284760^|^246^|^423332^|^246
IsEligibleForCable^|^1^|^89284761^|^247^|^423333^|^247
IsEligibleForCable^|^1^|^89284762^|^248^|^423334^|^248
IsEligibleForCable^|^1^|^89284763^|^249^|^423335^|^249
IsEligibleForCable^|^1^|^89284764^|^250^|^423336^|^250
IsEligibleForCable^|^1^|^89284765^|^251^|^423337^|^251
IsEligibleForCable^|^1^|^89284766^|^252^|^423338^|^252
IsEligibleForCable^|^1^|^89284767^|^253^|^423339^|^253
IsEligibleForCable^|^1^|^89284768^|^254^|^423340^|^254
IsEligibleForCable^|^1^|^89284769^|^255^|^423341^|^255
IsEligibleForCable^|^1^|^89284770^|^256^|^423342^|^256
IsEligibleForCable^|^1^|^89284771^|^257^|^423343^|^257
IsEligibleForCable^|^1^|^89284772^|^258^|^423344^|^258
IsEligibleForCable^|^1^|^89284773^|^259^|^423345^|^259
IsEligibleForCable^|^1^|^89284774^|^260^|^423346^|^260
IsEligibleForCable^|^1^|^89284775^|^261^|^423347^|^261
IsEligibleForCable^|^1^|^89284776^|^262^|^423348^|^262
IsEligibleForCable^|^1^|^89284777^|^263^|^423349^|^263
IsEligibleForCable^|^1^|^89284778^|^264^|^423350^|^264
IsEligibleForCable^|^1^|^89284779^|^265^|^423351^|^265
IsEligibleForCable^|^1^|^89284780^|^266^|^423352^|^266
IsEligibleForCable^|^1^|^89284781^|^267^|^423353^|^267
IsEligibleForCable^|^1^|^89284782^|^268^|^423354^|^268
IsEligibleForCable^|^1^|^89284783^|^269^|^423355^|^269
IsEligibleForCable^|^1^|^89284784^|^270^|^423356^|^270
IsEligibleForCable^|^1^|^89284785^|^271^|^423357^|^271
IsEligibleForCable^|^1^|^89284786^|^272^|^423358^|^272
IsEligibleForCable^|^1^|^89284787^|^273^|^423359^|^273
IsEligibleForCable^|^1^|^89284788^|^274^|^423360^|^274
IsEligibleForCable^|^1^|^89284789^|^275^|^423361^|^275
IsEligibleForCable^|^1^|^89284790^|^276^|^423362^|^276
IsEligibleForCable^|^1^|^89284791^|^277^|^423363^|^277
IsEligibleForCable^|^1^|^89284792^|^278^|^423364^|^278
IsEligibleForCable^|^1^|^89284793^|^279^|^423365^|^279
IsEligibleForCable^|^1^|^89284794^|^280^|^423366^|^280
IsEligibleForCable^|^1^|^89284795^|^281^|^423367^|^281
IsEligibleForCable^|^1^|^89284796^|^282^|^423368^|^282
IsEligibleForCable^|^1^|^89284797^|^283^|^423369^|^283
IsEligibleForCable^|^1^|^89284798^|^284^|^423370^|^284
IsEligibleForCable^|^1^|^89284799^|^285^|^423371^|^285
IsEligibleForCable^|^1^|^89284800^|^286^|^423372^|^286
IsEligibleForCable^|^1^|^89284801^|^287^|^423373^|^287
IsEligibleForCable^|^1^|^89284802^|^288^|^423374^|^288
IsEligibleForCable^|^1^|^89284803^|^289^|^423375^|^289
IsEligibleForCable^|^1^|^89284804^|^290^|^423376^|^290
IsEligibleForCable^|^1^|^89284805^|^291^|^423377^|^291
IsEligibleForCable^|^1^|^89284806^|^292^|^423378^|^292
IsEligibleForCable^|^1^|^89284807^|^293^|^423379^|^293
IsEligibleForCable^|^1^|^89284808^|^294^|^423380^|^294
IsEligibleForCable^|^1^|^89284809^|^295^|^423381^|^295
IsEligibleForCable^|^1^|^89284810^|^296^|^423382^|^296
IsEligibleForCable^|^1^|^89284811^|^297^|^423383^|^297
IsEligibleForCable^|^1^|^89284812^|^298^|^423384^|^298
IsEligibleForCable^|^1^|^89284813^|^299^|^423385^|^299
IsEligibleForCable^|^1^|^89284814^|^300^|^423386^|^300
IsEligibleForCable^|^1^|^89284815^|^301^|^423387^|^301
IsEligibleForCable^|^1^|^89284816^|^302^|^423388^|^302
IsEligibleForCable^|^1^|^89284817^|^303^|^423389^|^303
IsEligibleForCable^|^1^|^89284818^|^304^|^423390^|^304
IsEligibleForCable^|^1^|^89284819^|^305^|^423391^|^305
IsEligibleForCable^|^1^|^89284820^|^306^|^423392^|^306
IsEligibleForCable^|^1^|^89284821^|^307^|^423393^|^307
IsEligibleForCable^|^1^|^89284822^|^308^|^423394^|^308
IsEligibleForCable^|^1^|^89284823^|^309^|^423395^|^309
IsEligibleForCable^|^1^|^89284824^|^310^|^423396^|^310
IsEligibleForCable^|^1^|^89284825^|^311^|^423397^|^311
IsEligibleForCable^|^1^|^89284826^|^312^|^423398^|^312
IsEligibleForCable^|^1^|^89284827^|^313^|^423399^|^313
IsEligibleForCable^|^1^|^89284828^|^314^|^423400^|^314
IsEligibleForCable^|^1^|^89284829^|^315^|^423401^|^315
IsEligibleForCable^|^1^|^89284830^|^316^|^423402^|^316
IsEligibleForCable^|^1^|^89284831^|^317^|^423403^|^317
IsEligibleForCable^|^1^|^89284832^|^318^|^423404^|^318
IsEligibleForCable^|^1^|^89284833^|^319^|^423405^|^319
IsEligibleForCable^|^1^|^89284834^|^320^|^423406^|^320
IsEligibleForCable^|^1^|^89284835^|^321^|^423407^|^321
IsEligibleForCable^|^1^|^89284836^|^322^|^423408^|^322
IsEligibleForCable^|^1^|^89284837^|^323^|^423409^|^323
IsEligibleForCable^|^1^|^89284838^|^324^|^423410^|^324
IsEligibleForCable^|^1^|^89284839^|^325^|^423411^|^325
IsEligibleForCable^|^1^|^89284840^|^326^|^423412^|^326
IsEligibleForCable^|^1^|^89284841^|^327^|^423413^|^327
IsEligibleForCable^|^1^|^89284842^|^328^|^423414^|^328
IsEligibleForCable^|^1^|^89284843^|^329^|^423415^|^329
IsEligibleForCable^|^1^|^89284844^|^330^|^423416^|^330
IsEligibleForCable^|^1^|^89284845^|^331^|^423417^|^331
IsEligibleForCable^|^1^|^89284846^|^332^|^423418^|^332
IsEligibleForCable^|^1^|^89284847^|^333^|^423419^|^333
IsEligibleForCable^|^1^|^89284848^|^334^|^423420^|^334
IsEligibleForCable^|^1^|^89284849^|^335^|^423421^|^335
IsEligibleForCable^|^1^|^89284850^|^336^|^423422^|^336
IsEligibleForCable^|^1^|^89284851^|^337^|^423423^|^337
IsEligibleForCable^|^1^|^89284852^|^338^|^423424^|^338
IsEligibleForCable^|^1^|^89284853^|^339^|^423425^|^339
IsEligibleForCable^|^1^|^89284854^|^340^|^423426^|^340
IsEligibleForCable^|^1^|^89284855^|^341^|^423427^|^341
IsEligibleForCable^|^1^|^89284856^|^342^|^423428^|^342
IsEligibleForCable^|^1^|^89284857^|^343^|^423429^|^343
IsEligibleForCable^|^1^|^89284858^|^344^|^423430^|^344
IsEligibleForCable^|^1^|^89284859^|^345^|^423431^|^345
IsEligibleForCable^|^1^|^89284860^|^346^|^423432^|^346
IsEligibleForCable^|^1^|^89284861^|^347^|^423433^|^347
IsEligibleForCable^|^1^|^89284862^|^348^|^423434^|^348
IsEligibleForCable^|^1^|^89284863^|^349^|^423435^|^349
IsEligibleForCable^|^1^|^89284864^|^350^|^423436^|^350
IsEligibleForCable^|^1^|^89284865^|^351^|^423437^|^351
IsEligibleForCable^|^1^|^89284866^|^352^|^423438^|^352
IsEligibleForCable^|^1^|^89284867^|^353^|^423439^|^353
IsEligibleForCable^|^1^|^89284868^|^354^|^423440^|^354
IsEligibleForCable^|^1^|^89284869^|^355^|^423441^|^355
IsEligibleForCable^|^1^|^89284870^|^356^|^423442^|^356
IsEligibleForCable^|^1^|^89284871^|^357^|^423443^|^357
IsEligibleForCable^|^1^|^89284872^|^358^|^423444^|^358
IsEligibleForCable^|^1^|^89284873^|^359^|^423445^|^359
IsEligibleForCable^|^1^|^89284874^|^360^|^423446^|^360
IsEligibleForCable^|^1^|^89284875^|^361^|^423447^|^361
IsEligibleForCable^|^1^|^89284876^|^362^|^423448^|^362
IsEligibleForCable^|^1^|^89284877^|^363^|^423449^|^363
IsEligibleForCable^|^1^|^89284878^|^364^|^423450^|^364
IsEligibleForCable^|^1^|^89284879^|^365^|^423451^|^365
IsEligibleForCable^|^1^|^89284880^|^366^|^423452^|^366
IsEligibleForCable^|^1^|^89284881^|^367^|^423453^|^367
IsEligibleForCable^|^1^|^89284882^|^368^|^423454^|^368
IsEligibleForCable^|^1^|^89284883^|^369^|^423455^|^369
IsEligibleForCable^|^1^|^89284884^|^370^|^423456^|^370
IsEligibleForCable^|^1^|^89284885^|^371^|^423457^|^371
IsEligibleForCable^|^1^|^89284886^|^372^|^423458^|^372
IsEligibleForCable^|^1^|^89284887^|^373^|^423459^|^373
IsEligibleForCable^|^1^|^89284888^|^374^|^423460^|^374
IsEligibleForCable^|^1^|^89284889^|^375^|^423461^|^375
IsEligibleForCable^|^1^|^89284890^|^376^|^423462^|^376
IsEligibleForCable^|^1^|^89284891^|^377^|^423463^|^377
IsEligibleForCable^|^1^|^89284892^|^378^|^423464^|^378
IsEligibleForCable^|^1^|^89284893^|^379^|^423465^|^379
IsEligibleForCable^|^1^|^89284894^|^380^|^423466^|^380
IsEligibleForCable^|^1^|^89284895^|^381^|^423467^|^381
IsEligibleForCable^|^1^|^89284896^|^382^|^423468^|^382
IsEligibleForCable^|^1^|^89284897^|^383^|^423469^|^383
IsEligibleForCable^|^1^|^89284898^|^384^|^423470^|^384
IsEligibleForCable^|^1^|^89284899^|^385^|^423471^|^385
IsEligibleForCable^|^1^|^89284900^|^386^|^423472^|^386
IsEligibleForCable^|^1^|^89284901^|^387^|^423473^|^387
IsEligibleForCable^|^1^|^89284902^|^388^|^423474^|^388
IsEligibleForCable^|^1^|^89284903^|^389^|^423475^|^389
IsEligibleForCable^|^1^|^89284904^|^390^|^423476^|^390
IsEligibleForCable^|^1^|^89284905^|^391^|^423477^|^391
IsEligibleForCable^|^1^|^89284906^|^392^|^423478^|^392
IsEligibleForCable^|^1^|^89284907^|^393^|^423479^|^393
IsEligibleForCable^|^1^|^89284908^|^394^|^423480^|^394
IsEligibleForCable^|^1^|^89284909^|^395^|^423481^|^395
IsEligibleForCable^|^1^|^89284910^|^396^|^423482^|^396
IsEligibleForCable^|^1^|^89284911^|^397^|^423483^|^397
IsEligibleForCable^|^1^|^89284912^|^398^|^423484^|^398
IsEligibleForCable^|^1^|^89284913^|^399^|^423485^|^399
IsEligibleForCable^|^1^|^89284914^|^400^|^423486^|^400
IsEligibleForCable^|^1^|^89284915^|^401^|^423487^|^401
IsEligibleForCable^|^1^|^89284916^|^402^|^423488^|^402
IsEligibleForCable^|^1^|^89284917^|^403^|^423489^|^403
IsEligibleForCable^|^1^|^89284918^|^404^|^423490^|^404
IsEligibleForCable^|^1^|^89284919^|^405^|^423491^|^405
IsEligibleForCable^|^1^|^89284920^|^406^|^423492^|^406
IsEligibleForCable^|^1^|^89284921^|^407^|^423493^|^407
IsEligibleForCable^|^1^|^89284922^|^408^|^423494^|^408
IsEligibleForCable^|^1^|^89284923^|^409^|^423495^|^409
IsEligibleForCable^|^1^|^89284924^|^410^|^423496^|^410
IsEligibleForCable^|^1^|^89284925^|^411^|^423497^|^411
IsEligibleForCable^|^1^|^89284926^|^412^|^423498^|^412
IsEligibleForCable^|^1^|^89284927^|^413^|^423499^|^413
IsEligibleForCable^|^1^|^89284928^|^414^|^423500^|^414
IsEligibleForCable^|^1^|^89284929^|^415^|^423501^|^415
IsEligibleForCable^|^1^|^89284930^|^416^|^423502^|^416
IsEligibleForCable^|^1^|^89284931^|^417^|^423503^|^417
IsEligibleForCable^|^1^|^89284932^|^418^|^423504^|^418
IsEligibleForCable^|^1^|^89284933^|^419^|^423505^|^419
IsEligibleForCable^|^1^|^89284934^|^420^|^423506^|^420
IsEligibleForCable^|^1^|^89284935^|^421^|^423507^|^421
IsEligibleForCable^|^1^|^89284936^|^422^|^423508^|^422
IsEligibleForCable^|^1^|^89284937^|^423^|^423509^|^423
IsEligibleForCable^|^1^|^89284938^|^424^|^423510^|^424
IsEligibleForCable^|^1^|^89284939^|^425^|^423511^|^425
IsEligibleForCable^|^1^|^89284940^|^426^|^423512^|^426
IsEligibleForCable^|^1^|^89284941^|^427^|^423513^|^427
IsEligibleForCable^|^1^|^89284942^|^428^|^423514^|^428
IsEligibleForCable^|^1^|^89284943^|^429^|^423515^|^429
IsEligibleForCable^|^1^|^89284944^|^430^|^423516^|^430
IsEligibleForCable^|^1^|^89284945^|^431^|^423517^|^431
IsEligibleForCable^|^1^|^89284946^|^432^|^423518^|^432
IsEligibleForCable^|^1^|^89284947^|^433^|^423519^|^433
IsEligibleForCable^|^1^|^89284948^|^434^|^423520^|^434
IsEligibleForCable^|^1^|^89284949^|^435^|^423521^|^435
IsEligibleForCable^|^1^|^89284950^|^436^|^423522^|^436
IsEligibleForCable^|^1^|^89284951^|^437^|^423523^|^437
IsEligibleForCable^|^1^|^89284952^|^438^|^423524^|^438
IsEligibleForCable^|^1^|^89284953^|^439^|^423525^|^439
IsEligibleForCable^|^1^|^89284954^|^440^|^423526^|^440
IsEligibleForCable^|^1^|^89284955^|^441^|^423527^|^441
IsEligibleForCable^|^1^|^89284956^|^442^|^423528^|^442
IsEligibleForCable^|^1^|^89284957^|^443^|^423529^|^443
IsEligibleForCable^|^1^|^89284958^|^444^|^423530^|^444
IsEligibleForCable^|^1^|^89284959^|^445^|^423531^|^445
IsEligibleForCable^|^1^|^89284960^|^446^|^423532^|^446
IsEligibleForCable^|^1^|^89284961^|^447^|^423533^|^447
IsEligibleForCable^|^1^|^89284962^|^448^|^423534^|^448
IsEligibleForCable^|^1^|^89284963^|^449^|^423535^|^449
IsEligibleForCable^|^1^|^89284964^|^450^|^423536^|^450
IsEligibleForCable^|^1^|^89284965^|^451^|^423537^|^451
IsEligibleForCable^|^1^|^89284966^|^452^|^423538^|^452
IsEligibleForCable^|^1^|^89284967^|^453^|^423539^|^453
IsEligibleForCable^|^1^|^89284968^|^454^|^423540^|^454
IsEligibleForCable^|^1^|^89284969^|^455^|^423541^|^455
IsEligibleForCable^|^1^|^89284970^|^456^|^423542^|^456
IsEligibleForCable^|^1^|^89284971^|^457^|^423543^|^457
IsEligibleForCable^|^1^|^89284972^|^458^|^423544^|^458
IsEligibleForCable^|^1^|^89284973^|^459^|^423545^|^459
IsEligibleForCable^|^1^|^89284974^|^460^|^423546^|^460
IsEligibleForCable^|^1^|^89284975^|^461^|^423547^|^461
IsEligibleForCable^|^1^|^89284976^|^462^|^423548^|^462
IsEligibleForCable^|^1^|^89284977^|^463^|^423549^|^463
IsEligibleForCable^|^1^|^89284978^|^464^|^423550^|^464
IsEligibleForCable^|^1^|^89284979^|^465^|^423551^|^465
IsEligibleForCable^|^1^|^89284980^|^466^|^423552^|^466
IsEligibleForCable^|^1^|^89284981^|^467^|^423553^|^467
IsEligibleForCable^|^1^|^89284982^|^468^|^423554^|^468
