contr_id^|^contr_valid_from_dt^|^contr_valid_until_dt^|^contr_subtype_cd^|^contr_ident_type_cd^|^contr_status_dt^|^contr_status_cd^|^contr_stat_rsn_cd^|^contr_sign_dt^|^contr_receive_dt^|^contr_orig_start_dt^|^contr_pl_expire_dt^|^contr_commit_per_start_dt^|^contr_next_subsidy_dt^|^contr_last_subsidy_dt^|^has_skeleton_contract^|^customer_id
112^|^20110101^|^20230512^|^SUB^|^CNPCN^|^20161228^|^Activated^|^Statusreasoncode^|^20170213^|^20170621^|^20150912^|^20230112^|^20230504^|^20230525^|^20230426^|^1^|^46189103
113^|^20100929^|^20230418^|^CON^|^MSUB^|^20170618^|^Activated^|^Statusreasoncode^|^20170819^|^20170721^|^20150823^|^20221120^|^20221218^|^20230118^|^20230427^|^1^|^46189104
114^|^20111014^|^20230821^|^SUB^|^SKEL^|^20170808^|^Activated^|^Statusreasoncode^|^20170422^|^20170209^|^20151106^|^20221128^|^20230418^|^20230608^|^20230801^|^1^|^46189105
115^|^20101031^|^20221227^|^SUB^|^CNPCN^|^20170226^|^Pending^|^Statusreasoncode^|^20170516^|^20171024^|^20160427^|^20230923^|^20230405^|^20230103^|^20230606^|^1^|^46189106
116^|^20110209^|^20231029^|^CON^|^CNPCN^|^20161120^|^TerminatedUnkown^|^Statusreasoncode^|^20170926^|^20161209^|^20150103^|^20230107^|^20230915^|^20230510^|^20230508^|^1^|^46189107
117^|^20110708^|^20221208^|^CON^|^CID^|^20171107^|^Activated^|^Statusreasoncode^|^20170425^|^20161223^|^20160801^|^20230824^|^20221125^|^20230415^|^20230108^|^1^|^46189108
118^|^20110805^|^20230325^|^SUB^|^MSUB^|^20171118^|^Pending^|^Statusreasoncode^|^20161211^|^20170920^|^20151229^|^20230913^|^20230530^|^20230815^|^20230109^|^1^|^46189109
119^|^20101002^|^20221129^|^SUB^|^MSUB^|^20170904^|^Pending^|^Statusreasoncode^|^20161228^|^20170823^|^20150722^|^20221130^|^20230305^|^20221123^|^20221120^|^1^|^46189110
120^|^20110311^|^20230512^|^SUB^|^CID^|^20170415^|^TerminatedUnkown^|^Statusreasoncode^|^20171011^|^20170712^|^20160202^|^20230619^|^20231008^|^20230328^|^20231022^|^1^|^46189111
121^|^20100718^|^20230612^|^CON^|^SKEL^|^20170609^|^TerminatedUnkown^|^Statusreasoncode^|^20171005^|^20170915^|^20150528^|^20230101^|^20230905^|^20230920^|^20230210^|^1^|^46189112
122^|^20100220^|^20221231^|^SUB^|^SKEL^|^20170415^|^TerminatedUnkown^|^Statusreasoncode^|^20171011^|^20161212^|^20151101^|^20230421^|^20230731^|^20230504^|^20230302^|^1^|^46189113
123^|^20110527^|^20230201^|^CON^|^SKEL^|^20170616^|^Activated^|^Statusreasoncode^|^20170429^|^20170721^|^20160809^|^20231022^|^20230407^|^20230917^|^20230911^|^1^|^46189114
124^|^20110831^|^20230126^|^SUB^|^CNPCN^|^20170913^|^Activated^|^Statusreasoncode^|^20170521^|^20170121^|^20160130^|^20221227^|^20230726^|^20230109^|^20230729^|^1^|^46189115
125^|^20101115^|^20231010^|^CON^|^SKEL^|^20170105^|^Activated^|^Statusreasoncode^|^20170613^|^20171015^|^20160128^|^20221123^|^20230429^|^20230507^|^20230531^|^1^|^46189116
126^|^20110716^|^20221204^|^SUB^|^MSUB^|^20170911^|^TerminatedUnkown^|^Statusreasoncode^|^20170311^|^20170529^|^20150428^|^20230616^|^20230824^|^20230908^|^20230505^|^1^|^46189117
127^|^20110214^|^20221212^|^CON^|^SKEL^|^20171024^|^Activated^|^Statusreasoncode^|^20170921^|^20170703^|^20151107^|^20230616^|^20230514^|^20230623^|^20230917^|^1^|^46189118
128^|^20101203^|^20230828^|^SUB^|^MSUB^|^20170504^|^TerminatedUnkown^|^Statusreasoncode^|^20170430^|^20171108^|^20150705^|^20221122^|^20231112^|^20230713^|^20230824^|^1^|^46189119
129^|^20110811^|^20230126^|^SUB^|^SKEL^|^20171008^|^TerminatedUnkown^|^Statusreasoncode^|^20170827^|^20170331^|^20150604^|^20231002^|^20230930^|^20230203^|^20230420^|^1^|^46189120
130^|^20111017^|^20230926^|^CON^|^SKEL^|^20170915^|^TerminatedUnkown^|^Statusreasoncode^|^20170325^|^20170808^|^20160611^|^20230509^|^20230611^|^20230626^|^20230815^|^1^|^46189121
131^|^20100830^|^20230915^|^SUB^|^CID^|^20171107^|^Activated^|^Statusreasoncode^|^20161223^|^20170709^|^20151213^|^20230728^|^20230105^|^20230101^|^20230925^|^1^|^46189122
132^|^20111106^|^20230127^|^SUB^|^CID^|^20170714^|^Pending^|^Statusreasoncode^|^20170312^|^20171104^|^20141226^|^20230406^|^20231106^|^20230424^|^20230828^|^1^|^46189123
133^|^20110807^|^20230307^|^SUB^|^CID^|^20170516^|^Activated^|^Statusreasoncode^|^20171117^|^20171028^|^20160402^|^20230225^|^20230804^|^20230709^|^20230624^|^1^|^46189124
134^|^20100621^|^20230223^|^SUB^|^SKEL^|^20170611^|^TerminatedUnkown^|^Statusreasoncode^|^20170212^|^20170616^|^20160909^|^20231104^|^20230416^|^20230425^|^20230902^|^1^|^46189125
135^|^20110614^|^20230514^|^CON^|^CNPCN^|^20170201^|^Activated^|^Statusreasoncode^|^20170103^|^20170316^|^20160227^|^20231006^|^20230623^|^20231113^|^20230602^|^1^|^46189126
136^|^20100305^|^20230711^|^CON^|^SKEL^|^20170924^|^TerminatedUnkown^|^Statusreasoncode^|^20170318^|^20161210^|^20160202^|^20230528^|^20230420^|^20231109^|^20230825^|^1^|^46189127
137^|^20101208^|^20230211^|^CON^|^CID^|^20161203^|^Pending^|^Statusreasoncode^|^20170202^|^20170722^|^20141230^|^20230705^|^20230424^|^20230703^|^20230920^|^1^|^46189128
138^|^20110131^|^20230212^|^SUB^|^MSUB^|^20170402^|^Pending^|^Statusreasoncode^|^20161230^|^20170514^|^20160122^|^20230930^|^20230608^|^20230909^|^20230323^|^1^|^46189129
139^|^20110227^|^20221218^|^SUB^|^SKEL^|^20170212^|^TerminatedUnkown^|^Statusreasoncode^|^20170713^|^20161215^|^20151125^|^20230818^|^20221205^|^20230601^|^20231003^|^1^|^46189130
140^|^20110116^|^20230815^|^CON^|^CID^|^20170528^|^TerminatedUnkown^|^Statusreasoncode^|^20170525^|^20161223^|^20161107^|^20230311^|^20230127^|^20230225^|^20221226^|^1^|^46189131
141^|^20100320^|^20230107^|^SUB^|^SKEL^|^20170313^|^TerminatedUnkown^|^Statusreasoncode^|^20170327^|^20170719^|^20160724^|^20221216^|^20230326^|^20231024^|^20230212^|^1^|^46189132
142^|^20101104^|^20230211^|^CON^|^SKEL^|^20170615^|^TerminatedUnkown^|^Statusreasoncode^|^20170524^|^20170309^|^20150819^|^20230627^|^20230219^|^20230722^|^20221226^|^1^|^46189133
143^|^20100129^|^20230722^|^CON^|^SKEL^|^20171029^|^TerminatedUnkown^|^Statusreasoncode^|^20170501^|^20170810^|^20151116^|^20230123^|^20231021^|^20230724^|^20231104^|^1^|^46189134
144^|^20100615^|^20230917^|^CON^|^MSUB^|^20170301^|^Activated^|^Statusreasoncode^|^20170524^|^20170117^|^20150610^|^20230421^|^20231003^|^20221214^|^20230115^|^1^|^46189135
145^|^20110318^|^20230719^|^SUB^|^MSUB^|^20170331^|^Pending^|^Statusreasoncode^|^20170926^|^20170119^|^20160725^|^20231003^|^20230927^|^20230514^|^20230510^|^1^|^46189136
146^|^20110209^|^20230818^|^CON^|^CNPCN^|^20170516^|^Activated^|^Statusreasoncode^|^20161124^|^20170501^|^20160504^|^20230330^|^20230802^|^20230303^|^20230311^|^1^|^46189137
147^|^20110902^|^20230915^|^CON^|^CID^|^20170421^|^TerminatedUnkown^|^Statusreasoncode^|^20170824^|^20170108^|^20150119^|^20231010^|^20230726^|^20230616^|^20231010^|^1^|^46189138
148^|^20100705^|^20231106^|^CON^|^SKEL^|^20170807^|^Pending^|^Statusreasoncode^|^20170602^|^20170331^|^20141213^|^20230715^|^20230907^|^20231026^|^20230305^|^1^|^46189139
149^|^20100428^|^20230904^|^CON^|^CNPCN^|^20170906^|^Activated^|^Statusreasoncode^|^20170922^|^20170318^|^20151121^|^20230210^|^20230908^|^20230417^|^20230222^|^1^|^46189140
150^|^20100213^|^20230321^|^SUB^|^SKEL^|^20161204^|^TerminatedUnkown^|^Statusreasoncode^|^20161214^|^20170406^|^20150522^|^20230911^|^20230901^|^20231007^|^20221120^|^1^|^46189141
151^|^20110704^|^20230624^|^CON^|^SKEL^|^20170516^|^TerminatedUnkown^|^Statusreasoncode^|^20171027^|^20170318^|^20160603^|^20230717^|^20221212^|^20231026^|^20231005^|^1^|^46189142
152^|^20110506^|^20230501^|^CON^|^MSUB^|^20161224^|^TerminatedUnkown^|^Statusreasoncode^|^20170425^|^20170904^|^20160821^|^20231011^|^20231003^|^20231015^|^20230615^|^1^|^46189143
153^|^20101015^|^20230330^|^CON^|^CID^|^20170311^|^Pending^|^Statusreasoncode^|^20170307^|^20170806^|^20161014^|^20230630^|^20230113^|^20231111^|^20230808^|^1^|^46189144
154^|^20110901^|^20221220^|^CON^|^CNPCN^|^20170622^|^TerminatedUnkown^|^Statusreasoncode^|^20170603^|^20161221^|^20151117^|^20230727^|^20230105^|^20221224^|^20231101^|^1^|^46189145
155^|^20100823^|^20231113^|^SUB^|^CID^|^20170729^|^Activated^|^Statusreasoncode^|^20170506^|^20170615^|^20160208^|^20221122^|^20221201^|^20230328^|^20230827^|^1^|^46189146
156^|^20110704^|^20230115^|^SUB^|^MSUB^|^20161211^|^Pending^|^Statusreasoncode^|^20170617^|^20171114^|^20150220^|^20230110^|^20231116^|^20230827^|^20230529^|^1^|^46189147
157^|^20110523^|^20230811^|^CON^|^SKEL^|^20170510^|^Activated^|^Statusreasoncode^|^20171031^|^20170110^|^20160912^|^20221215^|^20230822^|^20230208^|^20230515^|^1^|^46189148
158^|^20100710^|^20230216^|^CON^|^CNPCN^|^20170113^|^Pending^|^Statusreasoncode^|^20170130^|^20170405^|^20150109^|^20221209^|^20230131^|^20230117^|^20230225^|^1^|^46189149
159^|^20100324^|^20230221^|^SUB^|^CNPCN^|^20161207^|^Activated^|^Statusreasoncode^|^20170318^|^20161219^|^20160727^|^20230115^|^20221219^|^20231005^|^20230901^|^1^|^46189150
160^|^20111103^|^20231112^|^CON^|^MSUB^|^20170525^|^TerminatedUnkown^|^Statusreasoncode^|^20170808^|^20170522^|^20160601^|^20230219^|^20230911^|^20230419^|^20230921^|^1^|^46189151
161^|^20110630^|^20231005^|^CON^|^CID^|^20171028^|^Activated^|^Statusreasoncode^|^20171010^|^20170220^|^20151204^|^20230317^|^20230905^|^20230119^|^20230914^|^1^|^46189152
162^|^20110416^|^20230731^|^CON^|^MSUB^|^20170731^|^Pending^|^Statusreasoncode^|^20170531^|^20170108^|^20150828^|^20230604^|^20221230^|^20230918^|^20221224^|^1^|^46189153
163^|^20101031^|^20221123^|^SUB^|^CID^|^20170923^|^Pending^|^Statusreasoncode^|^20171012^|^20170221^|^20160420^|^20231115^|^20221127^|^20230916^|^20221209^|^1^|^46189154
164^|^20100302^|^20221204^|^SUB^|^SKEL^|^20170503^|^TerminatedUnkown^|^Statusreasoncode^|^20161228^|^20170209^|^20141125^|^20230125^|^20230429^|^20230704^|^20230929^|^1^|^46189155
165^|^20110818^|^20230406^|^SUB^|^SKEL^|^20170111^|^Pending^|^Statusreasoncode^|^20170203^|^20161124^|^20150509^|^20230718^|^20231104^|^20221223^|^20231011^|^1^|^46189156
166^|^20110616^|^20230605^|^SUB^|^MSUB^|^20161206^|^TerminatedUnkown^|^Statusreasoncode^|^20170623^|^20170627^|^20160731^|^20230825^|^20230330^|^20230305^|^20231015^|^1^|^46189157
167^|^20110828^|^20230705^|^SUB^|^CNPCN^|^20170508^|^TerminatedUnkown^|^Statusreasoncode^|^20170128^|^20170419^|^20150204^|^20230822^|^20230512^|^20230101^|^20230605^|^1^|^46189158
168^|^20101221^|^20230701^|^CON^|^SKEL^|^20171102^|^Activated^|^Statusreasoncode^|^20170110^|^20170620^|^20161106^|^20230304^|^20230622^|^20230323^|^20230213^|^1^|^46189159
169^|^20100804^|^20230719^|^CON^|^MSUB^|^20161129^|^Activated^|^Statusreasoncode^|^20170806^|^20171112^|^20160309^|^20230705^|^20230911^|^20230717^|^20221229^|^1^|^46189160
170^|^20110721^|^20230313^|^SUB^|^MSUB^|^20170810^|^TerminatedUnkown^|^Statusreasoncode^|^20170311^|^20170523^|^20151130^|^20231104^|^20230823^|^20230303^|^20230612^|^1^|^46189161
171^|^20110207^|^20230107^|^SUB^|^CNPCN^|^20170802^|^Activated^|^Statusreasoncode^|^20170609^|^20171113^|^20161024^|^20231020^|^20221125^|^20231116^|^20230823^|^1^|^46189162
172^|^20110622^|^20230210^|^CON^|^SKEL^|^20170404^|^Activated^|^Statusreasoncode^|^20170918^|^20170412^|^20160115^|^20230530^|^20230417^|^20230430^|^20230427^|^1^|^46189163
173^|^20101030^|^20230214^|^SUB^|^CID^|^20170613^|^Activated^|^Statusreasoncode^|^20170416^|^20171101^|^20160812^|^20231118^|^20230808^|^20230609^|^20230128^|^1^|^46189164
174^|^20110718^|^20230720^|^SUB^|^CNPCN^|^20170221^|^Pending^|^Statusreasoncode^|^20170217^|^20170404^|^20160709^|^20230816^|^20230607^|^20231016^|^20230107^|^1^|^46189165
175^|^20110510^|^20230614^|^CON^|^SKEL^|^20170307^|^Pending^|^Statusreasoncode^|^20170507^|^20170402^|^20160527^|^20230201^|^20230313^|^20221212^|^20230120^|^1^|^46189166
176^|^20100329^|^20230118^|^SUB^|^SKEL^|^20170627^|^Activated^|^Statusreasoncode^|^20170708^|^20170813^|^20150728^|^20231104^|^20221124^|^20230113^|^20231018^|^1^|^46189167
177^|^20110311^|^20230218^|^CON^|^SKEL^|^20170709^|^TerminatedUnkown^|^Statusreasoncode^|^20170801^|^20170402^|^20160814^|^20230825^|^20231109^|^20230926^|^20221226^|^1^|^46189168
178^|^20110616^|^20230909^|^SUB^|^CNPCN^|^20170413^|^Activated^|^Statusreasoncode^|^20170505^|^20170409^|^20150617^|^20221227^|^20230414^|^20221210^|^20230708^|^1^|^46189169
179^|^20100512^|^20231026^|^SUB^|^MSUB^|^20161213^|^Activated^|^Statusreasoncode^|^20161225^|^20170617^|^20150329^|^20231111^|^20230926^|^20230516^|^20230303^|^1^|^46189170
180^|^20111010^|^20231016^|^SUB^|^CID^|^20170517^|^TerminatedUnkown^|^Statusreasoncode^|^20171102^|^20170924^|^20160218^|^20230407^|^20231105^|^20230601^|^20230520^|^1^|^46189171
181^|^20100619^|^20231021^|^SUB^|^CID^|^20170601^|^Activated^|^Statusreasoncode^|^20170513^|^20170730^|^20150207^|^20230317^|^20230206^|^20231101^|^20230725^|^1^|^46189172
182^|^20100424^|^20230323^|^CON^|^SKEL^|^20171111^|^Activated^|^Statusreasoncode^|^20161229^|^20170824^|^20150215^|^20230405^|^20230919^|^20230723^|^20230620^|^1^|^46189173
183^|^20110730^|^20221226^|^CON^|^CID^|^20170719^|^Pending^|^Statusreasoncode^|^20170915^|^20170206^|^20160708^|^20230903^|^20230628^|^20230525^|^20221209^|^1^|^46189174
184^|^20101124^|^20230331^|^CON^|^MSUB^|^20170222^|^TerminatedUnkown^|^Statusreasoncode^|^20170411^|^20161216^|^20151225^|^20231108^|^20221221^|^20230818^|^20221216^|^1^|^46189175
185^|^20100207^|^20230302^|^SUB^|^CNPCN^|^20170131^|^Activated^|^Statusreasoncode^|^20170325^|^20170116^|^20160406^|^20230928^|^20231003^|^20221203^|^20230410^|^1^|^46189176
186^|^20110607^|^20230103^|^CON^|^CNPCN^|^20170413^|^Pending^|^Statusreasoncode^|^20170619^|^20170422^|^20150709^|^20221222^|^20230917^|^20230715^|^20230818^|^1^|^46189177
187^|^20110218^|^20231006^|^SUB^|^MSUB^|^20170309^|^Pending^|^Statusreasoncode^|^20170917^|^20170720^|^20160724^|^20230815^|^20230802^|^20230615^|^20231013^|^1^|^46189178
188^|^20100125^|^20230801^|^CON^|^MSUB^|^20170131^|^Pending^|^Statusreasoncode^|^20170204^|^20170819^|^20150215^|^20230901^|^20221216^|^20230217^|^20230924^|^1^|^46189179
189^|^20100904^|^20230211^|^CON^|^MSUB^|^20161128^|^Activated^|^Statusreasoncode^|^20161214^|^20171006^|^20150515^|^20230130^|^20231031^|^20230505^|^20230929^|^1^|^46189180
190^|^20111020^|^20230926^|^CON^|^CID^|^20170626^|^TerminatedUnkown^|^Statusreasoncode^|^20170129^|^20170114^|^20151015^|^20230717^|^20221229^|^20230208^|^20231103^|^1^|^46189181
191^|^20110122^|^20231103^|^SUB^|^CID^|^20170111^|^Pending^|^Statusreasoncode^|^20170928^|^20170129^|^20160409^|^20231021^|^20230407^|^20231024^|^20231027^|^1^|^46189182
192^|^20111011^|^20231108^|^CON^|^SKEL^|^20170922^|^TerminatedUnkown^|^Statusreasoncode^|^20170905^|^20170224^|^20160119^|^20230409^|^20230927^|^20230202^|^20230106^|^1^|^46189183
193^|^20100904^|^20230128^|^CON^|^CNPCN^|^20170710^|^TerminatedUnkown^|^Statusreasoncode^|^20170708^|^20170319^|^20160804^|^20231013^|^20230626^|^20230917^|^20230516^|^1^|^46189184
194^|^20110219^|^20230726^|^CON^|^MSUB^|^20171015^|^TerminatedUnkown^|^Statusreasoncode^|^20170604^|^20161206^|^20150424^|^20230819^|^20230927^|^20230908^|^20230212^|^1^|^46189185
195^|^20100613^|^20230309^|^SUB^|^CID^|^20171012^|^Activated^|^Statusreasoncode^|^20170507^|^20170916^|^20151126^|^20221130^|^20230201^|^20221231^|^20230819^|^1^|^46189186
196^|^20100217^|^20221218^|^CON^|^SKEL^|^20170515^|^Pending^|^Statusreasoncode^|^20170429^|^20161129^|^20161113^|^20230217^|^20230201^|^20230716^|^20230124^|^1^|^46189187
197^|^20100730^|^20231021^|^CON^|^CID^|^20170821^|^TerminatedUnkown^|^Statusreasoncode^|^20170212^|^20170327^|^20150915^|^20230810^|^20230410^|^20230810^|^20230313^|^1^|^46189188
198^|^20110320^|^20230911^|^CON^|^MSUB^|^20170908^|^TerminatedUnkown^|^Statusreasoncode^|^20170829^|^20170923^|^20160926^|^20230926^|^20230610^|^20231006^|^20230225^|^1^|^46189189
199^|^20110214^|^20230206^|^CON^|^SKEL^|^20170921^|^TerminatedUnkown^|^Statusreasoncode^|^20170102^|^20170517^|^20151212^|^20230812^|^20231019^|^20221208^|^20230808^|^1^|^46189190
200^|^20100330^|^20221223^|^SUB^|^SKEL^|^20170705^|^Activated^|^Statusreasoncode^|^20170428^|^20170205^|^20151205^|^20230525^|^20221220^|^20230430^|^20231006^|^1^|^46189191
201^|^20110719^|^20230218^|^SUB^|^SKEL^|^20170213^|^TerminatedUnkown^|^Statusreasoncode^|^20170705^|^20170814^|^20150711^|^20230319^|^20230122^|^20221203^|^20230117^|^1^|^46189192
202^|^20100216^|^20230725^|^CON^|^CID^|^20161222^|^Activated^|^Statusreasoncode^|^20171031^|^20170414^|^20160720^|^20231112^|^20230124^|^20230302^|^20221205^|^1^|^46189193
203^|^20100213^|^20230201^|^CON^|^MSUB^|^20170827^|^Activated^|^Statusreasoncode^|^20161223^|^20170216^|^20160618^|^20230401^|^20230701^|^20230428^|^20230810^|^1^|^46189194
204^|^20111017^|^20231008^|^CON^|^MSUB^|^20170822^|^TerminatedUnkown^|^Statusreasoncode^|^20170728^|^20170812^|^20160620^|^20221217^|^20230420^|^20230913^|^20230522^|^1^|^46189195
205^|^20100315^|^20230314^|^SUB^|^CNPCN^|^20170515^|^Pending^|^Statusreasoncode^|^20161203^|^20170122^|^20160128^|^20230221^|^20230226^|^20221225^|^20230130^|^1^|^46189196
206^|^20110120^|^20230402^|^SUB^|^SKEL^|^20170422^|^Pending^|^Statusreasoncode^|^20170406^|^20170614^|^20150711^|^20230503^|^20221128^|^20230525^|^20230123^|^1^|^46189197
207^|^20100316^|^20231107^|^CON^|^CNPCN^|^20170422^|^Pending^|^Statusreasoncode^|^20170614^|^20171115^|^20160604^|^20221230^|^20230327^|^20230714^|^20230909^|^1^|^46189198
208^|^20110408^|^20231001^|^SUB^|^CID^|^20170107^|^Pending^|^Statusreasoncode^|^20170310^|^20170430^|^20160204^|^20230503^|^20230417^|^20230519^|^20230706^|^1^|^46189199
209^|^20111006^|^20230810^|^CON^|^CID^|^20171011^|^Pending^|^Statusreasoncode^|^20161210^|^20170312^|^20150629^|^20230912^|^20230620^|^20230622^|^20231026^|^1^|^46189200
210^|^20100509^|^20230707^|^SUB^|^CID^|^20170716^|^TerminatedUnkown^|^Statusreasoncode^|^20170917^|^20171105^|^20160603^|^20221217^|^20230401^|^20230309^|^20230322^|^1^|^46189201
211^|^20110805^|^20230521^|^SUB^|^MSUB^|^20170406^|^Activated^|^Statusreasoncode^|^20170504^|^20161228^|^20150213^|^20231114^|^20230226^|^20230614^|^20221223^|^1^|^46189202
212^|^20111029^|^20231020^|^CON^|^CID^|^20171025^|^TerminatedUnkown^|^Statusreasoncode^|^20170128^|^20170410^|^20160801^|^20221121^|^20230930^|^20230703^|^20221216^|^1^|^46189203
213^|^20110111^|^20230128^|^SUB^|^SKEL^|^20170420^|^Activated^|^Statusreasoncode^|^20171115^|^20171015^|^20160505^|^20230915^|^20230502^|^20230527^|^20221205^|^1^|^46189204
214^|^20101130^|^20230918^|^CON^|^CID^|^20170428^|^Activated^|^Statusreasoncode^|^20170702^|^20170209^|^20150702^|^20230131^|^20230407^|^20230910^|^20230619^|^1^|^46189205
215^|^20100829^|^20230416^|^SUB^|^MSUB^|^20170209^|^TerminatedUnkown^|^Statusreasoncode^|^20171008^|^20170502^|^20150530^|^20230903^|^20230721^|^20230531^|^20230725^|^1^|^46189206
216^|^20100429^|^20230417^|^CON^|^CID^|^20170709^|^Activated^|^Statusreasoncode^|^20170411^|^20170220^|^20150726^|^20230531^|^20230617^|^20230108^|^20230301^|^1^|^46189207
217^|^20100923^|^20230615^|^SUB^|^MSUB^|^20170727^|^Activated^|^Statusreasoncode^|^20170729^|^20171021^|^20141216^|^20230722^|^20231029^|^20231008^|^20230820^|^1^|^46189208
218^|^20100606^|^20231031^|^SUB^|^CID^|^20170108^|^TerminatedUnkown^|^Statusreasoncode^|^20170409^|^20170421^|^20150819^|^20230829^|^20230606^|^20230914^|^20221123^|^1^|^46189209
219^|^20100915^|^20231001^|^CON^|^MSUB^|^20170508^|^Activated^|^Statusreasoncode^|^20170525^|^20170731^|^20160917^|^20230713^|^20231031^|^20230902^|^20230115^|^1^|^46189210
220^|^20110607^|^20230905^|^CON^|^CID^|^20161122^|^TerminatedUnkown^|^Statusreasoncode^|^20170628^|^20161219^|^20150825^|^20230630^|^20231016^|^20231004^|^20221128^|^1^|^46189211
221^|^20110121^|^20230609^|^SUB^|^CID^|^20170828^|^TerminatedUnkown^|^Statusreasoncode^|^20170307^|^20170302^|^20150326^|^20230405^|^20230814^|^20230609^|^20230515^|^1^|^46189212
222^|^20101014^|^20231025^|^CON^|^SKEL^|^20170629^|^TerminatedUnkown^|^Statusreasoncode^|^20170120^|^20171115^|^20160101^|^20230112^|^20230901^|^20221123^|^20230319^|^1^|^46189213
223^|^20110529^|^20230920^|^CON^|^MSUB^|^20170522^|^TerminatedUnkown^|^Statusreasoncode^|^20170511^|^20170520^|^20150415^|^20230515^|^20230321^|^20230508^|^20230814^|^1^|^46189214
224^|^20101112^|^20230505^|^CON^|^SKEL^|^20170112^|^Activated^|^Statusreasoncode^|^20170228^|^20170517^|^20161112^|^20230725^|^20230315^|^20230828^|^20231004^|^1^|^46189215
225^|^20100604^|^20230410^|^SUB^|^SKEL^|^20170323^|^Pending^|^Statusreasoncode^|^20170423^|^20170604^|^20150604^|^20230218^|^20221219^|^20230118^|^20230224^|^1^|^46189216
226^|^20110809^|^20221219^|^CON^|^MSUB^|^20170524^|^Activated^|^Statusreasoncode^|^20171021^|^20170728^|^20151024^|^20230530^|^20230826^|^20230809^|^20221127^|^1^|^46189217
227^|^20110619^|^20230612^|^SUB^|^CID^|^20170212^|^Activated^|^Statusreasoncode^|^20171013^|^20161226^|^20150220^|^20221229^|^20231101^|^20230511^|^20230325^|^1^|^46189218
228^|^20110926^|^20230203^|^CON^|^CID^|^20170615^|^Activated^|^Statusreasoncode^|^20171024^|^20170826^|^20160713^|^20230224^|^20230327^|^20230721^|^20230627^|^1^|^46189219
229^|^20111027^|^20230817^|^SUB^|^CID^|^20170927^|^Activated^|^Statusreasoncode^|^20161226^|^20170314^|^20141208^|^20221222^|^20230408^|^20230219^|^20231115^|^1^|^46189220
230^|^20110713^|^20230430^|^SUB^|^MSUB^|^20170219^|^Pending^|^Statusreasoncode^|^20170613^|^20170516^|^20160829^|^20230806^|^20221230^|^20221205^|^20230505^|^1^|^46189221
