name^|^mt_id^|^offer_id^|^contactlist_id^|^campcode^|^cellcode^|^target_id^|^target_start^|^target_end^|^extract_date
Dataupsell^|^61^|^25^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^36^|^20170411^|^20170120^|^20170201
Dataupsell^|^62^|^26^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^37^|^20170826^|^20170102^|^20170215
Dataupsell^|^63^|^27^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^38^|^20170504^|^20161202^|^20170528
Dataupsell^|^64^|^28^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^39^|^20171024^|^20170910^|^20170522
Dataupsell^|^65^|^29^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^40^|^20171107^|^20170526^|^20161203
Dataupsell^|^66^|^30^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^41^|^20161228^|^20170723^|^20170830
Dataupsell^|^67^|^31^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^42^|^20170705^|^20170608^|^20170208
Dataupsell^|^68^|^32^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^43^|^20170208^|^20170723^|^20161221
Dataupsell^|^69^|^33^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^44^|^20161202^|^20170804^|^20170116
Dataupsell^|^70^|^34^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^45^|^20170711^|^20170726^|^20170127
Dataupsell^|^71^|^35^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^46^|^20161217^|^20170418^|^20170927
Dataupsell^|^72^|^36^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^47^|^20170610^|^20170708^|^20170827
Dataupsell^|^73^|^37^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^48^|^20170319^|^20170531^|^20170803
Dataupsell^|^74^|^38^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^49^|^20170209^|^20170501^|^20170218
Dataupsell^|^75^|^39^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^50^|^20170303^|^20171018^|^20171028
Dataupsell^|^76^|^40^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^51^|^20170401^|^20170616^|^20161221
Dataupsell^|^77^|^41^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^52^|^20161202^|^20170806^|^20170122
Dataupsell^|^78^|^42^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^53^|^20161202^|^20170602^|^20170410
Dataupsell^|^79^|^43^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^54^|^20171115^|^20170704^|^20170722
Dataupsell^|^80^|^44^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^55^|^20170107^|^20171009^|^20170625
Dataupsell^|^81^|^45^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^56^|^20170831^|^20171030^|^20170922
Dataupsell^|^82^|^46^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^57^|^20170919^|^20170530^|^20170112
Dataupsell^|^83^|^47^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^58^|^20170926^|^20170507^|^20170430
Dataupsell^|^84^|^48^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^59^|^20170104^|^20170916^|^20161128
Dataupsell^|^85^|^49^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^60^|^20170817^|^20170811^|^20170921
Dataupsell^|^86^|^50^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^61^|^20170605^|^20170225^|^20170609
Dataupsell^|^87^|^51^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^62^|^20170710^|^20170925^|^20170521
Dataupsell^|^88^|^52^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^63^|^20170127^|^20171024^|^20170621
Dataupsell^|^89^|^53^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^64^|^20170406^|^20170908^|^20171028
Dataupsell^|^90^|^54^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^65^|^20170426^|^20170716^|^20170322
Dataupsell^|^91^|^55^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^66^|^20170518^|^20170208^|^20170315
Dataupsell^|^92^|^56^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^67^|^20170601^|^20171031^|^20170910
Dataupsell^|^93^|^57^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^68^|^20170828^|^20170117^|^20170509
Dataupsell^|^94^|^58^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^69^|^20170913^|^20170419^|^20170710
Dataupsell^|^95^|^59^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^70^|^20170312^|^20170307^|^20161225
Dataupsell^|^96^|^60^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^71^|^20170924^|^20171026^|^20170225
Dataupsell^|^97^|^61^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^72^|^20170525^|^20170910^|^20161126
Dataupsell^|^98^|^62^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^73^|^20170819^|^20171026^|^20161122
Dataupsell^|^99^|^63^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^74^|^20170826^|^20170729^|^20161206
Dataupsell^|^100^|^64^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^75^|^20161129^|^20170525^|^20161125
Dataupsell^|^101^|^65^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^76^|^20171023^|^20161120^|^20170912
Dataupsell^|^102^|^66^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^77^|^20171101^|^20170515^|^20170728
Dataupsell^|^103^|^67^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^78^|^20170416^|^20170410^|^20170808
Dataupsell^|^104^|^68^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^79^|^20170925^|^20161230^|^20170301
Dataupsell^|^105^|^69^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^80^|^20170317^|^20170202^|^20170407
Dataupsell^|^106^|^70^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^81^|^20170608^|^20170418^|^20170525
Dataupsell^|^107^|^71^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^82^|^20170907^|^20170421^|^20170724
Dataupsell^|^108^|^72^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^83^|^20161230^|^20170706^|^20170603
Dataupsell^|^109^|^73^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^84^|^20170809^|^20170731^|^20170727
Dataupsell^|^110^|^74^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^85^|^20161211^|^20161202^|^20170115
Dataupsell^|^111^|^75^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^86^|^20161221^|^20161224^|^20161206
Dataupsell^|^112^|^76^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^87^|^20170116^|^20170911^|^20170311
Dataupsell^|^113^|^77^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^88^|^20170108^|^20161203^|^20171108
Dataupsell^|^114^|^78^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^89^|^20171102^|^20170928^|^20170815
Dataupsell^|^115^|^79^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^90^|^20170317^|^20170513^|^20170109
Dataupsell^|^116^|^80^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^91^|^20170501^|^20170509^|^20161125
Dataupsell^|^117^|^81^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^92^|^20161204^|^20170415^|^20170128
Dataupsell^|^118^|^82^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^93^|^20170831^|^20170104^|^20170110
Dataupsell^|^119^|^83^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^94^|^20170325^|^20170114^|^20170223
Dataupsell^|^120^|^84^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^95^|^20170830^|^20170424^|^20170116
Dataupsell^|^121^|^85^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^96^|^20170525^|^20171009^|^20170203
Dataupsell^|^122^|^86^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^97^|^20170114^|^20170714^|^20170406
Dataupsell^|^123^|^87^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^98^|^20170125^|^20170921^|^20170831
Dataupsell^|^124^|^88^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^99^|^20171010^|^20170413^|^20161203
Dataupsell^|^125^|^89^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^100^|^20170704^|^20170405^|^20170528
Dataupsell^|^126^|^90^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^101^|^20170914^|^20170510^|^20171015
Dataupsell^|^127^|^91^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^102^|^20161217^|^20170821^|^20170915
Dataupsell^|^128^|^92^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^103^|^20170913^|^20170813^|^20170308
Dataupsell^|^129^|^93^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^104^|^20170516^|^20171106^|^20170312
Dataupsell^|^130^|^94^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^105^|^20170726^|^20170526^|^20170105
Dataupsell^|^131^|^95^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^106^|^20170722^|^20170130^|^20170122
Dataupsell^|^132^|^96^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^107^|^20171103^|^20170313^|^20170727
Dataupsell^|^133^|^97^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^108^|^20170409^|^20171017^|^20170530
Dataupsell^|^134^|^98^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^109^|^20170417^|^20171018^|^20170321
Dataupsell^|^135^|^99^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^110^|^20170307^|^20170523^|^20170322
Dataupsell^|^136^|^100^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^111^|^20170115^|^20170829^|^20170820
Dataupsell^|^137^|^101^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^112^|^20170404^|^20170315^|^20170124
Dataupsell^|^138^|^102^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^113^|^20171114^|^20170103^|^20171102
Dataupsell^|^139^|^103^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^114^|^20170126^|^20170527^|^20171108
Dataupsell^|^140^|^104^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^115^|^20161130^|^20170922^|^20170929
Dataupsell^|^141^|^105^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^116^|^20170225^|^20170406^|^20171027
Dataupsell^|^142^|^106^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^117^|^20170112^|^20171009^|^20170907
Dataupsell^|^143^|^107^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^118^|^20170115^|^20171011^|^20171117
Dataupsell^|^144^|^108^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^119^|^20170115^|^20170423^|^20170302
Dataupsell^|^145^|^109^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^120^|^20170118^|^20170309^|^20170424
Dataupsell^|^146^|^110^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^121^|^20161130^|^20170511^|^20171007
Dataupsell^|^147^|^111^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^122^|^20170829^|^20170623^|^20161226
Dataupsell^|^148^|^112^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^123^|^20161214^|^20170412^|^20170222
Dataupsell^|^149^|^113^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^124^|^20170821^|^20171002^|^20170515
Dataupsell^|^150^|^114^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^125^|^20170726^|^20171010^|^20170221
Dataupsell^|^151^|^115^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^126^|^20170507^|^20170722^|^20171110
Dataupsell^|^152^|^116^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^127^|^20170131^|^20170914^|^20170405
Dataupsell^|^153^|^117^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^128^|^20161130^|^20161230^|^20170312
Dataupsell^|^154^|^118^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^129^|^20161122^|^20170412^|^20170110
Dataupsell^|^155^|^119^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^130^|^20171027^|^20161125^|^20170602
Dataupsell^|^156^|^120^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^131^|^20161231^|^20170321^|^20170621
Dataupsell^|^157^|^121^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^132^|^20170807^|^20170221^|^20170125
Dataupsell^|^158^|^122^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^133^|^20170731^|^20170721^|^20170207
Dataupsell^|^159^|^123^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^134^|^20170520^|^20170514^|^20170812
Dataupsell^|^160^|^124^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^135^|^20170401^|^20171108^|^20170304
Dataupsell^|^161^|^125^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^136^|^20170530^|^20170125^|^20170703
Dataupsell^|^162^|^126^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^137^|^20170401^|^20170329^|^20170420
Dataupsell^|^163^|^127^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^138^|^20170303^|^20161226^|^20170728
Dataupsell^|^164^|^128^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^139^|^20170406^|^20170224^|^20170208
Dataupsell^|^165^|^129^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^140^|^20170902^|^20170728^|^20170924
Dataupsell^|^166^|^130^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^141^|^20170719^|^20171110^|^20170505
Dataupsell^|^167^|^131^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^142^|^20170128^|^20170830^|^20170325
Dataupsell^|^168^|^132^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^143^|^20170917^|^20170816^|^20170723
Dataupsell^|^169^|^133^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^144^|^20161218^|^20170812^|^20170122
Dataupsell^|^170^|^134^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^145^|^20170116^|^20161217^|^20170819
Dataupsell^|^171^|^135^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^146^|^20170829^|^20170411^|^20161125
Dataupsell^|^172^|^136^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^147^|^20171102^|^20170105^|^20170528
Dataupsell^|^173^|^137^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^148^|^20170410^|^20170904^|^20170222
Dataupsell^|^174^|^138^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^149^|^20161219^|^20170403^|^20171116
Dataupsell^|^175^|^139^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^150^|^20170824^|^20161125^|^20171117
Dataupsell^|^176^|^140^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^151^|^20170519^|^20170816^|^20171118
Dataupsell^|^177^|^141^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^152^|^20170326^|^20170525^|^20170422
Dataupsell^|^178^|^142^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^153^|^20171004^|^20170729^|^20170512
Dataupsell^|^179^|^143^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^154^|^20170611^|^20171108^|^20171106
Dataupsell^|^180^|^144^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^155^|^20170427^|^20171110^|^20170223
Dataupsell^|^181^|^145^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^156^|^20170221^|^20170904^|^20171018
Dataupsell^|^182^|^146^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^157^|^20170530^|^20170101^|^20170809
Dataupsell^|^183^|^147^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^158^|^20170313^|^20170824^|^20170601
Dataupsell^|^184^|^148^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^159^|^20170509^|^20171004^|^20170914
Dataupsell^|^185^|^149^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^160^|^20170218^|^20170124^|^20170127
Dataupsell^|^186^|^150^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^161^|^20171006^|^20170709^|^20170107
Dataupsell^|^187^|^151^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^162^|^20170110^|^20170716^|^20170711
Dataupsell^|^188^|^152^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^163^|^20170815^|^20171023^|^20171106
Dataupsell^|^189^|^153^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^164^|^20170824^|^20170727^|^20170422
Dataupsell^|^190^|^154^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^165^|^20161221^|^20170807^|^20170213
Dataupsell^|^191^|^155^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^166^|^20170508^|^20171116^|^20170114
Dataupsell^|^192^|^156^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^167^|^20170426^|^20161227^|^20170115
Dataupsell^|^193^|^157^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^168^|^20170310^|^20170816^|^20171014
Dataupsell^|^194^|^158^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^169^|^20170808^|^20161124^|^20170820
Dataupsell^|^195^|^159^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^170^|^20161123^|^20170817^|^20170210
Dataupsell^|^196^|^160^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^171^|^20170927^|^20170706^|^20170315
Dataupsell^|^197^|^161^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^172^|^20170630^|^20170322^|^20170111
Dataupsell^|^198^|^162^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^173^|^20171024^|^20170504^|^20170815
Dataupsell^|^199^|^163^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^174^|^20170927^|^20170903^|^20170709
Dataupsell^|^200^|^164^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^175^|^20170612^|^20170310^|^20171003
Dataupsell^|^201^|^165^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^176^|^20170721^|^20161127^|^20170207
Dataupsell^|^202^|^166^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^177^|^20170419^|^20161207^|^20170515
Dataupsell^|^203^|^167^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^178^|^20170422^|^20170610^|^20170914
Dataupsell^|^204^|^168^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^179^|^20171012^|^20170423^|^20171014
Dataupsell^|^205^|^169^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^180^|^20170724^|^20171102^|^20161130
Dataupsell^|^206^|^170^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^181^|^20170901^|^20171022^|^20171006
Dataupsell^|^207^|^171^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^182^|^20171102^|^20170120^|^20170327
Dataupsell^|^208^|^172^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^183^|^20170102^|^20170303^|^20170922
Dataupsell^|^209^|^173^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^184^|^20170215^|^20171020^|^20170421
Dataupsell^|^210^|^174^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^185^|^20170328^|^20170608^|^20170414
Dataupsell^|^211^|^175^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^186^|^20171004^|^20170328^|^20171018
Dataupsell^|^212^|^176^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^187^|^20170603^|^20170929^|^20170705
Dataupsell^|^213^|^177^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^188^|^20170308^|^20171118^|^20170801
Dataupsell^|^214^|^178^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^189^|^20170822^|^20170211^|^20170328
Dataupsell^|^215^|^179^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^190^|^20170828^|^20170622^|^20171107
Dataupsell^|^216^|^180^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^191^|^20170126^|^20170610^|^20170810
Dataupsell^|^217^|^181^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^192^|^20170720^|^20161211^|^20171115
Dataupsell^|^218^|^182^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^193^|^20170103^|^20161203^|^20170816
Dataupsell^|^219^|^183^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^194^|^20170108^|^20161205^|^20170527
Dataupsell^|^220^|^184^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^195^|^20171020^|^20170107^|^20170127
Dataupsell^|^221^|^185^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^196^|^20170123^|^20161206^|^20170929
Dataupsell^|^222^|^186^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^197^|^20170320^|^20170714^|^20171004
Dataupsell^|^223^|^187^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^198^|^20161203^|^20170904^|^20161218
Dataupsell^|^224^|^188^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^199^|^20161218^|^20170822^|^20170702
Dataupsell^|^225^|^189^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^200^|^20171111^|^20171026^|^20170217
Dataupsell^|^226^|^190^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^201^|^20170102^|^20170925^|^20170125
Dataupsell^|^227^|^191^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^202^|^20170516^|^20170628^|^20171110
Dataupsell^|^228^|^192^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^203^|^20170501^|^20170524^|^20170913
Dataupsell^|^229^|^193^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^204^|^20170220^|^20170112^|^20170801
Dataupsell^|^230^|^194^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^205^|^20171110^|^20170801^|^20170921
Dataupsell^|^231^|^195^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^206^|^20170405^|^20170315^|^20170208
Dataupsell^|^232^|^196^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^207^|^20170510^|^20170112^|^20170908
Dataupsell^|^233^|^197^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^208^|^20161215^|^20170514^|^20170621
Dataupsell^|^234^|^198^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^209^|^20170713^|^20170923^|^20171012
Dataupsell^|^235^|^199^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^210^|^20170913^|^20161210^|^20170422
Dataupsell^|^236^|^200^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^211^|^20171114^|^20170113^|^20170115
Dataupsell^|^237^|^201^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^212^|^20171006^|^20170515^|^20170929
Dataupsell^|^238^|^202^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^213^|^20161207^|^20170803^|^20170101
Dataupsell^|^239^|^203^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^214^|^20161220^|^20170131^|^20170122
Dataupsell^|^240^|^204^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^215^|^20170421^|^20170328^|^20161208
Dataupsell^|^241^|^205^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^216^|^20170911^|^20170826^|^20161127
Dataupsell^|^242^|^206^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^217^|^20170924^|^20170814^|^20170407
Dataupsell^|^243^|^207^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^218^|^20170704^|^20170204^|^20170211
Dataupsell^|^244^|^208^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^219^|^20170912^|^20171114^|^20161206
Dataupsell^|^245^|^209^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^220^|^20170619^|^20170901^|^20170219
Dataupsell^|^246^|^210^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^221^|^20170611^|^20170403^|^20170319
Dataupsell^|^247^|^211^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^222^|^20170422^|^20170829^|^20170515
Dataupsell^|^248^|^212^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^223^|^20170611^|^20170824^|^20170201
Dataupsell^|^249^|^213^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^224^|^20170607^|^20170208^|^20170206
Dataupsell^|^250^|^214^|^2345^|^MCC_3332^|^03_TMU_S_RXL_CO^|^225^|^20171110^|^20170626^|^20170325
