contr_id^|^contr_valid_from_dt^|^contr_valid_until_dt^|^contr_subtype_cd^|^contr_ident_type_cd^|^contr_status_dt^|^contr_status_cd^|^contr_stat_rsn_cd^|^contr_sign_dt^|^contr_receive_dt^|^contr_orig_start_dt^|^contr_pl_expire_dt^|^contr_commit_per_start_dt^|^contr_next_subsidy_dt^|^contr_last_subsidy_dt^|^has_skeleton_contract^|^customer_id
68^|^20101123^|^20230415^|^CON^|^MSUB^|^20171113^|^TerminatedUnkown^|^Statusreasoncode^|^20171002^|^20170715^|^20151122^|^20230214^|^20230701^|^20230519^|^20230622^|^1^|^45189112
69^|^20100327^|^20221127^|^SUB^|^CNPCN^|^20170731^|^Pending^|^Statusreasoncode^|^20171017^|^20170626^|^20150524^|^20230117^|^20230419^|^20230731^|^20230304^|^1^|^45189113
70^|^20110104^|^20230211^|^SUB^|^SKEL^|^20170724^|^Pending^|^Statusreasoncode^|^20170518^|^20170730^|^20160209^|^20230923^|^20221225^|^20230809^|^20231014^|^1^|^45189114
71^|^20100208^|^20230830^|^SUB^|^SKEL^|^20170216^|^TerminatedUnkown^|^Statusreasoncode^|^20170205^|^20161227^|^20150511^|^20221221^|^20230423^|^20230520^|^20221203^|^1^|^45189115
72^|^20100820^|^20230826^|^CON^|^SKEL^|^20170923^|^Pending^|^Statusreasoncode^|^20170718^|^20161129^|^20151013^|^20230717^|^20230622^|^20231109^|^20230805^|^1^|^45189116
73^|^20100826^|^20221207^|^SUB^|^SKEL^|^20170905^|^TerminatedUnkown^|^Statusreasoncode^|^20170302^|^20170101^|^20151204^|^20231002^|^20230416^|^20230730^|^20230720^|^1^|^45189117
74^|^20101017^|^20230127^|^CON^|^CID^|^20171019^|^TerminatedUnkown^|^Statusreasoncode^|^20161225^|^20161209^|^20160831^|^20230121^|^20230702^|^20230915^|^20230423^|^1^|^45189118
75^|^20110212^|^20230818^|^SUB^|^CNPCN^|^20170613^|^TerminatedUnkown^|^Statusreasoncode^|^20171117^|^20170801^|^20150214^|^20230808^|^20230912^|^20230304^|^20221129^|^1^|^45189119
76^|^20110602^|^20230514^|^SUB^|^CID^|^20170212^|^Pending^|^Statusreasoncode^|^20170711^|^20161127^|^20160409^|^20230801^|^20230320^|^20231030^|^20230728^|^1^|^45189120
77^|^20110204^|^20221127^|^SUB^|^SKEL^|^20170218^|^Pending^|^Statusreasoncode^|^20171118^|^20170702^|^20151118^|^20230715^|^20230501^|^20230323^|^20221213^|^1^|^45189121
78^|^20100707^|^20230307^|^SUB^|^MSUB^|^20170622^|^Activated^|^Statusreasoncode^|^20170210^|^20170210^|^20161027^|^20231112^|^20221231^|^20231003^|^20230625^|^1^|^45189122
79^|^20101014^|^20230505^|^CON^|^SKEL^|^20170703^|^TerminatedUnkown^|^Statusreasoncode^|^20170330^|^20161220^|^20160622^|^20230324^|^20221229^|^20230529^|^20230125^|^1^|^45189123
80^|^20101116^|^20230308^|^CON^|^CNPCN^|^20170928^|^Pending^|^Statusreasoncode^|^20170714^|^20170726^|^20150831^|^20221203^|^20230327^|^20230328^|^20230623^|^1^|^45189124
81^|^20100306^|^20230505^|^CON^|^MSUB^|^20161205^|^TerminatedUnkown^|^Statusreasoncode^|^20170607^|^20170725^|^20160410^|^20231027^|^20230807^|^20230331^|^20230114^|^1^|^45189125
82^|^20100628^|^20230302^|^SUB^|^CID^|^20170922^|^Activated^|^Statusreasoncode^|^20170630^|^20170404^|^20160711^|^20230315^|^20230729^|^20230524^|^20231031^|^1^|^45189126
83^|^20111019^|^20231010^|^CON^|^MSUB^|^20171023^|^Activated^|^Statusreasoncode^|^20170412^|^20170213^|^20150721^|^20230512^|^20230109^|^20221219^|^20230513^|^1^|^45189127
84^|^20110809^|^20230219^|^CON^|^MSUB^|^20171022^|^Pending^|^Statusreasoncode^|^20171028^|^20170312^|^20160101^|^20230902^|^20231021^|^20230429^|^20230101^|^1^|^45189128
85^|^20100819^|^20221222^|^CON^|^CID^|^20170329^|^Activated^|^Statusreasoncode^|^20170311^|^20170329^|^20150929^|^20231103^|^20230306^|^20230903^|^20221228^|^1^|^45189129
86^|^20101031^|^20231102^|^SUB^|^SKEL^|^20171014^|^TerminatedUnkown^|^Statusreasoncode^|^20170816^|^20170903^|^20160810^|^20230713^|^20230618^|^20230509^|^20230501^|^1^|^45189130
87^|^20110208^|^20230529^|^SUB^|^SKEL^|^20170909^|^Activated^|^Statusreasoncode^|^20170317^|^20170214^|^20161027^|^20230915^|^20230404^|^20230615^|^20230407^|^1^|^45189131
88^|^20101009^|^20230125^|^CON^|^CNPCN^|^20170907^|^Pending^|^Statusreasoncode^|^20170812^|^20171026^|^20160408^|^20221202^|^20230707^|^20221123^|^20230514^|^1^|^45189132
89^|^20100909^|^20230112^|^SUB^|^CID^|^20171004^|^Activated^|^Statusreasoncode^|^20170608^|^20170413^|^20150610^|^20230723^|^20221202^|^20230512^|^20230624^|^1^|^45189133
90^|^20110825^|^20230628^|^SUB^|^MSUB^|^20170206^|^Activated^|^Statusreasoncode^|^20170215^|^20170810^|^20160508^|^20230814^|^20231112^|^20230127^|^20230903^|^1^|^45189134
91^|^20110830^|^20230331^|^SUB^|^SKEL^|^20170831^|^TerminatedUnkown^|^Statusreasoncode^|^20171025^|^20170908^|^20141120^|^20230303^|^20230822^|^20231112^|^20230829^|^1^|^45189135
92^|^20100512^|^20230513^|^CON^|^MSUB^|^20170312^|^TerminatedUnkown^|^Statusreasoncode^|^20171001^|^20161120^|^20141221^|^20230419^|^20221130^|^20230610^|^20230626^|^1^|^45189136
93^|^20110314^|^20230302^|^CON^|^SKEL^|^20171104^|^Activated^|^Statusreasoncode^|^20170922^|^20170410^|^20150829^|^20230426^|^20230917^|^20230711^|^20230407^|^1^|^45189137
94^|^20110102^|^20230519^|^SUB^|^CNPCN^|^20171027^|^Pending^|^Statusreasoncode^|^20171003^|^20170205^|^20160205^|^20230714^|^20231004^|^20230305^|^20230823^|^1^|^45189138
95^|^20100813^|^20230816^|^SUB^|^SKEL^|^20171116^|^TerminatedUnkown^|^Statusreasoncode^|^20171115^|^20170401^|^20160430^|^20230912^|^20231001^|^20231016^|^20231029^|^1^|^45189139
96^|^20110929^|^20230921^|^CON^|^MSUB^|^20171018^|^TerminatedUnkown^|^Statusreasoncode^|^20161221^|^20171020^|^20150126^|^20230619^|^20221218^|^20230219^|^20230323^|^1^|^45189140
97^|^20100826^|^20231020^|^CON^|^CID^|^20170323^|^Pending^|^Statusreasoncode^|^20171004^|^20170805^|^20161111^|^20230424^|^20230403^|^20230621^|^20230906^|^1^|^45189141
98^|^20100705^|^20230927^|^SUB^|^MSUB^|^20170628^|^TerminatedUnkown^|^Statusreasoncode^|^20171004^|^20171101^|^20160723^|^20230216^|^20230801^|^20230503^|^20230501^|^1^|^45189142
99^|^20100421^|^20230606^|^CON^|^CNPCN^|^20170930^|^Pending^|^Statusreasoncode^|^20161122^|^20170504^|^20160525^|^20230508^|^20230206^|^20230510^|^20230801^|^1^|^45189143
100^|^20100806^|^20231013^|^SUB^|^MSUB^|^20171119^|^Pending^|^Statusreasoncode^|^20170630^|^20161231^|^20151019^|^20230928^|^20230520^|^20231108^|^20230226^|^1^|^45189144
101^|^20100311^|^20230723^|^SUB^|^CNPCN^|^20161130^|^Activated^|^Statusreasoncode^|^20170621^|^20170723^|^20150626^|^20230218^|^20230122^|^20221126^|^20231001^|^1^|^45189145
102^|^20110807^|^20230506^|^CON^|^CNPCN^|^20161208^|^TerminatedUnkown^|^Statusreasoncode^|^20170428^|^20170205^|^20151211^|^20230419^|^20231112^|^20230629^|^20230724^|^1^|^45189146
103^|^20110130^|^20230821^|^CON^|^CID^|^20170129^|^Activated^|^Statusreasoncode^|^20170821^|^20171004^|^20150521^|^20231023^|^20221123^|^20221218^|^20231019^|^1^|^45189147
104^|^20110228^|^20230515^|^CON^|^CID^|^20171115^|^TerminatedUnkown^|^Statusreasoncode^|^20171112^|^20170514^|^20150608^|^20230904^|^20230109^|^20221220^|^20230419^|^1^|^45189148
105^|^20100326^|^20231116^|^CON^|^CNPCN^|^20170206^|^TerminatedUnkown^|^Statusreasoncode^|^20171110^|^20170503^|^20151019^|^20231003^|^20230909^|^20230212^|^20230325^|^1^|^45189149
106^|^20100215^|^20231116^|^SUB^|^SKEL^|^20170525^|^Pending^|^Statusreasoncode^|^20170807^|^20170613^|^20160219^|^20230606^|^20230330^|^20230623^|^20230320^|^1^|^45189150
107^|^20101122^|^20230417^|^CON^|^SKEL^|^20171102^|^Activated^|^Statusreasoncode^|^20170429^|^20170301^|^20150807^|^20230525^|^20230615^|^20221129^|^20230811^|^1^|^45189151
108^|^20110314^|^20231007^|^CON^|^MSUB^|^20170219^|^Activated^|^Statusreasoncode^|^20161210^|^20161228^|^20150625^|^20230817^|^20230201^|^20230223^|^20230328^|^1^|^45189152
109^|^20110406^|^20230816^|^CON^|^CNPCN^|^20170104^|^Activated^|^Statusreasoncode^|^20170923^|^20170104^|^20160705^|^20231014^|^20230308^|^20230227^|^20230604^|^1^|^45189153
110^|^20100701^|^20230120^|^SUB^|^CID^|^20171019^|^Pending^|^Statusreasoncode^|^20171117^|^20170703^|^20160713^|^20221218^|^20230819^|^20230203^|^20221225^|^1^|^45189154
111^|^20100619^|^20230924^|^CON^|^MSUB^|^20171104^|^Pending^|^Statusreasoncode^|^20170228^|^20161214^|^20150122^|^20221201^|^20230819^|^20230408^|^20230730^|^1^|^45189155
112^|^20110429^|^20230626^|^CON^|^MSUB^|^20171118^|^Activated^|^Statusreasoncode^|^20161229^|^20161215^|^20151010^|^20221204^|^20231002^|^20221231^|^20231005^|^1^|^45189156
113^|^20110528^|^20230709^|^SUB^|^MSUB^|^20170122^|^Activated^|^Statusreasoncode^|^20170123^|^20161205^|^20150407^|^20230126^|^20231103^|^20230417^|^20231001^|^1^|^45189157
114^|^20101230^|^20231009^|^SUB^|^CNPCN^|^20170527^|^Pending^|^Statusreasoncode^|^20170320^|^20170527^|^20151225^|^20230116^|^20230520^|^20230511^|^20230622^|^1^|^45189158
115^|^20110929^|^20230307^|^SUB^|^CID^|^20170403^|^Pending^|^Statusreasoncode^|^20170327^|^20171025^|^20141217^|^20230425^|^20221125^|^20231108^|^20230510^|^1^|^45189159
116^|^20101004^|^20230529^|^CON^|^CID^|^20170704^|^Activated^|^Statusreasoncode^|^20170805^|^20170121^|^20160619^|^20230102^|^20230704^|^20221216^|^20230608^|^1^|^45189160
117^|^20110423^|^20230712^|^SUB^|^CNPCN^|^20170216^|^TerminatedUnkown^|^Statusreasoncode^|^20170828^|^20170130^|^20150620^|^20230905^|^20230817^|^20230707^|^20230101^|^1^|^45189161
118^|^20100731^|^20230119^|^SUB^|^CNPCN^|^20170601^|^Pending^|^Statusreasoncode^|^20170603^|^20161120^|^20150214^|^20231101^|^20230707^|^20230708^|^20230304^|^1^|^45189162
119^|^20110425^|^20230901^|^CON^|^CID^|^20170911^|^Activated^|^Statusreasoncode^|^20170324^|^20170527^|^20150130^|^20230317^|^20231031^|^20231111^|^20230621^|^1^|^45189163
120^|^20100418^|^20230205^|^CON^|^SKEL^|^20170404^|^Pending^|^Statusreasoncode^|^20170526^|^20170406^|^20160705^|^20231019^|^20231013^|^20230314^|^20230130^|^1^|^45189164
121^|^20110905^|^20230226^|^SUB^|^CNPCN^|^20161202^|^Activated^|^Statusreasoncode^|^20170603^|^20170403^|^20150622^|^20230621^|^20230217^|^20221221^|^20231025^|^1^|^45189165
122^|^20100306^|^20230414^|^SUB^|^SKEL^|^20171004^|^TerminatedUnkown^|^Statusreasoncode^|^20170620^|^20171027^|^20151017^|^20221219^|^20230504^|^20230612^|^20230613^|^1^|^45189166
123^|^20110922^|^20221214^|^CON^|^CID^|^20170204^|^TerminatedUnkown^|^Statusreasoncode^|^20170916^|^20171009^|^20150831^|^20230616^|^20230222^|^20230830^|^20230717^|^1^|^45189167
124^|^20100906^|^20221122^|^CON^|^CNPCN^|^20170605^|^Activated^|^Statusreasoncode^|^20170223^|^20170125^|^20160917^|^20230203^|^20230918^|^20230111^|^20230113^|^1^|^45189168
125^|^20101107^|^20230324^|^CON^|^CID^|^20170927^|^Pending^|^Statusreasoncode^|^20170828^|^20170815^|^20151208^|^20221211^|^20231118^|^20230514^|^20230502^|^1^|^45189169
126^|^20111016^|^20221201^|^SUB^|^CID^|^20170619^|^Activated^|^Statusreasoncode^|^20170906^|^20170906^|^20150410^|^20230822^|^20230215^|^20230303^|^20230813^|^1^|^45189170
127^|^20100212^|^20230925^|^SUB^|^MSUB^|^20170403^|^TerminatedUnkown^|^Statusreasoncode^|^20171004^|^20170603^|^20160413^|^20221129^|^20230218^|^20221129^|^20221122^|^1^|^45189171
128^|^20101214^|^20230510^|^CON^|^CNPCN^|^20171109^|^TerminatedUnkown^|^Statusreasoncode^|^20171105^|^20170904^|^20150527^|^20230419^|^20221206^|^20230216^|^20230818^|^1^|^45189172
129^|^20100214^|^20230828^|^SUB^|^MSUB^|^20170324^|^TerminatedUnkown^|^Statusreasoncode^|^20170611^|^20170313^|^20150710^|^20230731^|^20230302^|^20230705^|^20221120^|^1^|^45189173
130^|^20100909^|^20230830^|^SUB^|^CNPCN^|^20161210^|^TerminatedUnkown^|^Statusreasoncode^|^20170108^|^20170830^|^20161108^|^20230122^|^20230122^|^20230620^|^20230107^|^1^|^45189174
131^|^20100901^|^20231011^|^CON^|^MSUB^|^20170605^|^TerminatedUnkown^|^Statusreasoncode^|^20170219^|^20170331^|^20151101^|^20230910^|^20230924^|^20230908^|^20230212^|^1^|^45189175
132^|^20101002^|^20221220^|^SUB^|^CNPCN^|^20170416^|^Pending^|^Statusreasoncode^|^20161230^|^20170828^|^20161112^|^20230821^|^20230629^|^20231115^|^20230815^|^1^|^45189176
133^|^20100803^|^20231014^|^SUB^|^SKEL^|^20170408^|^TerminatedUnkown^|^Statusreasoncode^|^20170831^|^20170211^|^20151020^|^20231021^|^20230508^|^20230517^|^20230524^|^1^|^45189177
134^|^20110830^|^20231016^|^SUB^|^CID^|^20170113^|^Pending^|^Statusreasoncode^|^20171107^|^20161202^|^20150615^|^20231016^|^20230410^|^20231109^|^20230317^|^1^|^45189178
135^|^20100523^|^20230905^|^CON^|^CNPCN^|^20170205^|^Pending^|^Statusreasoncode^|^20170614^|^20171031^|^20161104^|^20230822^|^20231030^|^20230207^|^20230216^|^1^|^45189179
136^|^20110329^|^20230105^|^CON^|^SKEL^|^20161227^|^Activated^|^Statusreasoncode^|^20170815^|^20161207^|^20150311^|^20230130^|^20230520^|^20230517^|^20231031^|^1^|^45189180
137^|^20100722^|^20230726^|^CON^|^MSUB^|^20170319^|^TerminatedUnkown^|^Statusreasoncode^|^20170712^|^20170212^|^20160115^|^20230805^|^20230325^|^20230625^|^20230411^|^1^|^45189181
138^|^20110621^|^20230802^|^SUB^|^MSUB^|^20170807^|^Activated^|^Statusreasoncode^|^20171008^|^20170508^|^20151214^|^20230715^|^20231010^|^20230704^|^20230819^|^1^|^45189182
139^|^20100314^|^20230701^|^CON^|^CNPCN^|^20170503^|^Activated^|^Statusreasoncode^|^20170219^|^20161207^|^20160811^|^20230629^|^20230609^|^20230523^|^20230620^|^1^|^45189183
140^|^20100415^|^20230130^|^SUB^|^SKEL^|^20161227^|^Activated^|^Statusreasoncode^|^20170705^|^20161202^|^20160808^|^20221215^|^20221220^|^20231020^|^20230528^|^1^|^45189184
141^|^20101119^|^20230713^|^CON^|^SKEL^|^20170601^|^Activated^|^Statusreasoncode^|^20170113^|^20170617^|^20160808^|^20230416^|^20230701^|^20230110^|^20231114^|^1^|^45189185
142^|^20101109^|^20221123^|^SUB^|^CID^|^20170221^|^TerminatedUnkown^|^Statusreasoncode^|^20170615^|^20170420^|^20150508^|^20230424^|^20231006^|^20231011^|^20230219^|^1^|^45189186
143^|^20100410^|^20230223^|^CON^|^MSUB^|^20170713^|^TerminatedUnkown^|^Statusreasoncode^|^20170508^|^20170803^|^20160116^|^20231023^|^20230624^|^20221127^|^20221124^|^1^|^45189187
144^|^20110611^|^20231104^|^CON^|^MSUB^|^20170521^|^TerminatedUnkown^|^Statusreasoncode^|^20170210^|^20170917^|^20160618^|^20230704^|^20231119^|^20230402^|^20231108^|^1^|^45189188
145^|^20110109^|^20230113^|^CON^|^CNPCN^|^20170111^|^TerminatedUnkown^|^Statusreasoncode^|^20170321^|^20170312^|^20150907^|^20231115^|^20230721^|^20230827^|^20230810^|^1^|^45189189
146^|^20110613^|^20230904^|^CON^|^CNPCN^|^20170930^|^Activated^|^Statusreasoncode^|^20170713^|^20161220^|^20150104^|^20230813^|^20230211^|^20230804^|^20230903^|^1^|^45189190
147^|^20100704^|^20231001^|^CON^|^CID^|^20170905^|^TerminatedUnkown^|^Statusreasoncode^|^20171019^|^20171009^|^20150514^|^20230509^|^20230612^|^20230627^|^20230828^|^1^|^45189191
148^|^20100624^|^20230506^|^SUB^|^SKEL^|^20170401^|^Activated^|^Statusreasoncode^|^20170511^|^20170220^|^20151006^|^20221122^|^20230504^|^20231001^|^20230621^|^1^|^45189192
149^|^20110720^|^20230202^|^SUB^|^CNPCN^|^20170829^|^Pending^|^Statusreasoncode^|^20170330^|^20170601^|^20160112^|^20230831^|^20230613^|^20230124^|^20230108^|^1^|^45189193
150^|^20111022^|^20230908^|^CON^|^SKEL^|^20170610^|^Activated^|^Statusreasoncode^|^20171028^|^20170221^|^20150427^|^20230523^|^20221219^|^20230718^|^20230828^|^1^|^45189194
151^|^20100704^|^20230804^|^SUB^|^CNPCN^|^20170208^|^Pending^|^Statusreasoncode^|^20171108^|^20170302^|^20160222^|^20230427^|^20230418^|^20230723^|^20221208^|^1^|^45189195
152^|^20100328^|^20230707^|^CON^|^CNPCN^|^20170102^|^TerminatedUnkown^|^Statusreasoncode^|^20170820^|^20170527^|^20160612^|^20230425^|^20230407^|^20221231^|^20230327^|^1^|^45189196
153^|^20110808^|^20230816^|^SUB^|^MSUB^|^20170918^|^Activated^|^Statusreasoncode^|^20170817^|^20171017^|^20161014^|^20221126^|^20231115^|^20230119^|^20230201^|^1^|^45189197
154^|^20100523^|^20230318^|^SUB^|^MSUB^|^20170421^|^TerminatedUnkown^|^Statusreasoncode^|^20170610^|^20170425^|^20151016^|^20230912^|^20231006^|^20230529^|^20231119^|^1^|^45189198
155^|^20100429^|^20230909^|^CON^|^CNPCN^|^20170711^|^TerminatedUnkown^|^Statusreasoncode^|^20161130^|^20170202^|^20160621^|^20221215^|^20230319^|^20230405^|^20221121^|^1^|^45189199
156^|^20110329^|^20230326^|^SUB^|^CNPCN^|^20170507^|^Activated^|^Statusreasoncode^|^20170814^|^20170228^|^20150220^|^20230805^|^20230721^|^20231007^|^20221227^|^1^|^45189200
157^|^20111106^|^20230223^|^SUB^|^CID^|^20170125^|^Pending^|^Statusreasoncode^|^20170815^|^20170305^|^20160817^|^20231027^|^20230917^|^20230510^|^20230129^|^1^|^45189201
158^|^20100824^|^20231026^|^CON^|^CID^|^20170608^|^Pending^|^Statusreasoncode^|^20170621^|^20170408^|^20160201^|^20221227^|^20231001^|^20230205^|^20230113^|^1^|^45189202
159^|^20100726^|^20231020^|^SUB^|^MSUB^|^20161205^|^Pending^|^Statusreasoncode^|^20170915^|^20170329^|^20150730^|^20221218^|^20230726^|^20221224^|^20230303^|^1^|^45189203
160^|^20100426^|^20221213^|^CON^|^MSUB^|^20170410^|^Pending^|^Statusreasoncode^|^20170711^|^20170702^|^20160127^|^20230203^|^20230504^|^20230620^|^20230330^|^1^|^45189204
161^|^20110822^|^20230906^|^CON^|^SKEL^|^20170331^|^TerminatedUnkown^|^Statusreasoncode^|^20170828^|^20161129^|^20160427^|^20221215^|^20230113^|^20230701^|^20231028^|^1^|^45189205
162^|^20111115^|^20230305^|^CON^|^SKEL^|^20170831^|^TerminatedUnkown^|^Statusreasoncode^|^20171025^|^20170814^|^20160902^|^20230130^|^20230413^|^20230815^|^20230122^|^1^|^45189206
163^|^20110615^|^20230726^|^SUB^|^CID^|^20170428^|^Activated^|^Statusreasoncode^|^20170121^|^20171014^|^20150228^|^20221225^|^20230709^|^20231112^|^20230127^|^1^|^45189207
164^|^20110122^|^20230209^|^CON^|^MSUB^|^20171116^|^Activated^|^Statusreasoncode^|^20170429^|^20170214^|^20160326^|^20230821^|^20230315^|^20230328^|^20230726^|^1^|^45189208
165^|^20110405^|^20221124^|^CON^|^MSUB^|^20170722^|^TerminatedUnkown^|^Statusreasoncode^|^20170305^|^20171023^|^20150118^|^20230311^|^20230225^|^20230816^|^20230601^|^1^|^45189209
166^|^20100410^|^20230607^|^SUB^|^CNPCN^|^20170121^|^TerminatedUnkown^|^Statusreasoncode^|^20170316^|^20170418^|^20160123^|^20231011^|^20230728^|^20230829^|^20230428^|^1^|^45189210
167^|^20101208^|^20230312^|^CON^|^SKEL^|^20170703^|^Pending^|^Statusreasoncode^|^20171105^|^20171109^|^20150730^|^20230726^|^20221127^|^20230503^|^20230710^|^1^|^45189211
168^|^20100314^|^20230219^|^SUB^|^SKEL^|^20171105^|^Activated^|^Statusreasoncode^|^20170131^|^20170601^|^20160717^|^20230416^|^20230909^|^20221209^|^20230718^|^1^|^45189212
169^|^20100829^|^20230614^|^SUB^|^CID^|^20170302^|^TerminatedUnkown^|^Statusreasoncode^|^20170630^|^20170927^|^20160709^|^20231021^|^20221230^|^20230903^|^20221224^|^1^|^45189213
170^|^20101217^|^20230310^|^CON^|^CNPCN^|^20171119^|^Activated^|^Statusreasoncode^|^20170212^|^20170214^|^20151121^|^20230412^|^20221123^|^20230831^|^20230220^|^1^|^45189214
171^|^20100123^|^20231107^|^SUB^|^MSUB^|^20170920^|^Activated^|^Statusreasoncode^|^20170714^|^20170301^|^20151208^|^20230430^|^20230923^|^20230625^|^20230627^|^1^|^45189215
172^|^20101125^|^20230313^|^SUB^|^SKEL^|^20170703^|^TerminatedUnkown^|^Statusreasoncode^|^20170627^|^20170414^|^20150213^|^20230730^|^20221124^|^20230505^|^20230117^|^1^|^45189216
173^|^20110510^|^20230401^|^SUB^|^CNPCN^|^20170828^|^Activated^|^Statusreasoncode^|^20170608^|^20170118^|^20160314^|^20230901^|^20231016^|^20231017^|^20221125^|^1^|^45189217
174^|^20110911^|^20221228^|^CON^|^CNPCN^|^20170903^|^Activated^|^Statusreasoncode^|^20161220^|^20161230^|^20161025^|^20230706^|^20230816^|^20230403^|^20230601^|^1^|^45189218
175^|^20100321^|^20230306^|^SUB^|^SKEL^|^20171111^|^Activated^|^Statusreasoncode^|^20170902^|^20171007^|^20161017^|^20230713^|^20230713^|^20230303^|^20230905^|^1^|^45189219
176^|^20101022^|^20231025^|^CON^|^CID^|^20170905^|^Pending^|^Statusreasoncode^|^20171004^|^20170527^|^20160214^|^20230306^|^20221220^|^20230613^|^20230210^|^1^|^45189220
177^|^20110508^|^20230505^|^CON^|^MSUB^|^20170526^|^Pending^|^Statusreasoncode^|^20170117^|^20170812^|^20150629^|^20230201^|^20221121^|^20231108^|^20230318^|^1^|^45189221
