contactlist_id^|^contact_channel^|^last_contact_date^|^last_contact_state^|^number_of_contacts_last_month^|^customer_id^|^subscr_num^|^cust_num^|^aggr_level_cd
968262^|^SMS^|^20170322^|^Ordered^|^1^|^89284615^|^GSM^|^123123177^|^customer
968263^|^SMS^|^20170519^|^Ordered^|^2^|^89284616^|^GSM^|^123123178^|^customer
968264^|^SMS^|^20170729^|^Ordered^|^1^|^89284617^|^GSM^|^123123179^|^customer
968265^|^SMS^|^20170320^|^Ordered^|^1^|^89284618^|^GSM^|^123123180^|^customer
968266^|^SMS^|^20170324^|^Ordered^|^2^|^89284619^|^GSM^|^123123181^|^household
968267^|^SMS^|^20170106^|^Ordered^|^1^|^89284620^|^GSM^|^123123182^|^household
968268^|^SMS^|^20170102^|^Ordered^|^1^|^89284621^|^GSM^|^123123183^|^customer
968269^|^SMS^|^20170320^|^Ordered^|^1^|^89284622^|^GSM^|^123123184^|^customer
968270^|^SMS^|^20170324^|^Ordered^|^1^|^89284623^|^GSM^|^123123185^|^customer
968271^|^SMS^|^20170302^|^Ordered^|^1^|^89284624^|^GSM^|^123123186^|^subscriber
968272^|^SMS^|^20170530^|^Ordered^|^1^|^89284625^|^GSM^|^123123187^|^household
968273^|^SMS^|^20170115^|^Ordered^|^1^|^89284626^|^GSM^|^123123188^|^household
968274^|^SMS^|^20170620^|^Ordered^|^1^|^89284627^|^GSM^|^123123189^|^customer
968275^|^SMS^|^20170301^|^Ordered^|^2^|^89284628^|^GSM^|^123123190^|^customer
968276^|^SMS^|^20170307^|^Ordered^|^1^|^89284629^|^GSM^|^123123191^|^customer
968277^|^SMS^|^20170814^|^Ordered^|^2^|^89284630^|^GSM^|^123123192^|^household
968278^|^SMS^|^20170503^|^Ordered^|^1^|^89284631^|^GSM^|^123123193^|^subscriber
968279^|^SMS^|^20170513^|^Ordered^|^2^|^89284632^|^GSM^|^123123194^|^household
968280^|^SMS^|^20170220^|^Ordered^|^2^|^89284633^|^GSM^|^123123195^|^customer
968281^|^SMS^|^20170524^|^Ordered^|^2^|^89284634^|^GSM^|^123123196^|^household
968282^|^SMS^|^20170805^|^Ordered^|^2^|^89284635^|^GSM^|^123123197^|^household
968283^|^SMS^|^20170427^|^Ordered^|^2^|^89284636^|^GSM^|^123123198^|^customer
968284^|^SMS^|^20170402^|^Ordered^|^2^|^89284637^|^GSM^|^123123199^|^subscriber
968285^|^SMS^|^20170311^|^Ordered^|^1^|^89284638^|^GSM^|^123123200^|^household
968286^|^SMS^|^20170426^|^Ordered^|^1^|^89284639^|^GSM^|^123123201^|^subscriber
968287^|^SMS^|^20170308^|^Ordered^|^2^|^89284640^|^GSM^|^123123202^|^customer
968288^|^SMS^|^20170420^|^Ordered^|^2^|^89284641^|^GSM^|^123123203^|^customer
968289^|^SMS^|^20170121^|^Ordered^|^1^|^89284642^|^GSM^|^123123204^|^household
968290^|^SMS^|^20170829^|^Ordered^|^2^|^89284643^|^GSM^|^123123205^|^subscriber
968291^|^SMS^|^20170709^|^Ordered^|^2^|^89284644^|^GSM^|^123123206^|^subscriber
968292^|^SMS^|^20170202^|^Ordered^|^1^|^89284645^|^GSM^|^123123207^|^subscriber
968293^|^SMS^|^20170525^|^Ordered^|^2^|^89284646^|^GSM^|^123123208^|^subscriber
968294^|^SMS^|^20170731^|^Ordered^|^2^|^89284647^|^GSM^|^123123209^|^customer
968295^|^SMS^|^20170219^|^Ordered^|^1^|^89284648^|^GSM^|^123123210^|^customer
968296^|^SMS^|^20170419^|^Ordered^|^2^|^89284649^|^GSM^|^123123211^|^household
968297^|^SMS^|^20170414^|^Ordered^|^1^|^89284650^|^GSM^|^123123212^|^household
968298^|^SMS^|^20170503^|^Ordered^|^1^|^89284651^|^GSM^|^123123213^|^household
968299^|^SMS^|^20170713^|^Ordered^|^2^|^89284652^|^GSM^|^123123214^|^household
968300^|^SMS^|^20170514^|^Ordered^|^1^|^89284653^|^GSM^|^123123215^|^customer
968301^|^SMS^|^20170124^|^Ordered^|^2^|^89284654^|^GSM^|^123123216^|^customer
968302^|^SMS^|^20170606^|^Ordered^|^2^|^89284655^|^GSM^|^123123217^|^customer
968303^|^SMS^|^20170802^|^Ordered^|^2^|^89284656^|^GSM^|^123123218^|^household
968304^|^SMS^|^20170426^|^Ordered^|^1^|^89284657^|^GSM^|^123123219^|^household
968305^|^SMS^|^20170401^|^Ordered^|^1^|^89284658^|^GSM^|^123123220^|^subscriber
968306^|^SMS^|^20170503^|^Ordered^|^2^|^89284659^|^GSM^|^123123221^|^subscriber
968307^|^SMS^|^20170325^|^Ordered^|^2^|^89284660^|^GSM^|^123123222^|^subscriber
968308^|^SMS^|^20170529^|^Ordered^|^2^|^89284661^|^GSM^|^123123223^|^household
968309^|^SMS^|^20170505^|^Ordered^|^2^|^89284662^|^GSM^|^123123224^|^household
968310^|^SMS^|^20170630^|^Ordered^|^2^|^89284663^|^GSM^|^123123225^|^household
968311^|^SMS^|^20170731^|^Ordered^|^1^|^89284664^|^GSM^|^123123226^|^customer
968312^|^SMS^|^20170426^|^Ordered^|^1^|^89284665^|^GSM^|^123123227^|^subscriber
968313^|^SMS^|^20170408^|^Ordered^|^2^|^89284666^|^GSM^|^123123228^|^customer
968314^|^SMS^|^20170126^|^Ordered^|^1^|^89284667^|^GSM^|^123123229^|^subscriber
968315^|^SMS^|^20170120^|^Ordered^|^2^|^89284668^|^GSM^|^123123230^|^customer
968316^|^SMS^|^20170528^|^Ordered^|^1^|^89284669^|^GSM^|^123123231^|^household
968317^|^SMS^|^20170109^|^Ordered^|^2^|^89284670^|^GSM^|^123123232^|^household
968318^|^SMS^|^20170324^|^Ordered^|^2^|^89284671^|^GSM^|^123123233^|^subscriber
968319^|^SMS^|^20170613^|^Ordered^|^1^|^89284672^|^GSM^|^123123234^|^subscriber
968320^|^SMS^|^20170507^|^Ordered^|^1^|^89284673^|^GSM^|^123123235^|^household
968321^|^SMS^|^20170616^|^Ordered^|^2^|^89284674^|^GSM^|^123123236^|^customer
968322^|^SMS^|^20170510^|^Ordered^|^2^|^89284675^|^GSM^|^123123237^|^subscriber
968323^|^SMS^|^20170614^|^Ordered^|^1^|^89284676^|^GSM^|^123123238^|^customer
968324^|^SMS^|^20170613^|^Ordered^|^2^|^89284677^|^GSM^|^123123239^|^household
968325^|^SMS^|^20170204^|^Ordered^|^1^|^89284678^|^GSM^|^123123240^|^subscriber
968326^|^SMS^|^20170112^|^Ordered^|^1^|^89284679^|^GSM^|^123123241^|^customer
968327^|^SMS^|^20170127^|^Ordered^|^2^|^89284680^|^GSM^|^123123242^|^customer
968328^|^SMS^|^20170710^|^Ordered^|^1^|^89284681^|^GSM^|^123123243^|^household
968329^|^SMS^|^20170115^|^Ordered^|^1^|^89284682^|^GSM^|^123123244^|^subscriber
968330^|^SMS^|^20170213^|^Ordered^|^1^|^89284683^|^GSM^|^123123245^|^household
968331^|^SMS^|^20170207^|^Ordered^|^2^|^89284684^|^GSM^|^123123246^|^customer
968332^|^SMS^|^20170714^|^Ordered^|^2^|^89284685^|^GSM^|^123123247^|^customer
968333^|^SMS^|^20170605^|^Ordered^|^2^|^89284686^|^GSM^|^123123248^|^subscriber
968334^|^SMS^|^20170719^|^Ordered^|^2^|^89284687^|^GSM^|^123123249^|^household
968335^|^SMS^|^20170210^|^Ordered^|^1^|^89284688^|^GSM^|^123123250^|^household
968336^|^SMS^|^20170522^|^Ordered^|^2^|^89284689^|^GSM^|^123123251^|^customer
968337^|^SMS^|^20170219^|^Ordered^|^2^|^89284690^|^GSM^|^123123252^|^subscriber
968338^|^SMS^|^20170618^|^Ordered^|^2^|^89284691^|^GSM^|^123123253^|^household
968339^|^SMS^|^20170416^|^Ordered^|^2^|^89284692^|^GSM^|^123123254^|^customer
968340^|^SMS^|^20170507^|^Ordered^|^2^|^89284693^|^GSM^|^123123255^|^customer
968341^|^SMS^|^20170213^|^Ordered^|^2^|^89284694^|^GSM^|^123123256^|^customer
968342^|^SMS^|^20170821^|^Ordered^|^2^|^89284695^|^GSM^|^123123257^|^subscriber
968343^|^SMS^|^20170305^|^Ordered^|^1^|^89284696^|^GSM^|^123123258^|^household
968344^|^SMS^|^20170621^|^Ordered^|^1^|^89284697^|^GSM^|^123123259^|^subscriber
968345^|^SMS^|^20170330^|^Ordered^|^1^|^89284698^|^GSM^|^123123260^|^customer
968346^|^SMS^|^20170519^|^Ordered^|^2^|^89284699^|^GSM^|^123123261^|^subscriber
968347^|^SMS^|^20170727^|^Ordered^|^1^|^89284700^|^GSM^|^123123262^|^household
968348^|^SMS^|^20170304^|^Ordered^|^2^|^89284701^|^GSM^|^123123263^|^household
968349^|^SMS^|^20170831^|^Ordered^|^1^|^89284702^|^GSM^|^123123264^|^subscriber
968350^|^SMS^|^20170811^|^Ordered^|^2^|^89284703^|^GSM^|^123123265^|^subscriber
968351^|^SMS^|^20170707^|^Ordered^|^1^|^89284704^|^GSM^|^123123266^|^household
968352^|^SMS^|^20170516^|^Ordered^|^1^|^89284705^|^GSM^|^123123267^|^customer
968353^|^SMS^|^20170114^|^Ordered^|^1^|^89284706^|^GSM^|^123123268^|^subscriber
968354^|^SMS^|^20170602^|^Ordered^|^2^|^89284707^|^GSM^|^123123269^|^subscriber
968355^|^SMS^|^20170414^|^Ordered^|^2^|^89284708^|^GSM^|^123123270^|^household
968356^|^SMS^|^20170606^|^Ordered^|^1^|^89284709^|^GSM^|^123123271^|^customer
968357^|^SMS^|^20170517^|^Ordered^|^2^|^89284710^|^GSM^|^123123272^|^household
968358^|^SMS^|^20170525^|^Ordered^|^2^|^89284711^|^GSM^|^123123273^|^customer
968359^|^SMS^|^20170320^|^Ordered^|^2^|^89284712^|^GSM^|^123123274^|^subscriber
968360^|^SMS^|^20170218^|^Ordered^|^2^|^89284713^|^GSM^|^123123275^|^customer
968361^|^SMS^|^20170127^|^Ordered^|^2^|^89284714^|^GSM^|^123123276^|^subscriber
968362^|^SMS^|^20170608^|^Ordered^|^2^|^89284715^|^GSM^|^123123277^|^household
968363^|^SMS^|^20170118^|^Ordered^|^1^|^89284716^|^GSM^|^123123278^|^customer
968364^|^SMS^|^20170301^|^Ordered^|^2^|^89284717^|^GSM^|^123123279^|^customer
968365^|^SMS^|^20170210^|^Ordered^|^2^|^89284718^|^GSM^|^123123280^|^customer
968366^|^SMS^|^20170308^|^Ordered^|^2^|^89284719^|^GSM^|^123123281^|^subscriber
968367^|^SMS^|^20170626^|^Ordered^|^2^|^89284720^|^GSM^|^123123282^|^household
968368^|^SMS^|^20170410^|^Ordered^|^2^|^89284721^|^GSM^|^123123283^|^customer
968369^|^SMS^|^20170815^|^Ordered^|^2^|^89284722^|^GSM^|^123123284^|^subscriber
968370^|^SMS^|^20170202^|^Ordered^|^2^|^89284723^|^GSM^|^123123285^|^household
968371^|^SMS^|^20170817^|^Ordered^|^1^|^89284724^|^GSM^|^123123286^|^household
968372^|^SMS^|^20170818^|^Ordered^|^1^|^89284725^|^GSM^|^123123287^|^household
968373^|^SMS^|^20170502^|^Ordered^|^2^|^89284726^|^GSM^|^123123288^|^customer
968374^|^SMS^|^20170430^|^Ordered^|^2^|^89284727^|^GSM^|^123123289^|^subscriber
968375^|^SMS^|^20170816^|^Ordered^|^2^|^89284728^|^GSM^|^123123290^|^customer
968376^|^SMS^|^20170315^|^Ordered^|^1^|^89284729^|^GSM^|^123123291^|^customer
968377^|^SMS^|^20170810^|^Ordered^|^2^|^89284730^|^GSM^|^123123292^|^customer
968378^|^SMS^|^20170321^|^Ordered^|^1^|^89284731^|^GSM^|^123123293^|^household
968379^|^SMS^|^20170603^|^Ordered^|^1^|^89284732^|^GSM^|^123123294^|^subscriber
968380^|^SMS^|^20170605^|^Ordered^|^2^|^89284733^|^GSM^|^123123295^|^subscriber
968381^|^SMS^|^20170114^|^Ordered^|^1^|^89284734^|^GSM^|^123123296^|^subscriber
968382^|^SMS^|^20170615^|^Ordered^|^1^|^89284735^|^GSM^|^123123297^|^household
968383^|^SMS^|^20170316^|^Ordered^|^2^|^89284736^|^GSM^|^123123298^|^household
968384^|^SMS^|^20170529^|^Ordered^|^2^|^89284737^|^GSM^|^123123299^|^subscriber
968385^|^SMS^|^20170528^|^Ordered^|^2^|^89284738^|^GSM^|^123123300^|^subscriber
968386^|^SMS^|^20170311^|^Ordered^|^2^|^89284739^|^GSM^|^123123301^|^household
968387^|^SMS^|^20170128^|^Ordered^|^1^|^89284740^|^GSM^|^123123302^|^customer
968388^|^SMS^|^20170408^|^Ordered^|^2^|^89284741^|^GSM^|^123123303^|^subscriber
968389^|^SMS^|^20170802^|^Ordered^|^2^|^89284742^|^GSM^|^123123304^|^customer
968390^|^SMS^|^20170303^|^Ordered^|^2^|^89284743^|^GSM^|^123123305^|^subscriber
968391^|^SMS^|^20170124^|^Ordered^|^1^|^89284744^|^GSM^|^123123306^|^customer
968392^|^SMS^|^20170623^|^Ordered^|^2^|^89284745^|^GSM^|^123123307^|^subscriber
968393^|^SMS^|^20170628^|^Ordered^|^2^|^89284746^|^GSM^|^123123308^|^household
968394^|^SMS^|^20170512^|^Ordered^|^2^|^89284747^|^GSM^|^123123309^|^household
968395^|^SMS^|^20170122^|^Ordered^|^1^|^89284748^|^GSM^|^123123310^|^customer
968396^|^SMS^|^20170710^|^Ordered^|^2^|^89284749^|^GSM^|^123123311^|^household
968397^|^SMS^|^20170212^|^Ordered^|^1^|^89284750^|^GSM^|^123123312^|^customer
968398^|^SMS^|^20170410^|^Ordered^|^2^|^89284751^|^GSM^|^123123313^|^household
968399^|^SMS^|^20170223^|^Ordered^|^2^|^89284752^|^GSM^|^123123314^|^customer
968400^|^SMS^|^20170313^|^Ordered^|^1^|^89284753^|^GSM^|^123123315^|^subscriber
968401^|^SMS^|^20170308^|^Ordered^|^1^|^89284754^|^GSM^|^123123316^|^subscriber
968402^|^SMS^|^20170317^|^Ordered^|^1^|^89284755^|^GSM^|^123123317^|^subscriber
968403^|^SMS^|^20170423^|^Ordered^|^1^|^89284756^|^GSM^|^123123318^|^subscriber
968404^|^SMS^|^20170303^|^Ordered^|^2^|^89284757^|^GSM^|^123123319^|^subscriber
968405^|^SMS^|^20170131^|^Ordered^|^2^|^89284758^|^GSM^|^123123320^|^customer
968406^|^SMS^|^20170120^|^Ordered^|^2^|^89284759^|^GSM^|^123123321^|^household
968407^|^SMS^|^20170513^|^Ordered^|^1^|^89284760^|^GSM^|^123123322^|^household
968408^|^SMS^|^20170402^|^Ordered^|^2^|^89284761^|^GSM^|^123123323^|^subscriber
968409^|^SMS^|^20170211^|^Ordered^|^2^|^89284762^|^GSM^|^123123324^|^household
968410^|^SMS^|^20170521^|^Ordered^|^2^|^89284763^|^GSM^|^123123325^|^subscriber
968411^|^SMS^|^20170218^|^Ordered^|^2^|^89284764^|^GSM^|^123123326^|^household
968412^|^SMS^|^20170810^|^Ordered^|^1^|^89284765^|^GSM^|^123123327^|^subscriber
968413^|^SMS^|^20170505^|^Ordered^|^1^|^89284766^|^GSM^|^123123328^|^subscriber
968414^|^SMS^|^20170825^|^Ordered^|^2^|^89284767^|^GSM^|^123123329^|^subscriber
968415^|^SMS^|^20170708^|^Ordered^|^1^|^89284768^|^GSM^|^123123330^|^household
968416^|^SMS^|^20170107^|^Ordered^|^2^|^89284769^|^GSM^|^123123331^|^subscriber
968417^|^SMS^|^20170627^|^Ordered^|^2^|^89284770^|^GSM^|^123123332^|^household
968418^|^SMS^|^20170620^|^Ordered^|^2^|^89284771^|^GSM^|^123123333^|^household
968419^|^SMS^|^20170206^|^Ordered^|^1^|^89284772^|^GSM^|^123123334^|^household
968420^|^SMS^|^20170815^|^Ordered^|^1^|^89284773^|^GSM^|^123123335^|^subscriber
968421^|^SMS^|^20170111^|^Ordered^|^1^|^89284774^|^GSM^|^123123336^|^subscriber
968422^|^SMS^|^20170409^|^Ordered^|^2^|^89284775^|^GSM^|^123123337^|^subscriber
968423^|^SMS^|^20170520^|^Ordered^|^2^|^89284776^|^GSM^|^123123338^|^household
968424^|^SMS^|^20170507^|^Ordered^|^2^|^89284777^|^GSM^|^123123339^|^customer
968425^|^SMS^|^20170129^|^Ordered^|^1^|^89284778^|^GSM^|^123123340^|^customer
968426^|^SMS^|^20170525^|^Ordered^|^2^|^89284779^|^GSM^|^123123341^|^customer
968427^|^SMS^|^20170206^|^Ordered^|^1^|^89284780^|^GSM^|^123123342^|^customer
968428^|^SMS^|^20170607^|^Ordered^|^2^|^89284781^|^GSM^|^123123343^|^customer
968429^|^SMS^|^20170420^|^Ordered^|^1^|^89284782^|^GSM^|^123123344^|^household
968430^|^SMS^|^20170124^|^Ordered^|^1^|^89284783^|^GSM^|^123123345^|^subscriber
968431^|^SMS^|^20170704^|^Ordered^|^2^|^89284784^|^GSM^|^123123346^|^subscriber
968432^|^SMS^|^20170112^|^Ordered^|^1^|^89284785^|^GSM^|^123123347^|^customer
968433^|^SMS^|^20170719^|^Ordered^|^1^|^89284786^|^GSM^|^123123348^|^subscriber
968434^|^SMS^|^20170625^|^Ordered^|^1^|^89284787^|^GSM^|^123123349^|^household
968435^|^SMS^|^20170805^|^Ordered^|^2^|^89284788^|^GSM^|^123123350^|^household
968436^|^SMS^|^20170506^|^Ordered^|^1^|^89284789^|^GSM^|^123123351^|^customer
968437^|^SMS^|^20170311^|^Ordered^|^2^|^89284790^|^GSM^|^123123352^|^customer
968438^|^SMS^|^20170129^|^Ordered^|^2^|^89284791^|^GSM^|^123123353^|^subscriber
968439^|^SMS^|^20170501^|^Ordered^|^1^|^89284792^|^GSM^|^123123354^|^subscriber
968440^|^SMS^|^20170818^|^Ordered^|^1^|^89284793^|^GSM^|^123123355^|^household
968441^|^SMS^|^20170827^|^Ordered^|^1^|^89284794^|^GSM^|^123123356^|^household
968442^|^SMS^|^20170115^|^Ordered^|^1^|^89284795^|^GSM^|^123123357^|^subscriber
968443^|^SMS^|^20170203^|^Ordered^|^1^|^89284796^|^GSM^|^123123358^|^subscriber
968444^|^SMS^|^20170514^|^Ordered^|^2^|^89284797^|^GSM^|^123123359^|^subscriber
968445^|^SMS^|^20170103^|^Ordered^|^2^|^89284798^|^GSM^|^123123360^|^customer
968446^|^SMS^|^20170419^|^Ordered^|^2^|^89284799^|^GSM^|^123123361^|^subscriber
968447^|^SMS^|^20170212^|^Ordered^|^2^|^89284800^|^GSM^|^123123362^|^household
968448^|^SMS^|^20170224^|^Ordered^|^2^|^89284801^|^GSM^|^123123363^|^customer
968449^|^SMS^|^20170729^|^Ordered^|^1^|^89284802^|^GSM^|^123123364^|^customer
968450^|^SMS^|^20170212^|^Ordered^|^1^|^89284803^|^GSM^|^123123365^|^subscriber
968451^|^SMS^|^20170606^|^Ordered^|^1^|^89284804^|^GSM^|^123123366^|^subscriber
968452^|^SMS^|^20170803^|^Ordered^|^2^|^89284805^|^GSM^|^123123367^|^subscriber
968453^|^SMS^|^20170829^|^Ordered^|^1^|^89284806^|^GSM^|^123123368^|^subscriber
968454^|^SMS^|^20170219^|^Ordered^|^2^|^89284807^|^GSM^|^123123369^|^household
968455^|^SMS^|^20170525^|^Ordered^|^1^|^89284808^|^GSM^|^123123370^|^customer
968456^|^SMS^|^20170122^|^Ordered^|^1^|^89284809^|^GSM^|^123123371^|^customer
968457^|^SMS^|^20170808^|^Ordered^|^1^|^89284810^|^GSM^|^123123372^|^customer
968458^|^SMS^|^20170202^|^Ordered^|^2^|^89284811^|^GSM^|^123123373^|^subscriber
968459^|^SMS^|^20170402^|^Ordered^|^2^|^89284812^|^GSM^|^123123374^|^subscriber
968460^|^SMS^|^20170821^|^Ordered^|^1^|^89284813^|^GSM^|^123123375^|^customer
968461^|^SMS^|^20170719^|^Ordered^|^1^|^89284814^|^GSM^|^123123376^|^customer
968462^|^SMS^|^20170531^|^Ordered^|^2^|^89284815^|^GSM^|^123123377^|^customer
968463^|^SMS^|^20170625^|^Ordered^|^2^|^89284816^|^GSM^|^123123378^|^subscriber
968464^|^SMS^|^20170429^|^Ordered^|^2^|^89284817^|^GSM^|^123123379^|^household
968465^|^SMS^|^20170626^|^Ordered^|^1^|^89284818^|^GSM^|^123123380^|^customer
968466^|^SMS^|^20170108^|^Ordered^|^1^|^89284819^|^GSM^|^123123381^|^subscriber
968467^|^SMS^|^20170315^|^Ordered^|^2^|^89284820^|^GSM^|^123123382^|^customer
968468^|^SMS^|^20170601^|^Ordered^|^1^|^89284821^|^GSM^|^123123383^|^household
968469^|^SMS^|^20170123^|^Ordered^|^2^|^89284822^|^GSM^|^123123384^|^household
968470^|^SMS^|^20170207^|^Ordered^|^1^|^89284823^|^GSM^|^123123385^|^customer
968471^|^SMS^|^20170131^|^Ordered^|^1^|^89284824^|^GSM^|^123123386^|^customer
968472^|^SMS^|^20170128^|^Ordered^|^1^|^89284825^|^GSM^|^123123387^|^customer
968473^|^SMS^|^20170114^|^Ordered^|^2^|^89284826^|^GSM^|^123123388^|^household
968474^|^SMS^|^20170430^|^Ordered^|^2^|^89284827^|^GSM^|^123123389^|^customer
968475^|^SMS^|^20170417^|^Ordered^|^2^|^89284828^|^GSM^|^123123390^|^subscriber
968476^|^SMS^|^20170712^|^Ordered^|^2^|^89284829^|^GSM^|^123123391^|^subscriber
968477^|^SMS^|^20170322^|^Ordered^|^2^|^89284830^|^GSM^|^123123392^|^customer
968478^|^SMS^|^20170727^|^Ordered^|^1^|^89284831^|^GSM^|^123123393^|^household
968479^|^SMS^|^20170213^|^Ordered^|^1^|^89284832^|^GSM^|^123123394^|^household
968480^|^SMS^|^20170526^|^Ordered^|^2^|^89284833^|^GSM^|^123123395^|^subscriber
968481^|^SMS^|^20170327^|^Ordered^|^2^|^89284834^|^GSM^|^123123396^|^subscriber
968482^|^SMS^|^20170428^|^Ordered^|^1^|^89284835^|^GSM^|^123123397^|^customer
968483^|^SMS^|^20170820^|^Ordered^|^2^|^89284836^|^GSM^|^123123398^|^household
968484^|^SMS^|^20170125^|^Ordered^|^1^|^89284837^|^GSM^|^123123399^|^customer
968485^|^SMS^|^20170601^|^Ordered^|^1^|^89284838^|^GSM^|^123123400^|^subscriber
968486^|^SMS^|^20170325^|^Ordered^|^1^|^89284839^|^GSM^|^123123401^|^subscriber
968487^|^SMS^|^20170405^|^Ordered^|^2^|^89284840^|^GSM^|^123123402^|^customer
