soc^|^market_code^|^discount^|^creation_date^|^discount_type^|^is_flat_discount^|^rate_source^|^to_id
73^|^MMC^|^-4.805^|^20130824^|^GTY^|^0^|^DWH^|^239
74^|^MMC^|^-4.805^|^20130620^|^GTY^|^0^|^DWH^|^240
75^|^MMC^|^-4.705^|^20130710^|^GTY^|^0^|^DWH^|^241
76^|^MMC^|^-4.805^|^20130215^|^GTY^|^0^|^DWH^|^242
77^|^MMC^|^-4.705^|^20130406^|^GTY^|^0^|^DWH^|^243
78^|^MMC^|^-4.705^|^20130602^|^GTY^|^0^|^DWH^|^244
79^|^MMC^|^-4.805^|^20130629^|^GTY^|^1^|^DWH^|^245
80^|^MMC^|^-4.705^|^20130411^|^GTY^|^1^|^DWH^|^246
81^|^MMC^|^-4.705^|^20130128^|^GTY^|^0^|^DWH^|^247
82^|^MMC^|^-4.705^|^20130908^|^GTY^|^1^|^DWH^|^248
83^|^MMC^|^-4.705^|^20130307^|^GTY^|^1^|^DWH^|^249
84^|^MMC^|^-4.705^|^20130904^|^GTY^|^0^|^DWH^|^250
85^|^MMC^|^-4.705^|^20130104^|^GTY^|^1^|^DWH^|^251
86^|^MMC^|^-4.805^|^20131017^|^GTY^|^1^|^DWH^|^252
87^|^MMC^|^-4.805^|^20131105^|^GTY^|^0^|^DWH^|^253
88^|^MMC^|^-4.805^|^20131226^|^GTY^|^0^|^DWH^|^254
89^|^MMC^|^-4.805^|^20131128^|^GTY^|^0^|^DWH^|^255
90^|^MMC^|^-4.805^|^20130201^|^GTY^|^1^|^DWH^|^256
91^|^MMC^|^-4.705^|^20131219^|^GTY^|^0^|^DWH^|^257
92^|^MMC^|^-4.805^|^20131011^|^GTY^|^1^|^DWH^|^258
93^|^MMC^|^-4.805^|^20131009^|^GTY^|^0^|^DWH^|^259
94^|^MMC^|^-4.805^|^20130329^|^GTY^|^1^|^DWH^|^260
95^|^MMC^|^-4.705^|^20131016^|^GTY^|^0^|^DWH^|^261
96^|^MMC^|^-4.805^|^20131230^|^GTY^|^1^|^DWH^|^262
97^|^MMC^|^-4.705^|^20130223^|^GTY^|^1^|^DWH^|^263
98^|^MMC^|^-4.705^|^20131123^|^GTY^|^1^|^DWH^|^264
99^|^MMC^|^-4.805^|^20130613^|^GTY^|^1^|^DWH^|^265
100^|^MMC^|^-4.705^|^20131109^|^GTY^|^1^|^DWH^|^266
101^|^MMC^|^-4.705^|^20130525^|^GTY^|^0^|^DWH^|^267
102^|^MMC^|^-4.705^|^20131026^|^GTY^|^0^|^DWH^|^268
103^|^MMC^|^-4.705^|^20130310^|^GTY^|^1^|^DWH^|^269
104^|^MMC^|^-4.805^|^20130616^|^GTY^|^1^|^DWH^|^270
105^|^MMC^|^-4.805^|^20130517^|^GTY^|^1^|^DWH^|^271
106^|^MMC^|^-4.705^|^20130822^|^GTY^|^0^|^DWH^|^272
107^|^MMC^|^-4.805^|^20130502^|^GTY^|^0^|^DWH^|^273
108^|^MMC^|^-4.705^|^20130928^|^GTY^|^0^|^DWH^|^274
109^|^MMC^|^-4.705^|^20130818^|^GTY^|^1^|^DWH^|^275
110^|^MMC^|^-4.705^|^20130903^|^GTY^|^1^|^DWH^|^276
111^|^MMC^|^-4.705^|^20130303^|^GTY^|^1^|^DWH^|^277
112^|^MMC^|^-4.805^|^20131211^|^GTY^|^0^|^DWH^|^278
113^|^MMC^|^-4.705^|^20130314^|^GTY^|^1^|^DWH^|^279
114^|^MMC^|^-4.805^|^20130217^|^GTY^|^0^|^DWH^|^280
115^|^MMC^|^-4.705^|^20130317^|^GTY^|^0^|^DWH^|^281
116^|^MMC^|^-4.705^|^20131009^|^GTY^|^1^|^DWH^|^282
117^|^MMC^|^-4.705^|^20130812^|^GTY^|^0^|^DWH^|^283
118^|^MMC^|^-4.805^|^20131118^|^GTY^|^1^|^DWH^|^284
119^|^MMC^|^-4.705^|^20130102^|^GTY^|^1^|^DWH^|^285
120^|^MMC^|^-4.805^|^20130318^|^GTY^|^1^|^DWH^|^286
121^|^MMC^|^-4.805^|^20131004^|^GTY^|^0^|^DWH^|^287
122^|^MMC^|^-4.705^|^20130412^|^GTY^|^0^|^DWH^|^288
123^|^MMC^|^-4.705^|^20130813^|^GTY^|^1^|^DWH^|^289
124^|^MMC^|^-4.705^|^20130415^|^GTY^|^0^|^DWH^|^290
125^|^MMC^|^-4.705^|^20130513^|^GTY^|^0^|^DWH^|^291
126^|^MMC^|^-4.705^|^20131223^|^GTY^|^0^|^DWH^|^292
127^|^MMC^|^-4.705^|^20131018^|^GTY^|^0^|^DWH^|^293
128^|^MMC^|^-4.805^|^20130814^|^GTY^|^1^|^DWH^|^294
129^|^MMC^|^-4.805^|^20131018^|^GTY^|^0^|^DWH^|^295
130^|^MMC^|^-4.805^|^20131004^|^GTY^|^1^|^DWH^|^296
131^|^MMC^|^-4.705^|^20130320^|^GTY^|^0^|^DWH^|^297
132^|^MMC^|^-4.705^|^20130911^|^GTY^|^0^|^DWH^|^298
133^|^MMC^|^-4.705^|^20130724^|^GTY^|^0^|^DWH^|^299
134^|^MMC^|^-4.805^|^20130603^|^GTY^|^0^|^DWH^|^300
135^|^MMC^|^-4.705^|^20130613^|^GTY^|^0^|^DWH^|^301
136^|^MMC^|^-4.805^|^20131028^|^GTY^|^0^|^DWH^|^302
137^|^MMC^|^-4.705^|^20130630^|^GTY^|^0^|^DWH^|^303
138^|^MMC^|^-4.705^|^20131228^|^GTY^|^1^|^DWH^|^304
139^|^MMC^|^-4.805^|^20130901^|^GTY^|^1^|^DWH^|^305
140^|^MMC^|^-4.805^|^20131112^|^GTY^|^1^|^DWH^|^306
141^|^MMC^|^-4.705^|^20130425^|^GTY^|^1^|^DWH^|^307
142^|^MMC^|^-4.805^|^20130728^|^GTY^|^1^|^DWH^|^308
143^|^MMC^|^-4.805^|^20130611^|^GTY^|^1^|^DWH^|^309
144^|^MMC^|^-4.705^|^20130419^|^GTY^|^1^|^DWH^|^310
145^|^MMC^|^-4.705^|^20130531^|^GTY^|^0^|^DWH^|^311
146^|^MMC^|^-4.805^|^20130510^|^GTY^|^0^|^DWH^|^312
147^|^MMC^|^-4.805^|^20131002^|^GTY^|^0^|^DWH^|^313
148^|^MMC^|^-4.805^|^20130514^|^GTY^|^0^|^DWH^|^314
149^|^MMC^|^-4.705^|^20130901^|^GTY^|^0^|^DWH^|^315
150^|^MMC^|^-4.705^|^20131219^|^GTY^|^0^|^DWH^|^316
151^|^MMC^|^-4.805^|^20130110^|^GTY^|^1^|^DWH^|^317
152^|^MMC^|^-4.805^|^20130813^|^GTY^|^0^|^DWH^|^318
153^|^MMC^|^-4.805^|^20130428^|^GTY^|^0^|^DWH^|^319
154^|^MMC^|^-4.705^|^20130117^|^GTY^|^1^|^DWH^|^320
155^|^MMC^|^-4.705^|^20130428^|^GTY^|^0^|^DWH^|^321
156^|^MMC^|^-4.705^|^20130528^|^GTY^|^0^|^DWH^|^322
157^|^MMC^|^-4.705^|^20130421^|^GTY^|^1^|^DWH^|^323
158^|^MMC^|^-4.805^|^20130308^|^GTY^|^1^|^DWH^|^324
159^|^MMC^|^-4.705^|^20130111^|^GTY^|^0^|^DWH^|^325
160^|^MMC^|^-4.805^|^20130414^|^GTY^|^1^|^DWH^|^326
161^|^MMC^|^-4.705^|^20130531^|^GTY^|^0^|^DWH^|^327
162^|^MMC^|^-4.805^|^20131130^|^GTY^|^0^|^DWH^|^328
163^|^MMC^|^-4.805^|^20130417^|^GTY^|^0^|^DWH^|^329
164^|^MMC^|^-4.805^|^20131122^|^GTY^|^0^|^DWH^|^330
165^|^MMC^|^-4.705^|^20131023^|^GTY^|^1^|^DWH^|^331
166^|^MMC^|^-4.705^|^20130214^|^GTY^|^0^|^DWH^|^332
167^|^MMC^|^-4.805^|^20131101^|^GTY^|^1^|^DWH^|^333
168^|^MMC^|^-4.805^|^20130201^|^GTY^|^1^|^DWH^|^334
169^|^MMC^|^-4.705^|^20130206^|^GTY^|^0^|^DWH^|^335
170^|^MMC^|^-4.805^|^20131127^|^GTY^|^0^|^DWH^|^336
171^|^MMC^|^-4.705^|^20130324^|^GTY^|^1^|^DWH^|^337
172^|^MMC^|^-4.805^|^20130508^|^GTY^|^1^|^DWH^|^338
173^|^MMC^|^-4.805^|^20130509^|^GTY^|^0^|^DWH^|^339
174^|^MMC^|^-4.705^|^20130313^|^GTY^|^0^|^DWH^|^340
175^|^MMC^|^-4.805^|^20131206^|^GTY^|^0^|^DWH^|^341
176^|^MMC^|^-4.705^|^20130427^|^GTY^|^0^|^DWH^|^342
177^|^MMC^|^-4.705^|^20130531^|^GTY^|^0^|^DWH^|^343
178^|^MMC^|^-4.705^|^20130908^|^GTY^|^1^|^DWH^|^344
179^|^MMC^|^-4.805^|^20131202^|^GTY^|^1^|^DWH^|^345
180^|^MMC^|^-4.705^|^20130322^|^GTY^|^0^|^DWH^|^346
181^|^MMC^|^-4.805^|^20131216^|^GTY^|^0^|^DWH^|^347
182^|^MMC^|^-4.805^|^20131218^|^GTY^|^0^|^DWH^|^348
183^|^MMC^|^-4.705^|^20130525^|^GTY^|^1^|^DWH^|^349
184^|^MMC^|^-4.805^|^20130326^|^GTY^|^0^|^DWH^|^350
185^|^MMC^|^-4.705^|^20131002^|^GTY^|^0^|^DWH^|^351
186^|^MMC^|^-4.705^|^20130416^|^GTY^|^1^|^DWH^|^352
187^|^MMC^|^-4.705^|^20130115^|^GTY^|^1^|^DWH^|^353
188^|^MMC^|^-4.705^|^20130116^|^GTY^|^0^|^DWH^|^354
189^|^MMC^|^-4.705^|^20130706^|^GTY^|^0^|^DWH^|^355
190^|^MMC^|^-4.705^|^20131111^|^GTY^|^0^|^DWH^|^356
191^|^MMC^|^-4.805^|^20131216^|^GTY^|^0^|^DWH^|^357
192^|^MMC^|^-4.705^|^20130903^|^GTY^|^1^|^DWH^|^358
193^|^MMC^|^-4.805^|^20130829^|^GTY^|^0^|^DWH^|^359
194^|^MMC^|^-4.805^|^20130112^|^GTY^|^0^|^DWH^|^360
195^|^MMC^|^-4.705^|^20131110^|^GTY^|^0^|^DWH^|^361
196^|^MMC^|^-4.705^|^20130405^|^GTY^|^0^|^DWH^|^362
197^|^MMC^|^-4.705^|^20131225^|^GTY^|^1^|^DWH^|^363
198^|^MMC^|^-4.805^|^20130914^|^GTY^|^0^|^DWH^|^364
199^|^MMC^|^-4.805^|^20131221^|^GTY^|^1^|^DWH^|^365
200^|^MMC^|^-4.805^|^20130201^|^GTY^|^1^|^DWH^|^366
201^|^MMC^|^-4.705^|^20131106^|^GTY^|^1^|^DWH^|^367
202^|^MMC^|^-4.705^|^20131014^|^GTY^|^0^|^DWH^|^368
203^|^MMC^|^-4.705^|^20130324^|^GTY^|^0^|^DWH^|^369
204^|^MMC^|^-4.805^|^20130818^|^GTY^|^0^|^DWH^|^370
205^|^MMC^|^-4.805^|^20130204^|^GTY^|^0^|^DWH^|^371
206^|^MMC^|^-4.705^|^20131123^|^GTY^|^0^|^DWH^|^372
207^|^MMC^|^-4.705^|^20130128^|^GTY^|^1^|^DWH^|^373
208^|^MMC^|^-4.705^|^20130112^|^GTY^|^0^|^DWH^|^374
209^|^MMC^|^-4.805^|^20131124^|^GTY^|^0^|^DWH^|^375
210^|^MMC^|^-4.805^|^20130712^|^GTY^|^1^|^DWH^|^376
211^|^MMC^|^-4.705^|^20130127^|^GTY^|^0^|^DWH^|^377
212^|^MMC^|^-4.705^|^20131230^|^GTY^|^0^|^DWH^|^378
213^|^MMC^|^-4.705^|^20130322^|^GTY^|^0^|^DWH^|^379
214^|^MMC^|^-4.805^|^20130628^|^GTY^|^0^|^DWH^|^380
215^|^MMC^|^-4.705^|^20130103^|^GTY^|^0^|^DWH^|^381
216^|^MMC^|^-4.705^|^20131120^|^GTY^|^1^|^DWH^|^382
217^|^MMC^|^-4.705^|^20130901^|^GTY^|^1^|^DWH^|^383
218^|^MMC^|^-4.805^|^20131202^|^GTY^|^0^|^DWH^|^384
219^|^MMC^|^-4.705^|^20130719^|^GTY^|^1^|^DWH^|^385
220^|^MMC^|^-4.805^|^20130814^|^GTY^|^0^|^DWH^|^386
221^|^MMC^|^-4.805^|^20130513^|^GTY^|^1^|^DWH^|^387
222^|^MMC^|^-4.705^|^20130324^|^GTY^|^1^|^DWH^|^388
223^|^MMC^|^-4.805^|^20130505^|^GTY^|^1^|^DWH^|^389
224^|^MMC^|^-4.805^|^20130605^|^GTY^|^1^|^DWH^|^390
225^|^MMC^|^-4.805^|^20130917^|^GTY^|^1^|^DWH^|^391
226^|^MMC^|^-4.805^|^20130606^|^GTY^|^0^|^DWH^|^392
227^|^MMC^|^-4.705^|^20130909^|^GTY^|^0^|^DWH^|^393
228^|^MMC^|^-4.805^|^20130504^|^GTY^|^0^|^DWH^|^394
229^|^MMC^|^-4.805^|^20131119^|^GTY^|^1^|^DWH^|^395
230^|^MMC^|^-4.705^|^20130411^|^GTY^|^0^|^DWH^|^396
231^|^MMC^|^-4.705^|^20131204^|^GTY^|^0^|^DWH^|^397
232^|^MMC^|^-4.805^|^20130517^|^GTY^|^0^|^DWH^|^398
233^|^MMC^|^-4.805^|^20131001^|^GTY^|^0^|^DWH^|^399
234^|^MMC^|^-4.805^|^20130223^|^GTY^|^1^|^DWH^|^400
235^|^MMC^|^-4.705^|^20130325^|^GTY^|^1^|^DWH^|^401
236^|^MMC^|^-4.805^|^20130404^|^GTY^|^1^|^DWH^|^402
237^|^MMC^|^-4.805^|^20131112^|^GTY^|^1^|^DWH^|^403
238^|^MMC^|^-4.705^|^20130925^|^GTY^|^0^|^DWH^|^404
239^|^MMC^|^-4.705^|^20131025^|^GTY^|^1^|^DWH^|^405
240^|^MMC^|^-4.805^|^20130320^|^GTY^|^0^|^DWH^|^406
241^|^MMC^|^-4.705^|^20130729^|^GTY^|^0^|^DWH^|^407
242^|^MMC^|^-4.705^|^20130530^|^GTY^|^0^|^DWH^|^408
243^|^MMC^|^-4.705^|^20131218^|^GTY^|^0^|^DWH^|^409
244^|^MMC^|^-4.705^|^20131114^|^GTY^|^1^|^DWH^|^410
245^|^MMC^|^-4.805^|^20130328^|^GTY^|^1^|^DWH^|^411
246^|^MMC^|^-4.705^|^20131210^|^GTY^|^1^|^DWH^|^412
247^|^MMC^|^-4.805^|^20130101^|^GTY^|^1^|^DWH^|^413
248^|^MMC^|^-4.805^|^20130112^|^GTY^|^0^|^DWH^|^414
249^|^MMC^|^-4.705^|^20130103^|^GTY^|^0^|^DWH^|^415
250^|^MMC^|^-4.705^|^20130427^|^GTY^|^1^|^DWH^|^416
251^|^MMC^|^-4.805^|^20130222^|^GTY^|^0^|^DWH^|^417
252^|^MMC^|^-4.705^|^20130312^|^GTY^|^1^|^DWH^|^418
253^|^MMC^|^-4.805^|^20131029^|^GTY^|^0^|^DWH^|^419
254^|^MMC^|^-4.805^|^20130417^|^GTY^|^0^|^DWH^|^420
255^|^MMC^|^-4.705^|^20131003^|^GTY^|^1^|^DWH^|^421
256^|^MMC^|^-4.705^|^20130724^|^GTY^|^1^|^DWH^|^422
257^|^MMC^|^-4.705^|^20130106^|^GTY^|^0^|^DWH^|^423
258^|^MMC^|^-4.805^|^20130314^|^GTY^|^0^|^DWH^|^424
259^|^MMC^|^-4.705^|^20130915^|^GTY^|^1^|^DWH^|^425
260^|^MMC^|^-4.705^|^20130113^|^GTY^|^0^|^DWH^|^426
261^|^MMC^|^-4.705^|^20131123^|^GTY^|^1^|^DWH^|^427
262^|^MMC^|^-4.805^|^20130201^|^GTY^|^1^|^DWH^|^428
263^|^MMC^|^-4.805^|^20130526^|^GTY^|^1^|^DWH^|^429
264^|^MMC^|^-4.705^|^20131120^|^GTY^|^1^|^DWH^|^430
265^|^MMC^|^-4.805^|^20130705^|^GTY^|^1^|^DWH^|^431
266^|^MMC^|^-4.705^|^20130609^|^GTY^|^1^|^DWH^|^432
267^|^MMC^|^-4.805^|^20130704^|^GTY^|^1^|^DWH^|^433
268^|^MMC^|^-4.805^|^20130425^|^GTY^|^0^|^DWH^|^434
269^|^MMC^|^-4.805^|^20130521^|^GTY^|^0^|^DWH^|^435
270^|^MMC^|^-4.805^|^20131114^|^GTY^|^0^|^DWH^|^436
271^|^MMC^|^-4.805^|^20130530^|^GTY^|^0^|^DWH^|^437
272^|^MMC^|^-4.705^|^20130420^|^GTY^|^0^|^DWH^|^438
273^|^MMC^|^-4.805^|^20130512^|^GTY^|^1^|^DWH^|^439
274^|^MMC^|^-4.705^|^20130324^|^GTY^|^0^|^DWH^|^440
275^|^MMC^|^-4.805^|^20130611^|^GTY^|^0^|^DWH^|^441
276^|^MMC^|^-4.805^|^20130619^|^GTY^|^1^|^DWH^|^442
277^|^MMC^|^-4.705^|^20130124^|^GTY^|^0^|^DWH^|^443
278^|^MMC^|^-4.705^|^20131001^|^GTY^|^1^|^DWH^|^444
279^|^MMC^|^-4.705^|^20130416^|^GTY^|^1^|^DWH^|^445
280^|^MMC^|^-4.705^|^20130404^|^GTY^|^0^|^DWH^|^446
281^|^MMC^|^-4.805^|^20131019^|^GTY^|^0^|^DWH^|^447
282^|^MMC^|^-4.705^|^20131222^|^GTY^|^0^|^DWH^|^448
283^|^MMC^|^-4.705^|^20131127^|^GTY^|^1^|^DWH^|^449
284^|^MMC^|^-4.705^|^20131023^|^GTY^|^0^|^DWH^|^450
285^|^MMC^|^-4.705^|^20130929^|^GTY^|^1^|^DWH^|^451
286^|^MMC^|^-4.805^|^20130317^|^GTY^|^0^|^DWH^|^452
287^|^MMC^|^-4.705^|^20131127^|^GTY^|^1^|^DWH^|^453
288^|^MMC^|^-4.805^|^20130424^|^GTY^|^0^|^DWH^|^454
289^|^MMC^|^-4.705^|^20130623^|^GTY^|^0^|^DWH^|^455
290^|^MMC^|^-4.805^|^20130723^|^GTY^|^0^|^DWH^|^456
291^|^MMC^|^-4.805^|^20130905^|^GTY^|^1^|^DWH^|^457
292^|^MMC^|^-4.705^|^20131209^|^GTY^|^1^|^DWH^|^458
293^|^MMC^|^-4.805^|^20131201^|^GTY^|^0^|^DWH^|^459
294^|^MMC^|^-4.705^|^20130512^|^GTY^|^1^|^DWH^|^460
295^|^MMC^|^-4.805^|^20130906^|^GTY^|^1^|^DWH^|^461
296^|^MMC^|^-4.805^|^20130107^|^GTY^|^0^|^DWH^|^462
297^|^MMC^|^-4.805^|^20130921^|^GTY^|^1^|^DWH^|^463
298^|^MMC^|^-4.705^|^20131025^|^GTY^|^1^|^DWH^|^464
299^|^MMC^|^-4.705^|^20131115^|^GTY^|^1^|^DWH^|^465
300^|^MMC^|^-4.705^|^20131118^|^GTY^|^1^|^DWH^|^466
301^|^MMC^|^-4.705^|^20130224^|^GTY^|^0^|^DWH^|^467
302^|^MMC^|^-4.705^|^20130808^|^GTY^|^0^|^DWH^|^468
303^|^MMC^|^-4.705^|^20130103^|^GTY^|^0^|^DWH^|^469
304^|^MMC^|^-4.705^|^20130120^|^GTY^|^0^|^DWH^|^470
305^|^MMC^|^-4.805^|^20131127^|^GTY^|^0^|^DWH^|^471
306^|^MMC^|^-4.705^|^20130729^|^GTY^|^1^|^DWH^|^472
307^|^MMC^|^-4.805^|^20131211^|^GTY^|^1^|^DWH^|^473
308^|^MMC^|^-4.705^|^20130218^|^GTY^|^1^|^DWH^|^474
309^|^MMC^|^-4.805^|^20130811^|^GTY^|^1^|^DWH^|^475
310^|^MMC^|^-4.705^|^20130823^|^GTY^|^0^|^DWH^|^476
311^|^MMC^|^-4.805^|^20130923^|^GTY^|^1^|^DWH^|^477
312^|^MMC^|^-4.705^|^20130427^|^GTY^|^0^|^DWH^|^478
313^|^MMC^|^-4.805^|^20130904^|^GTY^|^0^|^DWH^|^479
314^|^MMC^|^-4.805^|^20130512^|^GTY^|^0^|^DWH^|^480
315^|^MMC^|^-4.705^|^20130706^|^GTY^|^0^|^DWH^|^481
316^|^MMC^|^-4.805^|^20131203^|^GTY^|^0^|^DWH^|^482
317^|^MMC^|^-4.705^|^20130808^|^GTY^|^0^|^DWH^|^483
318^|^MMC^|^-4.805^|^20130915^|^GTY^|^1^|^DWH^|^484
319^|^MMC^|^-4.805^|^20131026^|^GTY^|^0^|^DWH^|^485
320^|^MMC^|^-4.705^|^20130318^|^GTY^|^0^|^DWH^|^486
321^|^MMC^|^-4.805^|^20131020^|^GTY^|^1^|^DWH^|^487
322^|^MMC^|^-4.705^|^20130412^|^GTY^|^1^|^DWH^|^488
323^|^MMC^|^-4.805^|^20131229^|^GTY^|^0^|^DWH^|^489
324^|^MMC^|^-4.705^|^20131029^|^GTY^|^1^|^DWH^|^490
325^|^MMC^|^-4.705^|^20130221^|^GTY^|^0^|^DWH^|^491
326^|^MMC^|^-4.705^|^20131127^|^GTY^|^0^|^DWH^|^492
327^|^MMC^|^-4.805^|^20130116^|^GTY^|^1^|^DWH^|^493
328^|^MMC^|^-4.705^|^20130408^|^GTY^|^1^|^DWH^|^494
329^|^MMC^|^-4.705^|^20130204^|^GTY^|^1^|^DWH^|^495
330^|^MMC^|^-4.705^|^20131217^|^GTY^|^0^|^DWH^|^496
331^|^MMC^|^-4.705^|^20130706^|^GTY^|^1^|^DWH^|^497
332^|^MMC^|^-4.805^|^20130922^|^GTY^|^0^|^DWH^|^498
333^|^MMC^|^-4.705^|^20130329^|^GTY^|^0^|^DWH^|^499
334^|^MMC^|^-4.805^|^20130321^|^GTY^|^1^|^DWH^|^500
335^|^MMC^|^-4.705^|^20131118^|^GTY^|^1^|^DWH^|^501
336^|^MMC^|^-4.705^|^20130919^|^GTY^|^0^|^DWH^|^502
337^|^MMC^|^-4.805^|^20130110^|^GTY^|^0^|^DWH^|^503
338^|^MMC^|^-4.805^|^20130123^|^GTY^|^0^|^DWH^|^504
339^|^MMC^|^-4.805^|^20130806^|^GTY^|^0^|^DWH^|^505
340^|^MMC^|^-4.705^|^20130126^|^GTY^|^1^|^DWH^|^506
341^|^MMC^|^-4.805^|^20130119^|^GTY^|^1^|^DWH^|^507
342^|^MMC^|^-4.705^|^20131026^|^GTY^|^1^|^DWH^|^508
343^|^MMC^|^-4.705^|^20131115^|^GTY^|^1^|^DWH^|^509
344^|^MMC^|^-4.705^|^20130503^|^GTY^|^0^|^DWH^|^510
345^|^MMC^|^-4.805^|^20130726^|^GTY^|^0^|^DWH^|^511
346^|^MMC^|^-4.705^|^20130812^|^GTY^|^1^|^DWH^|^512
347^|^MMC^|^-4.705^|^20130422^|^GTY^|^1^|^DWH^|^513
348^|^MMC^|^-4.805^|^20130402^|^GTY^|^0^|^DWH^|^514
349^|^MMC^|^-4.805^|^20130618^|^GTY^|^0^|^DWH^|^515
350^|^MMC^|^-4.805^|^20130616^|^GTY^|^1^|^DWH^|^516
351^|^MMC^|^-4.705^|^20130804^|^GTY^|^1^|^DWH^|^517
352^|^MMC^|^-4.805^|^20130609^|^GTY^|^0^|^DWH^|^518
353^|^MMC^|^-4.805^|^20130513^|^GTY^|^1^|^DWH^|^519
354^|^MMC^|^-4.805^|^20131030^|^GTY^|^1^|^DWH^|^520
355^|^MMC^|^-4.705^|^20130816^|^GTY^|^0^|^DWH^|^521
356^|^MMC^|^-4.705^|^20130531^|^GTY^|^0^|^DWH^|^522
357^|^MMC^|^-4.705^|^20131107^|^GTY^|^0^|^DWH^|^523
358^|^MMC^|^-4.705^|^20130729^|^GTY^|^1^|^DWH^|^524
359^|^MMC^|^-4.705^|^20130324^|^GTY^|^1^|^DWH^|^525
360^|^MMC^|^-4.705^|^20130329^|^GTY^|^0^|^DWH^|^526
361^|^MMC^|^-4.705^|^20130510^|^GTY^|^1^|^DWH^|^527
362^|^MMC^|^-4.805^|^20131118^|^GTY^|^1^|^DWH^|^528
363^|^MMC^|^-4.705^|^20131031^|^GTY^|^0^|^DWH^|^529
364^|^MMC^|^-4.805^|^20130917^|^GTY^|^0^|^DWH^|^530
365^|^MMC^|^-4.705^|^20131221^|^GTY^|^1^|^DWH^|^531
366^|^MMC^|^-4.705^|^20130407^|^GTY^|^0^|^DWH^|^532
367^|^MMC^|^-4.805^|^20130307^|^GTY^|^1^|^DWH^|^533
368^|^MMC^|^-4.805^|^20130914^|^GTY^|^0^|^DWH^|^534
369^|^MMC^|^-4.705^|^20130902^|^GTY^|^0^|^DWH^|^535
370^|^MMC^|^-4.805^|^20131123^|^GTY^|^0^|^DWH^|^536
371^|^MMC^|^-4.705^|^20131202^|^GTY^|^1^|^DWH^|^537
372^|^MMC^|^-4.705^|^20130922^|^GTY^|^1^|^DWH^|^538
373^|^MMC^|^-4.705^|^20130707^|^GTY^|^1^|^DWH^|^539
374^|^MMC^|^-4.805^|^20130120^|^GTY^|^0^|^DWH^|^540
375^|^MMC^|^-4.705^|^20130524^|^GTY^|^1^|^DWH^|^541
376^|^MMC^|^-4.805^|^20131211^|^GTY^|^0^|^DWH^|^542
377^|^MMC^|^-4.805^|^20130228^|^GTY^|^1^|^DWH^|^543
378^|^MMC^|^-4.705^|^20131226^|^GTY^|^1^|^DWH^|^544
379^|^MMC^|^-4.705^|^20131228^|^GTY^|^0^|^DWH^|^545
380^|^MMC^|^-4.705^|^20130720^|^GTY^|^0^|^DWH^|^546
381^|^MMC^|^-4.805^|^20130509^|^GTY^|^1^|^DWH^|^547
382^|^MMC^|^-4.805^|^20130228^|^GTY^|^0^|^DWH^|^548
383^|^MMC^|^-4.705^|^20131108^|^GTY^|^0^|^DWH^|^549
384^|^MMC^|^-4.805^|^20130627^|^GTY^|^0^|^DWH^|^550
