sc_id^|^sc_valid_from_date^|^sc_valid_until_date^|^sc_num^|^sc_name^|^sc_orig_num^|^sc_eff_date^|^sc_expire_date^|^sc_ident_type_cd^|^sc_ident1_num^|^sc_ident2_num^|^sc_ident3_num^|^sc_cust_rel_role_cd
67^|^20141206^|^20950403^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181108^|^20190823^|^SCI^|^1694498^|^1694498^|^1694498^|^D
68^|^20150924^|^20910710^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181127^|^20190126^|^SCI^|^1694498^|^1694498^|^1694498^|^D
69^|^20170907^|^20920518^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181120^|^20190722^|^SCI^|^1694498^|^1694498^|^1694498^|^D
70^|^20131209^|^20930717^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180612^|^20190310^|^SCI^|^1694498^|^1694498^|^1694498^|^D
71^|^20150323^|^20980305^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180313^|^20191130^|^SCI^|^1694498^|^1694498^|^1694498^|^D
72^|^20110223^|^20990114^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181218^|^20191228^|^SCI^|^1694498^|^1694498^|^1694498^|^D
73^|^20131208^|^20921016^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180516^|^20190320^|^SCI^|^1694498^|^1694498^|^1694498^|^D
74^|^20170125^|^20920312^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180129^|^20190915^|^SCI^|^1694498^|^1694498^|^1694498^|^D
75^|^20140811^|^20971218^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180808^|^20190606^|^SCI^|^1694498^|^1694498^|^1694498^|^D
76^|^20121204^|^20970401^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180312^|^20190914^|^SCI^|^1694498^|^1694498^|^1694498^|^D
77^|^20140123^|^20970123^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180204^|^20190205^|^SCI^|^1694498^|^1694498^|^1694498^|^D
78^|^20110511^|^20910723^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180111^|^20191117^|^SCI^|^1694498^|^1694498^|^1694498^|^D
79^|^20130828^|^20990417^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180728^|^20191201^|^SCI^|^1694498^|^1694498^|^1694498^|^D
80^|^20171103^|^20961114^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181217^|^20191112^|^SCI^|^1694498^|^1694498^|^1694498^|^D
81^|^20150615^|^20950827^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180121^|^20190825^|^SCI^|^1694498^|^1694498^|^1694498^|^D
82^|^20111009^|^20920327^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180904^|^20190814^|^SCI^|^1694498^|^1694498^|^1694498^|^D
83^|^20170417^|^20940728^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180505^|^20191007^|^SCI^|^1694498^|^1694498^|^1694498^|^D
84^|^20150216^|^20930510^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180609^|^20191101^|^SCI^|^1694498^|^1694498^|^1694498^|^D
85^|^20130111^|^20930905^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180805^|^20190123^|^SCI^|^1694498^|^1694498^|^1694498^|^D
86^|^20140429^|^20981201^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180101^|^20191015^|^SCI^|^1694498^|^1694498^|^1694498^|^D
87^|^20130228^|^20970826^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181029^|^20191201^|^SCI^|^1694498^|^1694498^|^1694498^|^D
88^|^20150309^|^20980128^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181221^|^20190821^|^SCI^|^1694498^|^1694498^|^1694498^|^D
89^|^20130918^|^20910111^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180403^|^20191203^|^SCI^|^1694498^|^1694498^|^1694498^|^D
90^|^20121205^|^20911207^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180924^|^20190523^|^SCI^|^1694498^|^1694498^|^1694498^|^D
91^|^20130107^|^20950111^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180528^|^20190328^|^SCI^|^1694498^|^1694498^|^1694498^|^D
92^|^20150625^|^20950726^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181113^|^20190727^|^SCI^|^1694498^|^1694498^|^1694498^|^D
93^|^20141104^|^20960711^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181001^|^20190816^|^SCI^|^1694498^|^1694498^|^1694498^|^D
94^|^20130124^|^20950726^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181006^|^20190829^|^SCI^|^1694498^|^1694498^|^1694498^|^D
95^|^20160725^|^20971024^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180308^|^20190124^|^SCI^|^1694498^|^1694498^|^1694498^|^D
96^|^20160520^|^20920419^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180716^|^20190717^|^SCI^|^1694498^|^1694498^|^1694498^|^D
97^|^20131022^|^20931018^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180316^|^20190111^|^SCI^|^1694498^|^1694498^|^1694498^|^D
98^|^20110131^|^20980119^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180709^|^20190617^|^SCI^|^1694498^|^1694498^|^1694498^|^D
99^|^20130517^|^20910305^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180311^|^20190419^|^SCI^|^1694498^|^1694498^|^1694498^|^D
100^|^20110211^|^20981222^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181211^|^20190515^|^SCI^|^1694498^|^1694498^|^1694498^|^D
101^|^20130318^|^20931112^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180821^|^20190504^|^SCI^|^1694498^|^1694498^|^1694498^|^D
102^|^20170108^|^20991115^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180810^|^20190315^|^SCI^|^1694498^|^1694498^|^1694498^|^D
103^|^20111024^|^20970129^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181115^|^20191225^|^SCI^|^1694498^|^1694498^|^1694498^|^D
104^|^20130819^|^20971018^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181208^|^20190401^|^SCI^|^1694498^|^1694498^|^1694498^|^D
105^|^20120523^|^20910824^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180325^|^20190927^|^SCI^|^1694498^|^1694498^|^1694498^|^D
106^|^20140217^|^20930420^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181026^|^20190206^|^SCI^|^1694498^|^1694498^|^1694498^|^D
107^|^20110628^|^20930404^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181001^|^20191101^|^SCI^|^1694498^|^1694498^|^1694498^|^D
108^|^20150420^|^20950513^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181030^|^20190220^|^SCI^|^1694498^|^1694498^|^1694498^|^D
109^|^20160812^|^20940923^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180208^|^20191020^|^SCI^|^1694498^|^1694498^|^1694498^|^D
110^|^20161024^|^20941115^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180707^|^20190415^|^SCI^|^1694498^|^1694498^|^1694498^|^D
111^|^20130211^|^20940204^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180206^|^20190822^|^SCI^|^1694498^|^1694498^|^1694498^|^D
112^|^20170418^|^20941024^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181116^|^20191211^|^SCI^|^1694498^|^1694498^|^1694498^|^D
113^|^20150604^|^20960217^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180902^|^20190513^|^SCI^|^1694498^|^1694498^|^1694498^|^D
114^|^20110424^|^20940814^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180421^|^20191013^|^SCI^|^1694498^|^1694498^|^1694498^|^D
115^|^20120312^|^20970926^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181227^|^20191003^|^SCI^|^1694498^|^1694498^|^1694498^|^D
116^|^20150101^|^20980509^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180220^|^20190520^|^SCI^|^1694498^|^1694498^|^1694498^|^D
117^|^20160403^|^20920607^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180505^|^20190607^|^SCI^|^1694498^|^1694498^|^1694498^|^D
118^|^20121010^|^20910128^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180130^|^20190123^|^SCI^|^1694498^|^1694498^|^1694498^|^D
119^|^20110421^|^20950507^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180501^|^20190906^|^SCI^|^1694498^|^1694498^|^1694498^|^D
120^|^20121217^|^20970903^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180307^|^20190613^|^SCI^|^1694498^|^1694498^|^1694498^|^D
121^|^20150123^|^20990105^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180627^|^20190724^|^SCI^|^1694498^|^1694498^|^1694498^|^D
122^|^20130215^|^20950107^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181207^|^20191010^|^SCI^|^1694498^|^1694498^|^1694498^|^D
123^|^20110113^|^20970916^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181222^|^20190602^|^SCI^|^1694498^|^1694498^|^1694498^|^D
124^|^20170318^|^20951224^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181114^|^20190623^|^SCI^|^1694498^|^1694498^|^1694498^|^D
125^|^20111205^|^20930130^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180821^|^20190112^|^SCI^|^1694498^|^1694498^|^1694498^|^D
126^|^20120220^|^20950206^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180901^|^20190906^|^SCI^|^1694498^|^1694498^|^1694498^|^D
127^|^20121202^|^20970801^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180225^|^20190920^|^SCI^|^1694498^|^1694498^|^1694498^|^D
128^|^20170511^|^20950917^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180326^|^20190322^|^SCI^|^1694498^|^1694498^|^1694498^|^D
129^|^20111205^|^20970428^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180818^|^20190120^|^SCI^|^1694498^|^1694498^|^1694498^|^D
130^|^20130712^|^20920721^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180223^|^20190815^|^SCI^|^1694498^|^1694498^|^1694498^|^D
131^|^20171007^|^20920116^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180530^|^20190226^|^SCI^|^1694498^|^1694498^|^1694498^|^D
132^|^20150615^|^20920809^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180328^|^20190820^|^SCI^|^1694498^|^1694498^|^1694498^|^D
133^|^20130309^|^20910706^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181012^|^20190815^|^SCI^|^1694498^|^1694498^|^1694498^|^D
134^|^20141115^|^20980312^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180422^|^20191019^|^SCI^|^1694498^|^1694498^|^1694498^|^D
135^|^20170626^|^20960229^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180227^|^20190511^|^SCI^|^1694498^|^1694498^|^1694498^|^D
136^|^20161127^|^20930222^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180410^|^20190622^|^SCI^|^1694498^|^1694498^|^1694498^|^D
137^|^20120923^|^20950220^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180521^|^20190516^|^SCI^|^1694498^|^1694498^|^1694498^|^D
138^|^20110715^|^20930730^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180115^|^20190417^|^SCI^|^1694498^|^1694498^|^1694498^|^D
139^|^20131228^|^20940713^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181222^|^20191002^|^SCI^|^1694498^|^1694498^|^1694498^|^D
140^|^20121027^|^20990814^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181014^|^20190904^|^SCI^|^1694498^|^1694498^|^1694498^|^D
141^|^20160222^|^20981103^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181129^|^20190207^|^SCI^|^1694498^|^1694498^|^1694498^|^D
142^|^20151028^|^20920911^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180414^|^20190821^|^SCI^|^1694498^|^1694498^|^1694498^|^D
143^|^20101207^|^20930918^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180807^|^20190728^|^SCI^|^1694498^|^1694498^|^1694498^|^D
144^|^20141031^|^20950409^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180728^|^20190309^|^SCI^|^1694498^|^1694498^|^1694498^|^D
145^|^20110507^|^20920315^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180329^|^20191021^|^SCI^|^1694498^|^1694498^|^1694498^|^D
146^|^20141207^|^20910117^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180915^|^20190814^|^SCI^|^1694498^|^1694498^|^1694498^|^D
147^|^20160729^|^20960125^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180110^|^20190112^|^SCI^|^1694498^|^1694498^|^1694498^|^D
148^|^20140502^|^20970707^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180318^|^20190615^|^SCI^|^1694498^|^1694498^|^1694498^|^D
149^|^20150503^|^20920831^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180812^|^20190119^|^SCI^|^1694498^|^1694498^|^1694498^|^D
150^|^20130205^|^20921212^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180918^|^20191108^|^SCI^|^1694498^|^1694498^|^1694498^|^D
151^|^20131011^|^20930901^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180203^|^20190528^|^SCI^|^1694498^|^1694498^|^1694498^|^D
152^|^20110826^|^20960521^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181024^|^20190323^|^SCI^|^1694498^|^1694498^|^1694498^|^D
153^|^20101220^|^20920125^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180724^|^20190620^|^SCI^|^1694498^|^1694498^|^1694498^|^D
154^|^20160522^|^20990508^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180313^|^20190905^|^SCI^|^1694498^|^1694498^|^1694498^|^D
155^|^20130519^|^20970405^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180213^|^20190308^|^SCI^|^1694498^|^1694498^|^1694498^|^D
156^|^20130505^|^20931114^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180628^|^20191201^|^SCI^|^1694498^|^1694498^|^1694498^|^D
157^|^20120714^|^20920531^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181202^|^20190906^|^SCI^|^1694498^|^1694498^|^1694498^|^D
158^|^20161214^|^20910605^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180109^|^20190804^|^SCI^|^1694498^|^1694498^|^1694498^|^D
159^|^20130406^|^20921013^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181230^|^20190103^|^SCI^|^1694498^|^1694498^|^1694498^|^D
160^|^20160811^|^20990707^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180530^|^20191221^|^SCI^|^1694498^|^1694498^|^1694498^|^D
161^|^20161001^|^20920927^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180110^|^20190624^|^SCI^|^1694498^|^1694498^|^1694498^|^D
162^|^20131207^|^20990918^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180323^|^20190829^|^SCI^|^1694498^|^1694498^|^1694498^|^D
163^|^20160923^|^20980528^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180205^|^20190905^|^SCI^|^1694498^|^1694498^|^1694498^|^D
164^|^20150901^|^20970813^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180103^|^20190407^|^SCI^|^1694498^|^1694498^|^1694498^|^D
165^|^20150805^|^20960229^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181101^|^20190716^|^SCI^|^1694498^|^1694498^|^1694498^|^D
166^|^20170517^|^20981029^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180926^|^20190814^|^SCI^|^1694498^|^1694498^|^1694498^|^D
167^|^20110108^|^20951219^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180601^|^20190420^|^SCI^|^1694498^|^1694498^|^1694498^|^D
168^|^20150827^|^20920122^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180102^|^20191002^|^SCI^|^1694498^|^1694498^|^1694498^|^D
169^|^20110629^|^20990819^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181202^|^20190310^|^SCI^|^1694498^|^1694498^|^1694498^|^D
170^|^20170509^|^20930611^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181029^|^20190120^|^SCI^|^1694498^|^1694498^|^1694498^|^D
171^|^20140323^|^20921212^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180912^|^20190821^|^SCI^|^1694498^|^1694498^|^1694498^|^D
172^|^20170809^|^20910113^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180218^|^20190920^|^SCI^|^1694498^|^1694498^|^1694498^|^D
173^|^20130601^|^20980203^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180623^|^20190529^|^SCI^|^1694498^|^1694498^|^1694498^|^D
174^|^20170620^|^20951029^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180127^|^20191018^|^SCI^|^1694498^|^1694498^|^1694498^|^D
175^|^20120812^|^20920727^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181206^|^20190907^|^SCI^|^1694498^|^1694498^|^1694498^|^D
176^|^20130417^|^20970529^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180601^|^20191112^|^SCI^|^1694498^|^1694498^|^1694498^|^D
177^|^20130511^|^20970213^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181129^|^20190406^|^SCI^|^1694498^|^1694498^|^1694498^|^D
178^|^20140716^|^20980504^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180224^|^20190303^|^SCI^|^1694498^|^1694498^|^1694498^|^D
179^|^20121013^|^20930907^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181225^|^20190110^|^SCI^|^1694498^|^1694498^|^1694498^|^D
180^|^20151114^|^20980304^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180714^|^20190226^|^SCI^|^1694498^|^1694498^|^1694498^|^D
181^|^20141021^|^20950118^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180813^|^20190317^|^SCI^|^1694498^|^1694498^|^1694498^|^D
182^|^20120314^|^20911215^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180220^|^20190625^|^SCI^|^1694498^|^1694498^|^1694498^|^D
183^|^20110518^|^20980907^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180202^|^20190416^|^SCI^|^1694498^|^1694498^|^1694498^|^D
184^|^20160430^|^20910315^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180706^|^20190303^|^SCI^|^1694498^|^1694498^|^1694498^|^D
185^|^20140524^|^20990905^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180709^|^20190722^|^SCI^|^1694498^|^1694498^|^1694498^|^D
186^|^20131216^|^20910326^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180130^|^20190412^|^SCI^|^1694498^|^1694498^|^1694498^|^D
187^|^20170904^|^20970423^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180926^|^20190316^|^SCI^|^1694498^|^1694498^|^1694498^|^D
188^|^20160228^|^20981014^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180806^|^20190227^|^SCI^|^1694498^|^1694498^|^1694498^|^D
189^|^20140807^|^20960606^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180113^|^20191212^|^SCI^|^1694498^|^1694498^|^1694498^|^D
190^|^20170130^|^20950125^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181202^|^20190810^|^SCI^|^1694498^|^1694498^|^1694498^|^D
191^|^20130121^|^20990116^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180905^|^20190411^|^SCI^|^1694498^|^1694498^|^1694498^|^D
192^|^20120517^|^20910109^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180116^|^20190729^|^SCI^|^1694498^|^1694498^|^1694498^|^D
193^|^20130621^|^20971121^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181213^|^20190316^|^SCI^|^1694498^|^1694498^|^1694498^|^D
194^|^20161103^|^20910429^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180729^|^20190704^|^SCI^|^1694498^|^1694498^|^1694498^|^D
195^|^20171117^|^20930826^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180303^|^20190725^|^SCI^|^1694498^|^1694498^|^1694498^|^D
196^|^20110426^|^20910930^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180124^|^20190629^|^SCI^|^1694498^|^1694498^|^1694498^|^D
197^|^20110825^|^20920710^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180915^|^20191002^|^SCI^|^1694498^|^1694498^|^1694498^|^D
198^|^20140126^|^20970323^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180120^|^20190101^|^SCI^|^1694498^|^1694498^|^1694498^|^D
199^|^20130611^|^20940102^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180216^|^20190413^|^SCI^|^1694498^|^1694498^|^1694498^|^D
200^|^20111023^|^20920319^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180326^|^20191029^|^SCI^|^1694498^|^1694498^|^1694498^|^D
201^|^20160331^|^20930303^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181109^|^20190919^|^SCI^|^1694498^|^1694498^|^1694498^|^D
202^|^20120904^|^20960627^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180607^|^20191031^|^SCI^|^1694498^|^1694498^|^1694498^|^D
203^|^20120819^|^20920328^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180720^|^20190324^|^SCI^|^1694498^|^1694498^|^1694498^|^D
204^|^20120818^|^20910524^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180617^|^20190817^|^SCI^|^1694498^|^1694498^|^1694498^|^D
205^|^20131209^|^20951025^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180321^|^20190724^|^SCI^|^1694498^|^1694498^|^1694498^|^D
206^|^20110814^|^20941114^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180402^|^20190715^|^SCI^|^1694498^|^1694498^|^1694498^|^D
207^|^20120321^|^20920130^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180731^|^20190527^|^SCI^|^1694498^|^1694498^|^1694498^|^D
208^|^20170901^|^20990402^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180112^|^20190207^|^SCI^|^1694498^|^1694498^|^1694498^|^D
209^|^20121028^|^20911106^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180326^|^20190417^|^SCI^|^1694498^|^1694498^|^1694498^|^D
210^|^20131215^|^20930129^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181110^|^20190222^|^SCI^|^1694498^|^1694498^|^1694498^|^D
211^|^20131204^|^20970915^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181015^|^20190815^|^SCI^|^1694498^|^1694498^|^1694498^|^D
212^|^20120914^|^20960810^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180215^|^20190402^|^SCI^|^1694498^|^1694498^|^1694498^|^D
213^|^20140328^|^20971202^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180619^|^20190125^|^SCI^|^1694498^|^1694498^|^1694498^|^D
214^|^20161215^|^20910220^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180218^|^20190307^|^SCI^|^1694498^|^1694498^|^1694498^|^D
215^|^20131005^|^20980318^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180816^|^20191219^|^SCI^|^1694498^|^1694498^|^1694498^|^D
216^|^20160514^|^20970522^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180311^|^20190508^|^SCI^|^1694498^|^1694498^|^1694498^|^D
217^|^20160506^|^20980826^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20181227^|^20190325^|^SCI^|^1694498^|^1694498^|^1694498^|^D
218^|^20171022^|^20941115^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180911^|^20190221^|^SCI^|^1694498^|^1694498^|^1694498^|^D
219^|^20170906^|^20950708^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180706^|^20190301^|^SCI^|^1694498^|^1694498^|^1694498^|^D
220^|^20120916^|^20920905^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180217^|^20190203^|^SCI^|^1694498^|^1694498^|^1694498^|^D
221^|^20131120^|^20970122^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180702^|^20190613^|^SCI^|^1694498^|^1694498^|^1694498^|^D
222^|^20120125^|^20971203^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180328^|^20190221^|^SCI^|^1694498^|^1694498^|^1694498^|^D
223^|^20170719^|^20950313^|^1694498^|^Vertriebsbeauftragte^|^VB^|^20180905^|^20191001^|^SCI^|^1694498^|^1694498^|^1694498^|^D
