prod_id^|^dwh_valid_from^|^dwh_valid_until^|^dwh_current_flag^|^technologie^|^traeger^|^produktklasse^|^produktbereich^|^produktgruppe^|^produkt^|^produktkomponenten^|^prov_rel_ind^|^description^|^dwh_in_date^|^dwh_last_user^|^dwh_status^|^map_status^|^herkunft
72^|^20180819^|^20200312^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180626^|^SYSDBA^|^AC^|^AC^|^IP
73^|^20180321^|^20200630^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180815^|^SYSDBA^|^AC^|^AC^|^IP
74^|^20180628^|^20200514^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20181208^|^SYSDBA^|^AC^|^AC^|^IP
75^|^20181116^|^20200604^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180626^|^SYSDBA^|^AC^|^AC^|^IP
76^|^20180222^|^20200524^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20181110^|^SYSDBA^|^AC^|^AC^|^IP
77^|^20180123^|^20200315^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180513^|^SYSDBA^|^AC^|^AC^|^IP
78^|^20180211^|^20200605^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180704^|^SYSDBA^|^AC^|^AC^|^IP
79^|^20180524^|^20200229^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180509^|^SYSDBA^|^AC^|^AC^|^IP
80^|^20181217^|^20200922^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20181013^|^SYSDBA^|^AC^|^AC^|^IP
81^|^20181230^|^20200316^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180426^|^SYSDBA^|^AC^|^AC^|^IP
82^|^20180426^|^20200614^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20181026^|^SYSDBA^|^AC^|^AC^|^IP
83^|^20180904^|^20200917^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180411^|^SYSDBA^|^AC^|^AC^|^IP
84^|^20180425^|^20200519^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180413^|^SYSDBA^|^AC^|^AC^|^IP
85^|^20180508^|^20200219^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180313^|^SYSDBA^|^AC^|^AC^|^IP
86^|^20180117^|^20200417^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20181118^|^SYSDBA^|^AC^|^AC^|^IP
87^|^20180705^|^20200513^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180424^|^SYSDBA^|^AC^|^AC^|^IP
88^|^20181127^|^20200521^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180528^|^SYSDBA^|^AC^|^AC^|^IP
89^|^20180729^|^20200624^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180224^|^SYSDBA^|^AC^|^AC^|^IP
90^|^20180316^|^20200602^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20181023^|^SYSDBA^|^AC^|^AC^|^IP
91^|^20181026^|^20200328^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180608^|^SYSDBA^|^AC^|^AC^|^IP
92^|^20180212^|^20200223^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180719^|^SYSDBA^|^AC^|^AC^|^IP
93^|^20180422^|^20200711^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180429^|^SYSDBA^|^AC^|^AC^|^IP
94^|^20180123^|^20200318^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180130^|^SYSDBA^|^AC^|^AC^|^IP
95^|^20180106^|^20200103^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180406^|^SYSDBA^|^AC^|^AC^|^IP
96^|^20181112^|^20200914^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180509^|^SYSDBA^|^AC^|^AC^|^IP
97^|^20180117^|^20200210^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180831^|^SYSDBA^|^AC^|^AC^|^IP
98^|^20181026^|^20200729^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180927^|^SYSDBA^|^AC^|^AC^|^IP
99^|^20180101^|^20200418^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20181105^|^SYSDBA^|^AC^|^AC^|^IP
100^|^20181125^|^20200610^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180322^|^SYSDBA^|^AC^|^AC^|^IP
101^|^20180809^|^20200722^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20181226^|^SYSDBA^|^AC^|^AC^|^IP
102^|^20180722^|^20200126^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180921^|^SYSDBA^|^AC^|^AC^|^IP
103^|^20180101^|^20200705^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180604^|^SYSDBA^|^AC^|^AC^|^IP
104^|^20180311^|^20201226^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180422^|^SYSDBA^|^AC^|^AC^|^IP
105^|^20181205^|^20200710^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180714^|^SYSDBA^|^AC^|^AC^|^IP
106^|^20181213^|^20200814^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180309^|^SYSDBA^|^AC^|^AC^|^IP
107^|^20180319^|^20201010^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180306^|^SYSDBA^|^AC^|^AC^|^IP
108^|^20181022^|^20200513^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180624^|^SYSDBA^|^AC^|^AC^|^IP
109^|^20181122^|^20200303^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180914^|^SYSDBA^|^AC^|^AC^|^IP
110^|^20181105^|^20200806^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180723^|^SYSDBA^|^AC^|^AC^|^IP
111^|^20181005^|^20200819^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180716^|^SYSDBA^|^AC^|^AC^|^IP
112^|^20180526^|^20200626^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180308^|^SYSDBA^|^AC^|^AC^|^IP
113^|^20181122^|^20200623^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180227^|^SYSDBA^|^AC^|^AC^|^IP
114^|^20180131^|^20201106^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20181205^|^SYSDBA^|^AC^|^AC^|^IP
115^|^20180807^|^20200514^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20181010^|^SYSDBA^|^AC^|^AC^|^IP
116^|^20180126^|^20200823^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180601^|^SYSDBA^|^AC^|^AC^|^IP
117^|^20181120^|^20200501^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180201^|^SYSDBA^|^AC^|^AC^|^IP
118^|^20180708^|^20200419^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180512^|^SYSDBA^|^AC^|^AC^|^IP
119^|^20181023^|^20201031^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20181122^|^SYSDBA^|^AC^|^AC^|^IP
120^|^20180823^|^20200217^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180821^|^SYSDBA^|^AC^|^AC^|^IP
121^|^20181027^|^20200501^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180908^|^SYSDBA^|^AC^|^AC^|^IP
122^|^20180916^|^20201029^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180910^|^SYSDBA^|^AC^|^AC^|^IP
123^|^20180610^|^20201216^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180923^|^SYSDBA^|^AC^|^AC^|^IP
124^|^20180402^|^20200111^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180806^|^SYSDBA^|^AC^|^AC^|^IP
125^|^20180916^|^20200620^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20181209^|^SYSDBA^|^AC^|^AC^|^IP
126^|^20180711^|^20200125^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180729^|^SYSDBA^|^AC^|^AC^|^IP
127^|^20181015^|^20200611^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180502^|^SYSDBA^|^AC^|^AC^|^IP
128^|^20180412^|^20200821^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180214^|^SYSDBA^|^AC^|^AC^|^IP
129^|^20180326^|^20200419^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180812^|^SYSDBA^|^AC^|^AC^|^IP
130^|^20180629^|^20200904^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180529^|^SYSDBA^|^AC^|^AC^|^IP
131^|^20180409^|^20200112^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20181201^|^SYSDBA^|^AC^|^AC^|^IP
132^|^20180227^|^20200925^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20181029^|^SYSDBA^|^AC^|^AC^|^IP
133^|^20180721^|^20201014^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180728^|^SYSDBA^|^AC^|^AC^|^IP
134^|^20180819^|^20200616^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180904^|^SYSDBA^|^AC^|^AC^|^IP
135^|^20180217^|^20200710^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180608^|^SYSDBA^|^AC^|^AC^|^IP
136^|^20180608^|^20200112^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180604^|^SYSDBA^|^AC^|^AC^|^IP
137^|^20180122^|^20201230^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20181219^|^SYSDBA^|^AC^|^AC^|^IP
138^|^20181217^|^20200512^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180329^|^SYSDBA^|^AC^|^AC^|^IP
139^|^20180923^|^20201115^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180405^|^SYSDBA^|^AC^|^AC^|^IP
140^|^20180303^|^20200420^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180403^|^SYSDBA^|^AC^|^AC^|^IP
141^|^20180106^|^20200513^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180121^|^SYSDBA^|^AC^|^AC^|^IP
142^|^20180605^|^20200601^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180724^|^SYSDBA^|^AC^|^AC^|^IP
143^|^20181013^|^20200710^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180805^|^SYSDBA^|^AC^|^AC^|^IP
144^|^20181223^|^20200129^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180419^|^SYSDBA^|^AC^|^AC^|^IP
145^|^20180817^|^20200719^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180811^|^SYSDBA^|^AC^|^AC^|^IP
146^|^20181221^|^20200501^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180104^|^SYSDBA^|^AC^|^AC^|^IP
147^|^20181204^|^20200803^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180627^|^SYSDBA^|^AC^|^AC^|^IP
148^|^20180401^|^20201106^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180406^|^SYSDBA^|^AC^|^AC^|^IP
149^|^20180620^|^20201209^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180226^|^SYSDBA^|^AC^|^AC^|^IP
150^|^20181116^|^20201022^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180705^|^SYSDBA^|^AC^|^AC^|^IP
151^|^20180203^|^20201011^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20181018^|^SYSDBA^|^AC^|^AC^|^IP
152^|^20180209^|^20200607^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20181122^|^SYSDBA^|^AC^|^AC^|^IP
153^|^20180729^|^20200103^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180218^|^SYSDBA^|^AC^|^AC^|^IP
154^|^20180706^|^20200923^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180103^|^SYSDBA^|^AC^|^AC^|^IP
155^|^20180723^|^20200210^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180104^|^SYSDBA^|^AC^|^AC^|^IP
156^|^20180928^|^20200423^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180718^|^SYSDBA^|^AC^|^AC^|^IP
157^|^20180715^|^20200306^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180129^|^SYSDBA^|^AC^|^AC^|^IP
158^|^20180920^|^20200429^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20181222^|^SYSDBA^|^AC^|^AC^|^IP
159^|^20180701^|^20201105^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20181009^|^SYSDBA^|^AC^|^AC^|^IP
160^|^20180916^|^20201206^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180726^|^SYSDBA^|^AC^|^AC^|^IP
161^|^20180228^|^20200223^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180808^|^SYSDBA^|^AC^|^AC^|^IP
162^|^20181204^|^20200908^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180912^|^SYSDBA^|^AC^|^AC^|^IP
163^|^20180905^|^20200522^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180923^|^SYSDBA^|^AC^|^AC^|^IP
164^|^20181126^|^20200316^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180412^|^SYSDBA^|^AC^|^AC^|^IP
165^|^20180515^|^20200122^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180317^|^SYSDBA^|^AC^|^AC^|^IP
166^|^20180127^|^20200110^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180531^|^SYSDBA^|^AC^|^AC^|^IP
167^|^20181224^|^20200923^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180225^|^SYSDBA^|^AC^|^AC^|^IP
168^|^20180620^|^20200421^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180620^|^SYSDBA^|^AC^|^AC^|^IP
169^|^20180911^|^20201205^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180331^|^SYSDBA^|^AC^|^AC^|^IP
170^|^20180130^|^20200206^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180422^|^SYSDBA^|^AC^|^AC^|^IP
171^|^20180607^|^20200810^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180618^|^SYSDBA^|^AC^|^AC^|^IP
172^|^20180303^|^20200920^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180805^|^SYSDBA^|^AC^|^AC^|^IP
173^|^20180613^|^20200714^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180918^|^SYSDBA^|^AC^|^AC^|^IP
174^|^20181122^|^20200209^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20181103^|^SYSDBA^|^AC^|^AC^|^IP
175^|^20180816^|^20201012^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^y^|^0^|^20180928^|^SYSDBA^|^AC^|^AC^|^IP
176^|^20180807^|^20200907^|^1^|^GPRS^|^Messaging^|^Nutzung^|^Datenumsatz^|^hyuy^|^7356^|^loik^|^z^|^0^|^20180928^|^SYSDBA^|^AC^|^AC^|^IP
